V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
-0.7266,0.372,0.4014,-0.8936,-0.8413,0.952,1.273,-1.096,0.7017,1.16,-0.4146,0.7983,1.288,0.01927,-0.3333
-1.434,1.264,-1.378,1.182,-0.9263,-1.605,-0.8335,1.643,-1.212,1.528,1.359,0.6025,-0.7188,-0.903,1.464
-0.1885,-0.3223,-0.612,0.7466,-0.6626,-0.1147,-1.032,-0.314,0.6343,-0.4067,0.5884,-0.8438,-0.329,-0.7744,0.81
-0.1439,1.443,-0.0402,0.2052,-1.025,0.4592,-0.642,0.00592,0.1682,1.556,0.907,1.178,-0.11444,-0.611,0.76
-0.393,0.4875,0.12317,-0.672,-1.356,0.5464,0.716,-1.0625,0.4224,-1.053,-1.461,-0.832,1.597,1.579,-1.055
0.5713,-0.4421,1.269,-1.048,0.04135,0.973,1.562,-0.96,0.495,-0.1969,-0.8135,-0.616,0.9824,0.4988,-1.21
0.4497,-1.729,1.287,-1.319,-0.4082,0.7593,0.4595,-0.2861,0.2505,-0.9834,-1.398,-1.589,1.658,1.34,-0.881
-0.08655,1.253,-1.474,1.161,1.059,-1.5625,-0.2212,1.456,-1.31,-1.387,-0.5195,0.09625,-0.578,0.11505,0.8335
0.7017,1.572,0.108,-0.511,-0.4802,-0.1357,0.6284,0.02135,0.3342,-0.764,0.1848,0.03796,0.5986,-0.3503,0.05713
0.688,-1.762,-1.207,1.265,-0.512,-1.073,-0.1605,0.2688,-0.08124,-0.902,0.3127,-1.846,-0.463,-0.673,1.062
-0.2374,-0.11816,0.2394,-0.5415,-1.481,0.4268,0.4849,-0.0894,0.276,-0.42,0.3574,-1.284,0.684,-0.3638,0.3306
-0.1866,-0.538,-0.7783,0.8647,-1.233,-0.7354,-1.358,0.275,-0.03256,-0.4062,0.781,-1.662,-0.4172,-0.718,1.477
1.099,1.613,-0.1195,0.1178,0.778,0.3538,-1.542,-0.814,0.3108,-1.364,-1.111,0.922,-0.235,1.854,-1.469
-0.565,0.7065,1.728,-1.381,0.1597,1.025,-0.04065,-0.2325,0.606,-1.629,-2.713,0.02734,1.08,2.672,-1.636
-1.06,-0.981,-1.237,1.577,-0.6167,-1.165,0.7075,0.4998,0.02617,0.4373,1.356,-0.9277,-0.778,-1.162,0.771
-0.1478,0.4756,0.01907,-0.4814,0.3767,0.1953,1.263,-1.01,0.898,0.7856,0.08356,1.248,0.02705,-0.685,0.05582
-0.992,-1.176,-0.9062,1.223,-1.576,-0.4912,-1.195,-0.1564,0.11566,1.461,1.194,-0.5654,-0.4763,-1.068,1.194
0.735,1.008,0.1427,-0.583,-1.302,0.5894,-0.5903,-0.2163,0.0971,0.9004,0.6587,0.4292,0.614,-0.9507,0.4207
-1.186,-0.861,-0.1484,0.269,1.326,-0.2235,-1.612,-0.6353,0.8804,-0.0364,0.4285,0.723,-1.106,-0.864,1.467
-0.278,-0.76,0.507,-0.745,1.2705,0.3857,-0.804,-0.3086,0.2869,1.514,0.5264,1.3,-0.3333,-0.852,1.066
-1.3,-0.772,-1.582,1.415,0.557,-2.264,0.1041,3.121,-3.2,-1.556,-0.4666,-1.675,-0.6045,0.3083,1.328
0.9526,1.396,-0.04776,-0.02696,-0.703,0.804,-0.582,0.01302,-0.07916,0.7065,0.9717,0.6494,-0.0367,-0.63,0.1604
-0.5454,1.581,-0.4246,0.4978,0.998,-0.2673,-0.9253,0.04434,0.3525,0.7354,1.209,2.037,-1.378,-0.878,0.7705
0.3477,-1.556,-0.4407,0.595,-0.787,0.4211,0.88,-0.5796,0.788,-0.2903,0.2098,-0.8906,-0.213,-0.5923,0.2568
1.512,-0.0475,-1.6045,1.075,-1.678,-1.95,-0.136,2.404,-2.803,-0.4827,0.9463,-1.997,-0.3936,-0.851,0.1226
1.21,-0.729,-0.474,0.8145,-1.447,-0.09296,1.41,-0.6597,0.3098,1.228,0.8804,-0.3818,-0.4263,-0.746,-0.685
-1.051,0.5713,-0.0533,-0.124,-1.684,-0.2019,-1.164,-0.4458,0.2478,-1.228,-0.8057,-0.9414,1.301,0.738,0.895
-1.682,0.6973,1.5,-1.03,1.353,1.643,-1.279,-0.65,0.3633,-0.1315,-0.2847,1.046,0.3257,-0.216,-0.01938
1.593,0.1534,0.2366,-0.5234,-1.164,0.5986,-0.2041,-1.002,0.2622,-1.49,-1.891,-1.369,1.758,2.426,-2.846
0.735,-0.8887,-1.015,1.025,-0.7725,-1.398,0.792,0.3718,0.2072,0.527,1.159,-0.7866,-0.5522,-0.5405,0.596
1.116,0.362,1.212,-1.162,0.621,1.117,-1.495,-0.626,0.3826,0.818,-0.3655,0.9004,0.4233,0.1715,-0.2217
0.957,-1.243,-0.227,0.3027,1.125,-0.003622,-1.576,-0.2408,0.3699,-1.237,-0.6123,-0.2815,-0.422,0.242,0.646
0.5356,-1.533,-0.0684,0.3428,-0.1765,0.1843,1.538,-0.557,0.9907,-0.93,-0.00926,-0.783,-0.1283,-0.773,-0.292
-1.466,-1.651,0.241,-0.71,-0.0826,0.3818,0.905,-0.542,0.5337,-0.4568,0.03668,-1.0625,0.6387,-0.2795,0.3982
0.305,0.2913,0.658,-0.904,0.883,0.65,-1.156,-0.572,0.1196,1.573,0.2039,1.362,-0.0526,-0.5967,0.3833
-0.369,0.7817,1.054,-1.227,-1.5205,0.605,0.11694,-0.02202,0.4287,1.031,-0.286,0.651,1.405,0.2476,0.2031
0.189,-0.5034,1.021,-1.171,1.479,0.6045,-0.1686,-0.6685,0.3137,-0.797,-1.1,-0.0826,0.726,1.424,-0.571
0.501,-1.007,0.3125,-0.555,0.596,0.5635,-1.678,-0.4075,0.1242,1.344,0.4075,0.503,-0.3167,-0.5254,0.4426
-1.419,1.244,1.652,-1.3,1.607,1.467,-0.615,-0.196,0.3342,1.275,-0.4905,2.756,0.3984,0.00216,0.1687
-0.566,-0.27,-0.5503,0.849,0.7095,-0.4163,0.0586,-0.2172,0.1594,-1.305,-0.3862,-0.5703,-0.504,0.0206,0.9375
-1.199,1.254,0.625,-0.8394,-1.373,0.2112,0.3242,-0.6875,0.2888,-1.3125,-1.39,-0.4282,1.567,1.549,-0.405
-0.776,-1.06,-0.31,0.4392,1.659,-0.487,0.5127,0.1632,0.3555,-0.1776,0.721,0.1545,-1.374,-0.9272,0.5415
1.432,0.11395,-1.063,1.093,0.761,-0.7637,-0.0797,0.1381,0.05487,-1.664,-0.8057,-0.4004,-0.5513,0.9995,-0.6426
1.398,-0.03183,0.1841,-0.5,-0.2627,0.1697,-0.3438,-0.5366,0.2834,1.377,0.4614,0.44,0.3484,-0.3875,-0.2191
1.274,-0.0773,-0.0732,-0.0654,-0.9956,-0.0813,-0.1481,-0.2147,0.382,1.238,0.8716,0.1416,0.10284,-0.911,0.1875
1.062,-0.3008,-0.759,0.992,-0.825,-0.659,1.24,-0.01354,0.1531,1.62,1.118,-0.1483,-0.581,-0.9937,0.0343
0.66,-0.823,-0.4614,0.699,-0.489,-0.537,0.1024,0.1054,0.2058,-1.555,-0.785,-1.743,0.3738,0.649,0.3567
1.248,-0.801,-1.064,1.038,-1.383,-1.375,-0.03592,1.149,-0.775,-1.129,0.1345,-2.193,-0.0951,-0.644,0.4856
-0.3613,-1.681,-1.535,1.475,1.509,-2.074,-0.1555,3.166,-2.914,-0.5317,0.9214,-0.978,-1.669,-0.955,1.366
0.6685,1.43,-0.01114,-0.57,0.3086,0.07715,1.267,0.1885,0.3118,0.5557,0.4414,1.219,-0.382,-0.824,-0.1711
-0.8857,-0.9966,-0.458,0.848,0.6626,-0.482,-0.1549,-0.3896,0.0519,-0.3423,0.5996,-0.733,-1.437,-1.005,1.225
-1.665,1.32,1.145,-1.241,1.538,0.76,0.05496,-1.042,0.7217,-0.6426,-1.414,1.605,0.575,1.866,-0.9697
0.6333,0.05188,0.2651,-0.3645,-0.0882,0.4038,-1.26,0.03268,0.04288,-0.1271,0.641,-0.712,-0.03894,-0.4954,0.6685
1.219,-0.1538,0.508,-0.8545,-0.297,1.192,1.012,-0.8843,0.3574,-0.726,-0.6084,-1.118,1.326,0.501,-1.119
-1.594,1.507,-0.6743,0.769,-0.094,-0.4646,-0.3997,-0.1996,0.4587,-1.366,-0.442,0.309,0.09454,0.505,0.774
-0.1895,1.387,-0.2588,0.3672,-0.1567,0.555,0.2301,-0.0672,0.712,0.1885,0.997,0.9844,-0.692,-0.8657,0.3542
0.002829,-0.001739,-1.192,1.035,0.3914,-1.455,-0.8125,1.377,-1.014,-0.436,0.9473,-1.109,-1.443,-1.106,1.315
1.201,-1.044,0.1746,-0.5166,1.663,-0.09875,0.976,-0.2874,-0.04102,-0.2336,0.3997,0.1187,-0.5503,-0.7686,-0.3237
-1.375,-1.135,0.7627,-0.9824,0.259,0.5254,0.919,-0.2664,0.5107,0.253,0.007175,-0.3557,0.3386,-0.347,0.4011
-0.857,0.10535,-1.016,1.112,0.0216,-0.798,0.04666,0.406,-0.2468,0.3137,1.135,-0.7246,-1.078,-0.8477,1.108
-0.01071,0.512,-0.9746,1.127,-1.347,-0.78,0.0522,-0.11584,0.1821,-0.01126,0.968,-0.509,-0.4055,-0.843,1.1045
0.58,1.395,-1.382,1.198,-1.271,-1.579,-0.875,1.557,-0.8867,1.621,1.327,0.5757,-0.526,-0.7637,1.039
0.6216,1.119,0.4954,-1.081,0.8594,0.655,-0.4473,-0.511,0.5435,1.227,-0.08386,2.355,0.2617,-0.1047,0.196
0.5913,1.225,-1.57,1.542,-1.438,-2.117,-0.6597,3.547,-3.283,-0.4324,1.028,-1.061,-0.526,-0.882,1.266
0.5093,-1.421,-0.4905,0.347,-0.919,0.1053,0.281,-0.723,0.0866,-1.606,-1.186,-1.912,0.6885,1.464,-0.586
0.3425,-0.527,0.6587,-0.707,0.692,1.39,-0.843,-1.027,0.2903,0.946,-0.1172,0.6504,0.1686,-0.1804,0.01287
0.9346,-0.11554,0.1537,-0.5034,-1.228,0.4226,-0.3513,-0.4744,0.7207,-0.587,0.2018,-0.7935,0.767,-1.017,0.3225
0.1534,0.726,0.8486,-0.9126,-0.3594,0.544,-1.706,-0.32,0.4243,-0.4458,-0.0866,-0.152,1.032,-0.1515,0.738
-0.296,1.261,1.377,-1.247,-0.661,1.36,1.384,-1.1045,0.465,1.629,-1.354,1.408,1.599,1.384,-1.765
1.291,0.2313,0.08093,-0.4805,-0.9565,0.8755,-1.464,-0.5806,0.525,1.383,0.4426,0.5312,0.5835,-0.535,-0.3267
-1.563,-0.4172,0.1891,-0.444,1.501,0.11237,1.343,0.2389,0.3826,0.841,0.754,1.156,-0.6763,-0.591,0.11505
0.8896,0.281,-0.576,0.834,-0.974,-0.5483,1.625,0.07324,0.1414,0.7695,1.1045,-0.2507,-0.4255,-0.7285,-0.509
-1.282,-0.0679,-1.595,1.17,0.1005,-1.821,-1.173,2.725,-3.2,0.8125,1.3545,-0.787,-1.238,-0.8164,1.418
-1.578,1.181,-0.9673,0.888,1.195,-0.7046,1.49,-0.01855,0.0762,-0.4495,0.6895,1.0,-1.512,-0.2627,0.3625
0.585,1.311,0.4878,-0.798,-0.2214,0.8276,-0.56,-0.2311,-0.0925,-1.12,-0.679,-0.2241,1.245,0.4568,0.2434
0.2157,-0.0527,-1.375,1.173,-1.014,-2.125,-0.3918,3.178,-3.367,0.5684,1.348,-1.198,-0.558,-0.933,1.042
0.5576,0.4358,1.127,-1.18,1.007,0.855,0.627,-0.3972,0.5005,0.3499,-0.3704,1.108,0.4966,0.486,-0.2194
1.192,-0.492,0.04855,-0.4553,0.141,-0.0252,-0.7793,-0.2147,0.3384,0.3752,0.5503,-0.5503,-0.164,-0.6216,0.1915
-1.312,-0.2666,0.51,-0.576,0.7974,1.234,-0.434,-0.841,0.9365,-0.3882,-0.06305,0.3345,-0.002836,-0.2954,0.3848
