V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.9795,0.2695,0.4805,0.02573,0.5537,0.6313,0.3171,0.06976,0.604,0.509,1.113,0.976,0.1775,-1.904,0.566
-1.581,-1.48,-0.318,-0.5723,-2.182,-1.575,1.765,1.409,0.3486,0.37,0.395,0.6724,0.6963,0.3306,1.385
1.587,1.752,-1.3125,-0.10974,-0.9688,-0.5117,1.146,-0.784,-1.34,-2.553,0.966,0.05896,1.444,-0.3677,-0.456
-1.556,1.054,0.071,0.4766,-1.952,-1.554,1.45,0.2825,0.2883,2.504,-1.541,0.7466,-1.463,1.86,0.03525
-0.331,0.8535,0.0209,0.0989,0.6304,0.3347,-0.9883,0.4758,-0.1473,2.121,-1.255,-0.1906,-1.137,1.243,0.3086
-0.4026,-1.483,0.916,-0.782,0.5903,0.2421,-0.7207,1.022,-0.3806,-1.002,-0.5693,-1.681,0.0354,0.2798,2.17
-0.088,0.3525,-1.437,-1.021,0.5605,1.213,-1.17,-0.902,1.144,-0.1187,0.4648,0.2388,2.16,-0.572,-0.4014
-1.116,0.338,1.63,1.554,0.2172,-1.221,1.461,-0.2333,-0.5454,-0.8843,0.3904,0.515,1.5205,-0.3518,1.447
0.271,0.8843,1.229,2.3,0.4321,1.094,-1.649,-2.088,1.544,-0.689,-2.75,1.105,-0.601,1.532,1.89
1.73,-0.5405,-1.225,-0.3347,-1.133,-0.64,1.476,0.2479,-1.891,-0.1715,0.2786,-0.2247,-0.03592,-0.4915,0.6104
-1.54,1.221,-0.05984,0.3992,-2.3,-1.53,1.36,-0.9214,0.2336,2.766,-0.9907,2.316,0.762,0.9062,-0.6777
0.4417,0.418,1.411,1.798,0.3174,1.214,-1.265,-0.997,0.937,-0.904,0.1044,-1.125,-1.1455,0.2786,-0.2327
0.861,0.3745,-1.411,-0.9624,0.602,0.9243,-0.399,1.597,1.007,-0.006664,1.558,1.817,0.3245,-1.801,0.02562
0.787,-0.822,-1.296,-0.05573,0.5435,0.98,-0.504,1.333,0.992,-0.338,0.2365,-0.1227,-1.4,-0.2822,-1.984
0.8115,-0.4536,1.245,0.01952,0.6895,0.9272,-0.4243,1.632,1.035,-0.8984,1.936,1.27,0.4153,0.4915,1.408
0.6885,1.182,-0.8774,-0.1637,0.7905,1.025,-0.7495,0.8896,1.302,1.247,0.02412,-0.1716,-0.576,0.5386,-1.45
1.262,-0.2905,0.0718,-0.8276,0.07855,0.0675,0.552,-0.1248,-0.914,-0.1936,0.7754,-0.3638,-0.5337,-1.239,-1.082
-1.479,1.143,1.285,2.396,-1.861,-1.49,1.101,-0.4138,0.0935,-1.265,1.168,1.356,0.6445,-1.794,-1.47
-0.002611,-0.44,-0.136,-0.9316,0.4812,1.104,-1.078,0.3572,1.436,0.6313,1.162,0.76,-0.3362,-1.191,0.2415
1.4375,-1.464,0.898,-0.801,-0.4863,-0.2222,1.162,-0.7876,-0.8877,-1.057,0.6196,-0.7153,-0.2505,0.419,-0.6562
-1.505,-1.549,-1.088,-0.2001,-1.892,-1.5205,1.357,-1.214,0.0724,1.092,-2.129,0.599,-0.276,-1.834,1.174
-0.728,1.58,1.447,2.383,0.7754,-0.554,0.2269,0.882,-1.1045,-1.138,-0.698,1.588,0.01303,0.859,0.623
