V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
-0.9795,-0.5376,-0.744,-0.8223,-1.64,0.8354,-0.8267,1.5625,-1.529,-0.3867,-0.382,1.404,-0.3745,-0.651,-0.691
-1.254,-0.4812,-0.5874,-1.058,-0.311,-0.288,-1.416,0.5625,-0.0897,-1.434,-0.1932,-2.152,-1.914,-0.10693,-2.186
0.789,0.095,-0.933,1.047,-0.2395,-1.416,-1.015,0.822,0.03207,0.976,-0.9565,0.3376,-0.92,-0.8315,0.657
0.499,1.0,0.982,0.4783,0.1942,-1.699,1.34,-1.08,-1.322,-0.2769,-0.4084,0.374,0.04102,-0.482,-0.9575
-0.2554,-0.2172,0.8804,-0.371,-1.975,-1.554,0.7354,0.6255,-1.057,-0.4329,-0.3396,-0.7407,-1.018,-1.718,-1.431
-1.113,1.093,0.5127,-0.3625,0.1895,1.137,-0.7275,-1.133,1.378,0.1742,-0.8877,0.9355,0.1669,0.2495,-0.1454
0.488,0.6777,-0.1718,0.682,1.483,-1.146,0.3274,0.9517,1.382,0.5405,1.122,0.4587,0.4055,0.708,-0.3745
1.099,-1.355,-1.21,-0.1313,-1.346,-0.5605,0.8613,0.9814,-0.00566,-0.0736,-0.3596,-1.169,-0.3074,-0.3696,-0.7886
0.9185,1.457,-1.476,-0.01331,2.115,0.1508,-0.01126,1.318,-1.127,-0.5615,-1.067,1.551,0.0383,1.075,-1.152
-1.573,0.698,0.991,-0.0847,2.332,-1.356,-0.7896,-0.815,1.4375,-1.308,0.524,-1.45,-0.1227,-0.6094,-0.0541
0.327,0.8843,-0.2878,-0.2751,2.52,-0.5947,0.259,1.361,-0.4368,0.142,0.4014,-2.584,-0.4893,-0.1913,0.285
1.014,1.293,0.619,-0.2783,-0.312,0.228,-1.011,-1.155,-0.3447,0.585,-1.731,-1.71,-0.4055,0.5015,0.5503
-0.5977,-0.04794,0.1326,-2.473,0.3535,1.587,-0.3,1.097,0.5303,-0.6616,0.481,0.4536,1.082,0.905,0.6
0.495,0.0297,1.012,0.669,-0.01851,-0.794,-0.9453,-0.855,1.369,-0.1307,0.381,1.18,-1.017,1.093,0.133
1.632,-0.868,-0.1926,1.351,-0.1351,0.738,1.681,0.84,0.4058,1.288,1.724,0.71,3.188,2.26,1.204
0.257,-1.176,-1.049,-0.4338,0.1842,-0.5664,1.354,-1.285,-0.007153,-0.64,0.2852,1.436,0.4414,-0.527,-0.7715
-0.5264,-1.039,-1.005,-0.233,-1.06,1.639,-0.6294,-0.7544,-0.6455,0.10474,0.1926,0.03864,-0.0632,-0.03452,0.3381
0.6826,-0.617,0.1768,0.75,-1.15,0.1908,-1.327,1.544,-0.3875,0.06525,-0.2798,1.141,-0.2659,-0.3245,-1.335
0.1439,0.919,1.066,1.38,0.7896,-1.278,-0.5376,0.5156,1.466,0.1671,1.378,1.014,0.4934,-0.06805,0.3992
-0.933,-0.2856,0.666,-0.05676,-0.5444,1.474,-1.005,-0.806,0.3428,0.996,-1.501,-1.376,-0.5664,1.268,-0.9453
-1.292,1.546,0.791,-1.303,0.758,-1.368,1.672,1.482,0.905,0.2208,2.078,0.1943,0.4111,-0.4998,-0.3154
-0.1702,-1.642,-1.4795,-0.909,-1.027,1.425,-0.5894,0.363,-0.6514,-1.039,0.3286,-0.604,0.65,-0.7983,0.169
0.3755,0.9697,1.77,0.931,1.307,-1.123,-0.724,-1.51,-0.7197,0.903,-0.3945,0.3381,-0.7925,-0.863,-0.1549
0.7134,0.3745,-0.2365,-0.275,0.1053,-0.135,-0.27,0.518,0.3406,-0.701,0.08185,0.3389,-0.2145,0.1735,-0.984
-1.6045,-0.88,0.1854,-1.981,-1.378,-0.3035,0.8325,0.3948,-1.4795,-1.994,-0.4014,-0.3076,-0.827,-1.594,-0.8096
0.682,1.238,1.13,-0.9517,-0.5396,-0.2573,1.549,0.169,-1.215,-1.128,0.2527,-0.905,0.414,-0.4558,-1.252
-0.7827,0.8984,1.212,-1.1045,0.553,-0.752,0.2886,1.419,0.6943,-1.396,1.425,-1.081,-0.153,-0.2222,1.352
0.5645,1.166,1.047,0.0874,0.922,-1.67,-0.3862,-0.3218,1.403,-0.616,0.0544,-0.03833,-0.9004,0.53,0.777
1.751,1.475,0.7363,2.283,0.9956,-0.591,-1.266,-0.826,1.446,1.939,-0.0742,0.4436,0.6387,1.503,1.151
0.651,-0.7114,-0.472,0.5283,-0.1753,-1.239,-0.666,0.6616,-0.7666,1.292,-0.853,-0.1321,-1.081,-0.9863,1.2705
1.529,1.195,1.129,0.807,0.8154,0.3071,-0.769,-0.2076,-0.9673,0.1578,-1.86,1.449,-0.9746,-0.1594,1.457
1.065,1.572,1.454,1.252,1.453,-1.11,-0.839,1.069,1.496,0.727,0.2837,-0.05182,0.01335,1.6,0.6465
0.1819,-1.272,2.312,-1.124,-0.2345,-1.703,-1.168,0.2932,0.00409,-0.621,-0.535,-1.596,-1.925,-1.19,-0.9756
1.297,-1.698,-1.801,0.12396,-1.059,1.476,1.603,1.316,1.106,-0.9614,2.05,0.04645,2.12,2.758,-0.05862
1.669,1.736,1.322,0.5225,0.9805,1.719,0.532,1.5,0.04184,1.013,-0.517,0.4644,0.705,2.152,-1.577
1.375,0.551,0.5337,1.071,0.4055,-0.61,-1.294,-1.179,-0.8403,1.198,-2.234,-0.367,-0.3987,-0.783,-0.448
-0.708,-0.447,0.006603,0.2472,0.2314,1.394,0.708,-0.292,-1.016,-0.84,-0.2273,-2.389,1.465,-0.0739,0.2566
-0.2563,1.733,1.232,-0.911,2.025,0.262,1.392,1.1045,-1.53,-0.3962,-0.1277,-0.6865,0.04553,-0.4487,-0.1462
-0.2515,-1.111,0.0446,0.3406,-0.4973,0.83,1.383,1.454,-0.4177,0.83,0.45,-2.555,1.986,-0.176,0.781
-1.778,0.06018,0.3164,0.4539,-0.3147,-1.004,1.631,0.809,1.742,-1.593,2.574,-0.6724,0.551,-0.731,0.3037
0.2205,-0.2805,0.2416,0.2145,0.1652,-0.0329,-0.1362,-0.2864,0.75,-0.555,0.721,0.2172,-0.05838,-0.01752,-0.02115
0.8657,1.02,2.557,1.742,1.425,-1.469,-1.203,-0.845,1.0,1.702,-0.6763,-0.0379,-0.82,-0.11066,0.588
0.311,-0.2284,0.1975,-0.3838,-0.1871,0.2156,0.0843,-0.966,-1.039,-0.1849,-1.116,0.1262,0.7295,-0.7085,0.8267
-0.707,-0.991,-0.817,-0.424,-1.096,-0.4626,1.092,-1.203,-0.354,1.096,0.3767,-0.8735,0.524,-0.5503,0.2214
1.191,1.711,0.761,1.256,1.184,0.541,-0.799,0.1838,-0.887,1.115,-1.061,0.663,0.275,-0.2089,-1.426
0.1395,-0.2896,-0.1989,0.632,0.2854,1.691,-0.9556,-0.3667,-0.8564,0.6387,-0.903,-0.8774,0.9067,1.557,-0.667
0.7783,-0.282,-0.3352,0.1771,0.1874,0.9844,0.5586,0.3452,-1.04,-0.3186,-0.1044,0.6206,0.881,0.9585,0.4543
0.1506,-0.3105,-0.973,0.02768,0.5664,-0.8267,0.9688,-1.485,1.39,-0.2384,0.4539,-0.915,-0.562,0.3245,-0.7896
1.587,0.7993,0.8706,1.168,-0.631,1.617,-0.746,-1.413,1.035,1.027,-0.1742,0.4438,-0.02873,1.932,1.487
-1.499,-1.008,-0.1002,-1.879,-2.375,-1.549,-1.413,-0.396,-0.1622,-1.086,-1.935,-0.1416,-1.893,-0.933,0.693
1.276,0.2925,-0.1858,1.2705,1.281,-0.2325,-0.7573,1.598,1.514,0.9263,2.418,0.2507,0.7417,1.888,0.12415
0.323,1.505,1.17,0.8745,0.0232,-0.6064,-1.617,1.59,-0.6465,2.129,0.9775,1.11,-1.003,-0.5903,-0.4958
-0.5396,-1.594,-1.6455,0.742,-0.622,-1.382,0.00816,0.595,-0.74,1.171,-0.2211,-0.294,0.3442,-0.6274,-0.07587
0.481,-1.304,-1.163,0.78,-0.2964,0.474,1.723,0.5415,-0.01805,1.332,1.359,1.542,2.084,0.0804,1.625
0.9624,0.9927,1.622,-0.7793,0.2812,0.579,0.3438,1.55,-1.493,0.5977,0.00245,-1.443,0.2498,0.4316,-1.574
0.0961,0.58,0.5474,-0.0666,-0.4817,-1.062,-1.059,1.392,-0.203,1.731,-0.7783,0.2917,-0.6943,0.1677,-0.796
-0.6816,-0.2361,0.322,0.1411,-0.1875,-0.1467,0.9385,1.518,-0.3567,0.545,0.04877,0.7593,0.6387,-0.369,-0.9214
