V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
1.193,1.044,1.017,0.808,-0.4536,-1.327,-1.271,-0.309,1.697,-0.1261,-1.065,1.596,-1.319,0.9873,0.9014,-0.165,1.19,0.5376,-0.5317,0.11957
1.058,-1.419,1.684,-0.4536,-1.173,-0.55,-1.124,0.4077,-0.3206,0.1209,-0.7144,-1.359,-1.062,-0.0867,-0.3628,-0.295,0.7817,-1.124,-0.385,-0.736
1.443,0.2471,-1.609,0.4663,0.403,-1.33,1.291,-0.93,-1.391,0.266,0.526,0.09296,-0.7725,-0.1818,0.223,-0.262,1.999,-0.6377,0.006886,-0.681
-1.458,-0.04123,0.807,-1.469,1.275,-0.2803,-1.487,-0.10443,-0.4265,-1.262,-0.993,-1.405,0.517,-0.3157,-1.334,-0.0658,-0.2363,-0.1263,-0.2446,-0.5254
0.3992,1.003,-0.1608,0.0728,0.8193,1.282,0.3662,0.05096,1.662,0.9614,-0.53,2.059,0.2917,1.419,0.0867,-0.3887,-0.3298,-0.7793,-0.165,-0.0396
0.614,-0.1511,0.1403,-1.626,0.09357,-0.8696,-0.9595,-1.409,0.58,1.691,-0.8726,-1.136,2.016,-0.6436,-1.491,-0.2264,0.0512,-0.08014,-0.9844,1.15
-1.318,1.517,0.533,-0.08435,0.03784,0.5576,-0.8193,0.857,0.5835,-1.49,-0.264,0.3682,1.186,-0.5894,-0.11993,-0.41,-0.4014,-0.9575,-0.53,0.03014
0.5083,0.151,-0.5474,-1.62,-0.3452,1.578,-1.402,-1.43,-0.1595,0.04395,-0.6167,0.734,-1.231,-0.2085,-1.627,-0.4534,-0.234,0.3267,-0.4006,-0.5967
1.034,-1.297,0.7095,0.4216,-0.0446,-1.443,1.09,-0.2764,-0.4631,0.2024,0.0567,-0.3213,-1.208,-0.7993,0.4575,-0.5,0.6025,-0.2458,-1.045,-0.2678
0.1561,1.172,0.669,0.0845,-1.099,-1.565,-0.10425,0.4473,0.8975,0.2842,-0.4565,1.251,-1.024,0.324,0.03146,-0.3909,-0.716,-0.8354,-1.078,-0.6294
-1.056,-1.413,0.1359,-0.978,0.561,-0.4146,-1.38,0.198,-1.23,-1.149,-0.8135,-0.6113,0.6777,-0.71,-0.8584,-0.2817,-0.7935,-0.9067,-0.6113,-0.4478
-0.2029,-0.4675,-0.8623,-1.31,-1.464,1.619,-0.642,-0.3672,1.484,1.415,-0.887,1.951,0.932,1.415,-1.305,-0.2551,-0.9517,-0.2307,-0.3022,0.2399
-1.207,0.9014,-0.9316,-0.949,-0.666,-0.829,-1.4,-0.398,-0.111,-1.359,-1.0,-0.7803,0.8833,-0.4895,-1.064,-0.1921,-0.7373,-0.6094,-1.136,-0.3071
-1.238,-1.681,-1.313,1.114,-0.09283,1.711,0.868,0.3762,1.109,0.999,0.2703,2.432,0.0879,2.355,1.291,-0.394,-0.526,1.375,0.617,1.32
0.608,-1.069,1.218,-1.675,0.8564,-0.8535,0.7974,-0.0964,1.067,1.522,-0.1448,-0.5586,1.853,-0.6284,-1.446,-0.437,-0.05267,0.004715,-0.667,0.8574
0.1987,1.541,0.564,-1.414,-0.2323,0.5435,-1.47,0.786,1.537,0.67,-0.338,1.433,-0.4543,0.417,-1.382,-0.465,-0.57,-0.1478,-0.86,-0.757
-0.5093,-1.17,1.684,0.581,-0.8525,1.681,0.4392,-0.285,-1.45,0.3435,-0.4011,2.025,-1.012,1.761,0.5347,-0.4534,-0.906,-0.2693,-0.5137,0.3171
-0.3477,1.632,-1.417,-1.396,1.163,-0.686,0.9087,2.018,1.171,-1.675,2.383,0.761,1.5625,1.776,-1.312,2.408,-0.942,-0.2484,-0.3982,1.205
-1.457,0.05917,-1.671,0.931,0.2876,0.587,0.2041,-1.439,-1.12,0.752,-0.2615,-0.749,-0.5054,-0.4114,0.7397,-0.4895,-0.419,0.204,-0.6084,-0.4683
-0.549,0.623,0.6875,-1.24,-0.8716,-0.6753,1.108,-0.618,-0.5073,-0.7295,0.195,-0.971,-1.108,-0.697,-1.237,-0.3633,-0.9106,-0.6206,-1.005,-0.601
-0.3633,-0.1356,-1.038,-1.552,1.323,0.1361,0.1357,-0.0736,-0.4236,-0.213,-0.6235,-1.545,-0.585,-0.3264,-1.309,-0.3298,-0.931,-0.2023,-0.10565,-0.824
-0.2255,-0.2086,1.008,0.6523,0.568,0.975,1.655,-1.105,0.884,-0.6094,1.066,-0.2388,-0.4922,-0.2937,0.5967,0.1403,-1.022,-0.1225,-0.4902,-0.4514
0.6646,-1.2705,-1.487,-1.213,-0.855,0.778,-0.9023,-0.1339,1.588,-1.567,-0.972,0.593,1.453,0.0795,-1.145,-0.1874,0.2913,-0.4644,-0.608,0.2776
0.877,0.194,-0.5234,1.151,0.6436,-0.923,0.9697,-0.8687,0.3215,0.0934,0.006687,-1.067,-1.268,-0.749,1.052,-0.537,0.5225,1.141,0.2996,0.01119
0.6694,0.964,0.82,-1.077,-0.2861,1.616,-0.1459,-0.5186,-1.638,-1.472,-0.8647,2.805,1.126,2.986,-1.12,-0.2179,0.09796,-0.6167,-0.4954,2.15
-1.498,1.206,-1.441,-0.9424,1.191,1.049,-0.09393,1.107,-0.5264,1.641,0.1143,0.597,1.893,-0.1058,-1.088,-0.415,-0.175,-0.647,0.1583,0.8555
1.452,1.078,0.658,0.9277,-0.6484,0.4514,1.524,-0.1731,1.559,-0.567,0.942,0.715,-1.071,0.04477,0.9536,0.1206,2.055,0.5933,0.487,-0.2318
-1.122,0.563,1.059,0.7656,-0.1781,0.1782,-0.1904,-0.969,-0.275,-1.235,-0.744,-1.217,0.655,-0.409,0.6426,-0.3381,-0.712,0.02147,-0.8657,-0.0719
-0.8135,1.333,0.04968,1.208,0.629,-0.8105,0.597,0.723,-1.3545,-1.47,0.2434,0.466,0.835,-0.4155,1.127,-0.3787,-0.858,1.09,0.0393,0.3022
-0.9736,1.284,-1.362,-1.316,-1.174,-0.0641,1.399,0.932,-0.1641,-1.61,1.465,-0.6187,1.629,0.2218,-1.356,0.7153,-0.6455,-0.156,-0.8813,0.557
0.991,-1.586,-0.3975,1.091,0.3103,0.4092,0.675,0.3394,-1.457,-0.9053,0.06415,-0.05902,-0.2874,-0.7764,0.876,-0.4487,0.741,0.525,-0.2463,-0.308
0.8335,-0.2903,-0.5244,-1.551,-0.736,-1.179,-0.1115,-1.212,1.592,-1.581,-0.6313,0.2202,1.572,-0.5977,-1.505,-0.3574,0.3774,0.05692,-1.069,0.5234
-1.777,-1.333,1.577,-0.10443,-1.064,1.538,1.559,0.1216,-1.351,-1.659,0.8916,1.611,1.806,1.366,-0.1761,0.00579,0.1748,-0.893,-0.337,1.272
0.202,-1.216,0.7197,1.22,-0.4072,0.9663,1.574,-0.3862,-0.03162,0.524,0.9673,-0.4148,-0.4966,-0.4163,1.218,0.09705,-0.6587,1.32,0.3145,-0.1838
-1.339,-0.4888,-0.3645,1.552,1.277,0.4226,0.3496,-0.02592,0.1277,1.022,-0.423,-1.365,0.627,-0.558,1.588,-0.548,-0.4866,2.35,2.898,0.415
-0.583,-1.04,1.447,1.568,1.095,-0.215,1.219,0.3435,0.4177,-0.0915,0.6025,-1.339,-1.155,-0.1919,1.775,-0.224,-0.969,2.986,4.203,0.3804
0.6094,1.486,0.546,0.188,0.638,-1.022,-0.2075,1.192,-1.017,-0.1051,0.2314,0.6357,-1.103,-0.2744,0.2603,-0.5156,-0.0995,-0.6987,-0.812,-0.517
-1.0205,0.934,1.023,-1.059,1.626,0.965,-1.621,1.299,-0.781,-1.27,0.3855,0.1937,0.7524,-0.3918,-1.152,-0.1517,-0.824,-0.5977,0.545,-0.4314
1.008,1.327,-1.448,0.3428,0.1708,-1.35,0.31,0.432,-0.3582,0.04587,-0.3608,0.3909,-1.108,-0.257,0.2391,-0.3706,0.8027,-0.666,-0.7285,-0.547
1.097,-1.491,1.279,0.4272,0.4685,-1.189,-1.207,0.252,1.748,0.06836,-0.8228,0.968,-0.918,0.3088,0.341,-0.2502,0.987,-0.5415,-0.6606,-0.56
-1.695,0.515,-1.049,-1.638,1.474,1.704,0.6475,0.4944,0.5747,-1.328,0.1299,1.521,0.347,0.7163,-1.731,-0.436,0.11926,0.4656,0.7246,-0.371
-1.707,0.4019,0.03622,-1.206,-0.9834,-1.316,1.446,-0.869,1.009,-0.8096,0.6523,0.0573,-0.2642,-0.5884,-1.258,-0.2069,0.0819,-0.4856,-1.16,-0.8276
-0.813,-0.6733,-0.1792,-0.00814,0.865,1.393,1.32,-0.5044,-0.756,0.3682,0.562,0.3052,-0.783,-0.4868,0.02254,-0.1985,-0.936,-0.9746,0.09344,-0.761
1.126,0.4666,0.1431,-1.717,-0.935,0.9053,-1.329,-0.869,1.218,0.2363,-0.9604,0.3381,-0.968,-0.4553,-1.553,-0.1765,1.057,0.04996,-0.308,-0.6846
-1.112,0.598,1.464,-0.3906,0.2239,0.2018,-1.255,-0.89,-0.722,-0.539,-0.945,-0.924,-1.275,-0.3206,-0.5073,-0.1675,-0.761,-1.166,-0.4873,-0.5894
