V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.424,0.2208,-0.0844,0.1809,-1.323,0.59,0.5483,1.44,-1.034,-1.03,0.552,-0.003262,0.587,-0.473,-0.1362
-1.639,0.192,1.184,0.0625,-0.84,-1.48,0.0955,-1.032,0.2006,-0.5854,-1.627,-2.727,1.054,0.3762,-0.08887
0.8394,1.336,1.343,-0.618,-1.396,-1.718,1.464,-1.257,-1.5205,-0.33,-0.906,0.7354,1.524,-0.4604,0.4907
0.2052,-0.963,-1.189,0.512,-0.2194,0.6167,1.104,0.274,-1.237,-0.596,0.261,-0.923,0.6313,-0.568,0.2142
-1.708,1.045,1.287,-0.02187,0.728,0.5166,-1.179,-0.7476,-1.465,-0.8086,0.04572,-0.413,0.4673,-1.373,1.253
-1.673,-1.491,1.407,0.01653,1.627,2.213,-0.9385,-0.817,-0.04453,-0.2744,-0.5073,0.759,1.309,-0.7427,-1.281
0.8975,-1.184,-0.562,-0.595,-1.608,1.84,1.186,-0.696,1.388,1.287,0.4375,-0.633,0.6924,0.589,0.1074
0.2041,-1.022,0.1283,0.3667,-0.8228,-0.2764,-1.632,-0.05386,1.099,2.133,0.1337,0.881,1.098,0.541,-0.8467
-1.051,0.2761,-0.992,0.7905,-1.65,1.842,-1.5625,-0.4575,0.664,1.272,-0.253,0.2512,-1.329,-0.5264,0.0957
-1.247,-0.3777,1.625,0.5386,0.1005,-0.588,-1.032,-0.7935,-1.011,-0.8276,1.125,1.853,-0.2037,-1.039,0.8506
-0.791,-1.043,1.644,1.213,-0.1556,-0.9204,0.7837,0.00826,1.566,1.133,0.3303,0.959,-1.007,-0.4297,1.393
-0.575,0.62,0.3552,1.073,-0.3914,-0.807,-0.1389,0.0643,-0.528,-1.301,0.7573,1.378,-1.461,-1.543,0.678
1.672,0.0008593,-0.669,-2.273,-0.886,1.147,1.751,-3.58,0.6167,1.06,-0.5083,-1.213,1.576,-0.99,-0.495
1.181,1.341,1.526,-1.169,1.244,1.874,-0.12146,1.674,0.267,-0.4539,-1.878,-0.959,1.278,0.7456,1.082
-0.836,0.1731,-0.2404,0.967,-1.079,0.69,-0.9614,-0.7407,-0.3364,-0.5405,0.678,0.294,-1.4,-1.828,-1.279
-1.181,-1.161,-0.3616,0.661,0.922,-0.264,-1.228,-0.7095,-0.3796,-0.586,0.9243,0.6357,-0.28,-1.231,0.2568
-1.532,-0.03412,1.484,0.1919,1.135,1.6,-0.0508,-1.699,-0.449,-1.357,0.7573,-1.255,0.4934,-0.6436,-0.7837
1.731,-0.835,-0.5996,-2.406,-1.568,1.706,-0.1846,0.9204,1.84,1.108,0.2773,-0.2412,0.3003,-0.005386,0.6895
0.4927,-1.815,0.4172,-0.1764,0.1569,-0.855,-0.9194,0.09875,-1.502,-0.9463,-0.8506,1.582,0.4365,-0.08734,2.074
-0.1492,-1.498,1.149,0.3918,1.239,1.433,0.2081,0.4763,1.592,1.074,0.04584,-0.1864,1.341,0.1942,0.3694
-0.0391,0.799,-0.3555,0.3337,0.9224,-0.2598,0.01944,0.8276,-0.09155,-1.071,0.01295,-0.918,-0.05588,0.654,-0.4167
0.1482,1.486,-1.24,0.4995,-1.515,1.524,0.6743,1.123,-1.232,-0.732,0.6426,0.983,-0.5044,0.013054,0.04944
-0.9,0.9785,1.609,0.8384,0.88,1.164,0.12317,-0.691,1.05,0.7925,-1.038,0.351,-0.3057,0.3152,-0.261
0.6904,0.2316,1.002,-0.388,0.777,0.2751,0.8086,1.056,1.105,1.007,-0.5215,-0.2346,1.11,1.258,-1.001
-0.4983,0.636,-0.08795,0.9194,-0.4575,0.256,-0.4133,-0.10486,1.43,1.343,0.3694,0.8296,-1.037,-0.733,1.298
-0.669,0.2252,-1.169,0.9565,-1.598,1.621,-1.839,-0.706,0.4807,1.176,-0.238,0.728,-1.712,-0.03058,-0.8394
0.521,0.2666,-1.546,-0.3684,1.242,-0.266,-0.4968,1.25,-0.00979,-0.624,-0.727,-1.21,0.817,2.016,-0.6597
-1.284,-1.546,0.5737,0.4602,0.7646,-0.4033,-1.82,-0.09454,-0.972,-0.712,1.33,0.3035,-0.06223,0.2505,1.063
0.882,0.4602,0.876,-0.474,-0.3296,-1.405,-0.8394,1.089,1.647,1.373,0.6675,3.068,1.08,0.566,0.5615
-0.05563,-0.4797,-1.023,0.6216,-0.1787,0.773,-1.297,-0.6177,-0.3872,-0.2761,0.872,0.0637,-0.0996,-0.982,-1.041
-1.388,-0.755,-0.1506,0.3965,-0.3364,0.2659,0.11804,-1.078,-1.585,-1.205,-0.8057,-0.0654,0.554,-0.286,-0.3474
-1.485,-1.105,1.508,0.2507,-1.519,-1.56,-0.03247,-1.316,1.821,1.017,0.02005,-0.3372,1.448,2.164,-0.701
0.4456,0.01614,-0.918,0.02153,0.2942,0.9365,-0.416,1.303,1.278,1.305,0.3948,-0.6836,1.172,-0.1602,-1.074
-0.7437,-1.244,0.33,1.258,0.82,-0.5527,-0.352,-0.2302,-1.492,-1.388,-0.4475,1.479,0.3916,-0.7817,2.205
0.276,-1.702,-0.702,0.3035,0.1855,1.096,0.7427,1.146,-1.32,-1.011,0.1309,0.8125,1.332,-0.528,0.5396
-1.681,0.5005,-1.12,0.02594,-1.001,0.8477,-0.849,-0.6875,-1.064,-0.9966,0.8184,-1.03,0.1735,-1.389,-0.456
-1.517,1.534,0.3987,0.2086,-1.196,-0.548,-0.6045,-0.2358,0.2522,-0.245,-2.016,0.51,0.631,0.0555,-1.708
0.8325,-0.58,-0.4873,-0.479,-0.07306,0.93,-1.537,-0.1913,-0.752,-0.8647,1.338,-0.797,-0.8867,-1.155,0.0458
1.122,-0.862,-0.684,-0.933,-0.7344,0.8574,1.517,-2.121,1.36,1.504,0.6055,0.286,0.3262,-0.1556,1.123
-0.9473,-1.26,-1.104,0.9873,0.7485,0.528,-1.237,-0.6943,0.802,1.639,-0.052,1.094,0.121,-0.5176,0.3818
-0.777,0.826,0.8755,1.305,-0.107,-1.495,-0.4695,-0.2988,0.3643,0.00829,-1.858,-1.165,0.2103,0.973,0.1814
1.031,1.581,-0.793,-0.8594,0.9775,-0.0953,1.434,-1.448,0.566,0.7744,-0.8975,0.4348,1.946,0.648,-0.8633
-0.4626,0.1196,1.406,1.212,0.882,0.958,0.8364,-0.1702,-0.6157,-0.6816,1.495,-0.549,-1.65,-0.7373,0.3022
0.141,-0.5684,-0.547,0.504,0.845,-0.07904,-0.04584,1.013,-1.056,-1.31,0.6455,-1.419,0.1246,0.7383,0.2913
-0.9336,-0.1257,-1.089,0.96,-1.32,1.281,-0.5137,-0.3337,-1.106,-1.05,0.6367,-1.042,-1.4375,-1.904,-0.3516
-0.554,-1.522,0.8457,1.035,1.106,0.5874,-0.8955,-0.6865,0.918,1.17,0.05286,1.031,0.314,-0.5293,0.7617
-0.6777,-0.503,-1.441,1.203,-1.469,1.101,-1.153,-0.6216,-0.05154,-0.05493,-1.061,0.775,-0.766,0.392,-1.352
-0.6646,-1.086,-0.5454,1.193,0.4233,0.8584,1.361,-0.4575,-1.099,-0.581,0.9883,-1.2295,-1.21,-1.449,0.2185
-0.07776,-1.712,0.4006,0.6113,1.001,-0.497,0.663,1.091,0.2878,-0.0543,-1.939,-0.545,-1.684,0.0939,-1.732
1.668,0.896,-1.355,-2.29,1.3125,-0.587,-0.3447,0.851,-0.724,-1.2295,1.114,-0.2815,0.0359,0.9883,0.3877
-1.159,-0.0425,0.01207,0.6323,-1.182,0.2056,0.6943,-0.423,-0.8345,-0.8784,1.549,-0.2357,-1.497,-0.6216,0.5444
-1.502,-1.776,-1.266,0.2274,0.8174,0.3003,-0.9873,-0.9,-0.259,-0.365,0.2874,0.5757,1.219,-0.1296,-1.231
1.522,1.336,0.1707,-1.934,1.567,-0.2996,0.2593,1.089,0.921,0.646,-1.217,0.4077,1.218,0.95,-1.359
0.8706,1.462,0.007275,-0.5474,-1.136,0.1622,-0.0018015,1.585,0.00597,-0.9385,-0.478,-1.105,1.572,1.542,-0.749
0.1752,-0.9976,-1.688,0.0742,-1.126,0.1888,1.221,-0.0572,0.8013,1.105,-0.2081,0.4597,1.577,-0.2352,0.511
0.2913,-1.727,-0.6353,0.0763,1.319,-0.9487,1.088,0.3477,-1.291,-0.5093,0.3765,1.105,1.134,0.369,1.08
1.009,-0.862,0.4683,-0.792,0.557,-0.6377,0.8447,0.704,1.305,1.192,0.2245,1.672,1.515,-0.282,0.637
-1.033,-0.1311,-1.082,0.7725,-0.619,0.7153,-0.1459,-0.569,0.0807,-0.7676,-0.7505,0.678,-1.05,-0.94,-1.236
1.227,0.6323,1.1455,-1.22,-1.372,-1.708,0.503,1.311,0.3132,-0.3196,-2.193,0.256,0.2467,0.05563,-1.812
0.6733,-0.6963,1.244,-0.1752,-1.462,-1.699,-0.1958,1.3545,0.3887,-0.161,-2.066,0.0905,-0.2893,0.367,-1.551
-1.369,0.567,1.549,0.4387,1.803,2.334,-1.172,-0.8193,-0.381,-0.3528,0.9263,0.363,-0.2283,-0.882,-0.09625
1.692,-0.1538,0.1947,-2.309,0.0672,-0.5044,-0.879,0.2391,-0.725,-0.851,1.373,0.4077,1.509,0.7964,0.803
-1.149,0.1649,1.596,0.742,1.257,1.87,-1.792,-0.1807,0.358,1.118,-0.6895,0.779,-1.307,0.1727,-1.541
-0.617,-0.1566,1.013,1.06,1.017,0.6997,1.734,-1.262,0.2197,0.2542,-0.9653,0.626,-1.233,0.3528,-0.6274
0.412,0.916,-0.2065,-0.3394,0.8477,-0.2568,-1.323,0.0309,0.4116,1.242,-0.3708,0.3135,1.0205,-0.2512,-0.7183
-0.1158,0.534,-0.1652,0.7695,0.6523,-0.02664,-1.62,-1.539,1.381,1.978,0.6353,0.7695,-0.754,0.7705,-0.58
-1.195,1.612,0.3022,0.7656,-1.427,-0.1442,0.5737,-1.186,1.751,1.034,0.2227,0.687,0.1808,0.0803,0.0454
1.12,1.122,0.894,-0.961,0.4856,-0.2054,-1.224,0.3022,1.144,1.818,0.3518,0.7686,0.896,0.4202,0.2556
-1.132,0.9443,0.4832,0.7153,-0.000598,-0.8477,-0.271,-0.494,-0.09875,-0.97,-0.02534,0.66,-0.2041,-2.684,0.643
1.478,0.557,0.357,-1.818,-0.537,-0.6724,-0.1747,1.283,-1.352,-1.252,0.1925,-1.386,1.583,1.141,0.1631
-1.176,-0.1461,-1.063,0.629,0.7974,0.4023,-0.02774,-0.556,0.05438,-0.8438,-0.7236,0.582,-0.93,-1.1,-1.245
-0.603,0.1956,1.168,1.045,-1.036,-1.453,-0.8735,-0.677,-1.061,-0.966,1.122,1.479,-1.342,-0.4536,0.922
-0.743,1.009,0.08136,1.097,-0.9043,-0.1606,1.501,-0.5063,0.6924,1.063,-0.2405,0.7983,0.0901,-0.1808,-0.0648
1.603,0.7896,0.389,-2.137,0.08325,-0.8247,-0.5386,1.026,-1.584,-0.661,-0.644,-0.815,1.179,2.143,1.021
-0.5254,1.008,-0.705,1.215,-1.389,1.638,0.8384,-0.2156,-0.1769,-0.826,0.2367,1.064,-0.559,-1.741,0.7173
-0.587,0.8057,0.6787,1.093,-1.412,-1.13,-1.755,-0.3418,1.192,1.858,0.4475,-0.978,-1.126,-0.9785,-0.3828
-1.417,0.8057,-0.3984,0.336,1.474,-1.204,0.2057,-1.169,-1.577,-1.334,-0.673,1.356,-0.5728,-1.791,0.9497
-0.6436,-0.4348,-1.498,1.265,0.8486,0.2294,0.10425,-0.1417,0.5312,-0.00671,-2.85,0.4128,0.4507,-0.548,0.06107
0.5483,-1.69,1.683,-0.2078,0.972,1.396,-1.818,-0.69,1.819,1.423,0.706,-0.1837,0.893,0.1937,1.066
0.1804,1.206,1.228,0.43,0.806,0.7085,1.192,-0.002605,-0.2145,-0.6177,0.2505,-0.4521,0.227,-1.291,-1.626
-0.4836,1.542,0.8994,1.019,-1.363,-1.363,-0.4858,-0.1792,-0.4927,-1.105,1.012,1.46,-1.286,-0.7583,1.259
-1.241,0.885,-0.4565,0.5967,1.364,-1.119,-0.465,-0.2744,-0.007404,-0.6396,-0.5996,0.3423,-0.5425,-1.086,-1.289
0.321,0.7607,0.1294,0.2448,0.0712,-0.3113,-0.921,0.09534,-1.587,-0.9043,-1.14,0.4578,-0.3564,0.5947,-0.1282
-1.372,-0.148,-1.254,0.423,-0.661,0.2546,0.543,-0.9585,-0.0773,-0.8013,-0.2632,0.772,-0.354,-2.312,-0.10986
0.749,-0.5186,0.996,-0.4324,0.06003,-0.7295,1.67,-1.678,-0.006275,-0.2603,-1.042,-1.34,0.4312,0.4983,0.97
-0.8345,-0.691,1.144,0.9526,-0.4055,-1.872,1.139,-0.785,-0.6724,-0.7163,1.562,-0.9146,-1.608,-0.3337,0.1077
1.35,1.127,-0.05685,-1.567,-0.2761,0.1095,-1.531,0.1148,1.152,1.953,0.2917,0.4883,0.2174,0.1207,1.125
-1.196,-0.013985,1.244,0.63,-1.045,-1.7295,-1.729,-0.2869,-0.7964,-0.77,1.494,1.144,-0.7983,-0.12384,1.212
-0.6416,1.247,1.256,1.133,0.2163,-0.3289,-0.3772,-0.3599,-1.334,-0.952,0.1276,1.334,-0.03366,-1.215,1.978
1.322,-0.7803,1.119,-1.426,-1.37,-1.697,-0.708,1.246,0.3892,0.2927,-1.927,-0.0636,-1.41,0.4602,-1.335
-1.187,0.6675,-0.6157,0.6284,0.738,0.359,0.461,-0.7256,-1.253,-1.045,0.6313,-0.2656,-0.4543,-3.379,-1.504
0.951,-0.505,0.72,-0.7124,-0.4922,-1.416,-0.602,2.123,-0.7246,-1.028,1.306,-1.072,-1.021,0.9126,-1.143
0.5737,-0.1225,0.8823,-0.2932,-0.2722,-0.8433,-0.829,0.828,-0.2542,-0.4246,0.651,0.1982,1.171,-0.1566,-0.05832
1.151,-1.681,1.76,-1.014,-1.514,-1.312,1.224,-0.8853,-1.286,-0.462,0.1329,1.816,0.717,-0.9272,1.912
-1.323,1.55,-1.134,0.4888,-0.745,0.9106,-1.005,-0.594,1.1045,1.215,-0.01668,0.403,0.6304,-0.3914,1.387
1.668,1.337,0.5015,-2.252,1.589,0.61,-0.03323,0.6577,-1.234,-1.207,0.3406,-0.8066,-0.894,-0.1362,-0.03217
-0.1009,1.14,-1.572,0.8267,-1.314,0.6226,-1.056,-0.6084,0.389,0.776,-0.736,0.9146,-0.04266,0.1543,-1.136
