V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
1.541,0.8076,0.461,-0.65,2.172,-1.557,2.275,-0.689,-0.3342,-0.441,-0.3147,-0.1453,-0.4192,-0.03192,-0.02055
0.3315,0.6836,0.488,0.902,-0.5156,0.03333,-1.047,0.1217,-0.3362,-0.4768,-0.3992,-0.2067,-0.3806,-0.2477,-0.231
-0.39,0.4858,-0.1948,-1.366,-0.996,-0.1343,-1.247,-0.8833,-0.667,-0.734,-0.244,-0.1827,-0.5137,-0.3118,-0.2515
1.1875,-1.274,-0.8237,-0.8667,1.057,1.017,0.7993,-0.4263,-0.2052,0.011154,-0.3547,-0.4846,0.1788,-0.1436,-0.1475
1.402,-0.6646,-0.6807,0.7866,1.846,1.742,3.195,0.586,-0.489,1.133,-0.2844,0.1761,0.7627,-0.01393,-0.011345
1.54,0.16,-0.332,0.1593,2.342,-1.683,2.783,-0.7983,-0.58,-0.4688,-0.2627,-0.289,-0.506,-0.07135,0.003342
0.6665,0.9604,0.988,0.594,0.3645,0.3118,-0.4705,0.5527,0.0868,-0.2012,-0.3718,-0.056,-0.1959,-0.176,-0.1635
1.643,-1.002,-0.6816,1.717,2.404,1.491,3.416,1.015,-0.467,1.066,-0.2935,0.1066,0.6475,0.0471,0.0705
0.7627,0.0829,-0.2266,0.7417,0.3486,1.188,0.6016,0.3774,-0.627,0.3782,-0.266,-0.1209,0.2128,-0.2041,-0.1838
0.8384,-0.949,-1.052,1.333,0.157,-1.055,-0.3418,-0.362,0.03473,-0.641,-0.3472,-0.51,-0.594,-0.2382,-0.1858
0.7114,-1.651,-0.8457,1.277,0.1837,1.126,0.1987,0.4268,-0.1788,0.338,-0.3171,-0.4392,0.3462,-0.1755,-0.1951
-0.7583,-0.641,-0.8325,-1.462,-0.843,-1.036,-0.611,-1.25,-0.232,-0.711,-0.2942,-0.513,-0.661,-0.3276,-0.2428
-0.5195,-0.163,-0.6597,1.385,-1.188,0.4182,-0.92,0.009125,-0.4585,-0.342,-0.3628,-0.3123,-0.361,-0.3342,-0.2551
-1.753,-0.4023,-0.4285,-0.1716,0.0715,-0.8623,-0.644,-1.139,-0.701,-0.784,-0.2264,-0.514,-0.6953,-0.1693,-0.1956
0.07306,0.4563,0.01929,0.3442,-0.82,-1.117,-0.6055,-0.697,-0.55,-0.62,-0.255,-0.2057,-0.6626,-0.3025,-0.2375
0.5312,0.4082,0.1578,0.02902,-0.2341,-1.587,0.3237,-0.6787,-0.5713,-0.4438,-0.263,-0.2595,-0.527,-0.2546,-0.2217
-1.417,-0.6733,-0.854,-1.173,-0.641,0.176,-1.028,-0.9443,-0.2666,-0.6367,-0.3777,-0.5005,-0.4683,-0.2532,-0.2434
0.3313,-0.132,-0.4194,0.656,-0.5015,-0.476,-1.071,-0.5503,-0.653,-0.7344,-0.306,-0.392,-0.687,-0.3,-0.2255
1.199,0.1523,-0.1068,-0.617,1.209,-0.564,0.08887,-0.937,-0.692,-0.7905,-0.2219,-0.3826,-0.666,-0.1427,-0.117
-1.325,-1.341,-0.6904,0.4243,-0.587,-0.9253,-0.742,-0.891,-0.4526,-0.8037,-0.352,-0.6636,-0.569,-0.2397,-0.2286
0.4873,1.087,1.052,0.975,-0.1741,1.091,0.2512,1.289,0.12335,0.7847,-0.3435,0.4268,0.4417,-0.10626,-0.1481
-1.434,-0.7183,-0.957,1.714,-0.6763,0.11957,-0.976,0.1927,-0.1982,-0.4785,-0.4038,-0.5244,-0.4614,-0.2384,-0.2205
