V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-0.9077,-0.572,1.235,-1.332,-0.974,0.898,-0.1901,1.536,0.1703,-0.03217,-0.07263,-0.865,-0.849,-0.267,0.1692,-0.004272,-1.421,0.758,0.973,1.422
-1.445,0.5967,0.9834,-0.5825,0.1653,-0.6895,0.7583,-0.357,-1.03,0.7583,-0.07,-1.016,-1.239,-0.0826,-0.3225,0.6924,-1.173,0.4497,0.558,-0.169
-0.6343,0.26,-0.3752,-0.9565,-1.334,0.6245,-0.2993,1.599,0.158,0.2617,-0.12024,-0.2136,-0.745,0.748,1.168,0.09454,0.8975,0.5557,1.1,0.3494
-0.4036,-1.317,-0.6025,-1.091,1.551,1.086,-0.292,0.3552,-0.651,-0.4321,-1.527,-0.3958,2.91,1.206,-0.566,0.001485,1.209,-2.232,-0.1753,0.3743
0.5386,0.2023,0.818,-0.2029,-0.2186,-1.55,-0.2104,1.626,0.364,-0.8643,-0.0334,1.042,-1.18,-1.255,-0.2568,-0.275,-1.007,0.538,0.8237,0.724
-1.713,-1.103,-0.7925,1.16,0.679,0.004715,-0.664,0.589,-0.3965,0.823,-1.683,-1.378,1.087,0.5566,-0.8154,-0.7466,1.158,-1.024,-1.193,-0.1672
0.2367,-1.69,0.0658,-0.1292,1.57,0.5703,-0.1345,1.378,0.4153,1.103,-1.171,0.7466,2.34,0.0276,-0.55,0.1277,-0.08575,-2.113,-1.671,-1.528
1.675,-0.6826,-0.433,-1.072,-0.7456,-1.751,-0.57,-0.6143,-1.276,-1.732,0.3357,-1.307,-0.6494,-0.515,1.03,-0.1378,0.936,0.613,1.691,1.227
1.588,1.453,1.273,0.3538,-1.516,0.2169,-0.1469,0.3833,-0.6943,0.6807,-0.7656,-1.733,-0.452,1.675,0.227,-0.319,-1.197,0.731,-0.7065,-1.583
0.8506,-0.609,-0.916,-0.1232,0.699,-0.186,-1.34,-0.2898,-1.074,1.207,-0.06335,0.376,-0.4187,-0.05176,-1.011,-1.455,1.185,0.7983,0.4126,1.489
-0.05283,0.879,-0.406,0.536,0.5024,1.743,1.073,-0.6133,-1.303,-2.732,0.4065,1.338,-0.7144,-1.589,0.417,1.042,0.8374,0.562,1.354,-0.6597
1.145,1.262,-0.818,-1.223,-0.11017,0.003056,0.3184,-1.624,2.25,1.049,1.614,0.82,-0.645,-0.4075,0.907,0.1941,1.362,0.816,1.569,-0.563
-1.338,-1.423,1.692,1.162,-1.202,1.69,-1.011,0.966,0.6772,-2.531,-1.584,-1.635,0.6406,1.29,-0.16,-1.139,-1.37,-0.342,-1.355,-0.8857
-1.509,-0.777,1.342,0.05914,1.435,0.723,0.8296,1.377,0.5547,0.4043,-0.5093,-1.26,1.297,0.0793,-1.018,0.4934,-1.359,-1.622,-2.244,-0.2164
-0.4602,1.079,-0.607,-1.363,-1.123,1.322,1.561,0.0533,-1.638,-0.736,-0.82,-0.136,-0.52,1.147,1.882,1.686,1.084,0.574,1.207,-0.6074
1.133,0.6367,-0.1733,0.1821,-1.626,1.437,1.415,1.587,0.05548,-1.105,-0.3394,-0.403,-0.7173,0.548,1.691,1.359,0.687,0.601,0.265,-0.2106
0.2878,0.4753,-1.285,-0.8687,1.342,0.04495,-0.9834,1.636,-0.3733,0.9043,-0.203,0.9067,1.34,-1.385,-1.353,-0.9717,1.119,-1.71,-0.05157,0.2747
1.654,0.6367,-0.2354,0.01814,-1.32,0.9097,0.212,1.518,0.1566,0.6123,-0.368,-1.449,-0.9463,1.11,1.609,0.2008,0.634,0.3264,0.5366,-0.02078
0.3997,-1.742,0.3914,-1.526,-1.495,0.8535,-0.79,0.5337,-0.4119,0.4097,-1.966,1.014,0.653,-1.107,0.346,-0.604,-0.4048,-0.417,0.3286,0.5684
-0.0585,0.2832,-0.9263,1.574,0.04187,0.661,-0.791,-1.022,0.35,0.41,1.421,1.968,-0.5605,-1.779,-0.152,-0.6196,1.239,0.7856,1.516,0.507
-0.0837,0.01599,-1.258,-1.132,0.914,-0.7725,-1.764,-0.76,-0.682,0.3625,1.108,1.641,0.831,-1.774,-1.416,-1.518,0.9004,-0.8003,0.9336,1.121
-0.882,-1.164,1.047,-1.39,1.037,0.9473,-0.3484,-1.196,1.144,0.1849,1.106,0.07886,0.939,0.841,-1.798,-0.3342,-1.289,-0.871,-0.941,0.0254
-1.3125,0.2261,-0.4202,-1.095,-0.799,-1.73,-1.557,-1.169,1.5,-1.785,1.537,0.1058,-0.2467,0.6274,0.603,-1.5625,0.947,0.779,0.8257,0.688
0.04102,-0.2502,-1.72,1.529,-0.1171,-1.188,1.016,1.103,-0.04135,-0.2415,-0.2527,1.011,-1.238,-1.851,0.9595,1.106,0.544,0.3127,1.949,0.748
0.879,-1.105,0.5117,0.2122,0.1254,0.1075,-0.2467,-0.8755,-0.3206,1.147,0.729,0.8857,-1.058,-0.93,-0.3696,-0.02066,-0.5684,0.521,0.345,1.188
-0.2319,-1.131,0.3352,0.11774,-0.5967,-0.2717,1.22,-1.495,1.912,0.8486,1.243,1.47,-0.4226,-1.7295,1.263,0.9863,-0.5054,0.7705,0.2474,1.17
-0.742,-0.502,-1.212,1.471,0.8433,-0.6846,0.09216,1.154,0.3848,0.6963,-0.279,-0.377,-0.01435,0.003933,-0.586,0.04514,1.363,0.4604,0.1539,1.322
-0.673,0.9136,0.01333,1.188,1.373,-1.417,0.6914,1.174,0.2512,-0.8975,-0.5054,-0.3645,1.497,0.6533,-0.2415,0.4673,-0.03726,-1.693,-2.184,-1.958
-1.568,1.363,1.358,-1.751,0.0962,-0.543,1.708,-1.18,1.48,0.74,1.723,0.10925,-0.6367,1.4795,-0.2908,1.885,-1.392,0.693,0.4507,-0.4854
1.065,-0.0471,0.716,0.0996,0.01487,-1.1875,0.8438,-1.248,1.292,-0.0385,1.941,1.116,-0.6025,-1.583,0.0912,0.7363,-1.064,0.6353,0.4146,1.213
-1.613,-0.4492,1.678,1.332,0.4521,0.6357,-0.03555,0.2349,-0.781,0.7915,-0.9077,-1.351,-0.1877,0.3337,-1.047,0.1572,-1.439,0.4724,-0.665,0.581
0.1246,-1.527,-1.535,1.159,1.283,-1.071,0.4104,1.236,0.2905,-0.3376,-1.305,0.6094,2.22,-0.1877,-0.4358,0.2192,0.72,-2.066,-1.154,-1.129
0.9976,1.081,0.6426,1.046,0.4692,-0.76,-0.6196,0.935,0.4568,0.7915,-0.779,-0.4004,-0.5254,0.844,-1.338,-0.6787,-0.692,0.4978,-0.6274,-1.33
-0.459,-1.706,-1.678,1.196,1.516,1.672,-0.2295,0.2852,-1.294,-2.52,-1.792,-0.12256,2.951,0.5786,-0.817,0.0812,0.5854,-2.363,-0.9385,-1.534
-1.439,0.3145,-0.768,-0.741,0.4514,1.049,0.862,0.992,0.3865,-0.1494,-0.5815,-1.362,-0.791,-0.2542,0.4392,0.8813,1.096,0.634,1.305,0.2878
-0.4631,0.4226,1.105,-0.2073,-0.4778,-0.7705,-1.167,-0.7817,-0.696,0.4504,0.6143,0.4304,-0.9316,0.8574,-0.762,-1.109,-1.1875,0.5723,-0.2418,-0.2264
1.6875,-0.1469,1.026,-1.674,0.355,-0.983,-0.816,-1.67,2.062,0.192,1.775,-0.0402,-0.554,1.032,-1.584,-0.726,-1.198,0.606,0.3296,1.4
1.314,1.069,1.029,1.628,-1.2295,1.329,0.2098,-0.1958,-1.524,-0.9136,-0.2512,-0.856,-0.8857,-0.2622,0.3704,0.313,-1.132,0.6704,0.2673,-0.71
-1.348,0.7734,-0.6978,-1.433,1.1875,-1.087,-1.596,0.03017,-0.901,0.09875,-0.8,-1.433,1.246,0.7104,-1.204,-1.786,1.281,-1.499,-0.6396,-0.9893
-0.7764,0.05405,-1.034,-0.6445,0.05917,-1.586,0.874,-0.748,-0.6665,-1.726,1.146,0.543,-0.674,-0.2424,0.739,0.838,1.261,0.654,1.012,0.732
-1.748,-1.081,0.6147,-0.6494,0.2045,0.02425,0.6416,0.251,-0.731,0.9688,-1.192,-1.639,-0.2615,1.789,-0.1329,0.8022,-0.828,0.849,-0.248,0.8438
1.136,-0.802,-0.4333,1.562,1.374,-0.872,1.389,1.29,0.122,0.5264,-0.5747,-0.7417,1.416,-0.03522,0.0615,1.507,1.041,-1.821,-1.145,-0.2361
-1.157,-0.9995,0.6235,-0.2722,1.245,-0.06104,1.212,-0.871,0.516,0.9478,0.595,-0.6895,1.24,0.3708,-0.9375,1.181,-0.8667,-1.537,-2.19,-0.2544
-1.056,-1.079,1.586,1.15,0.5005,-0.4058,-0.5923,-1.336,1.848,1.648,1.293,-0.03137,-0.1398,0.9727,-1.522,-0.5425,-1.358,0.6274,-0.8467,-0.01188
-1.546,0.3267,-1.727,-1.35,1.467,1.597,0.8267,-0.7524,-0.1495,-2.025,0.9404,-0.4192,1.653,0.3823,-0.2761,0.5396,0.5215,-2.219,-0.699,-1.003
-0.2438,-1.135,1.207,-0.02477,-0.3708,-0.273,-0.397,-0.05136,-1.42,1.213,-1.2,-0.037,-0.1488,0.3535,-0.448,-0.2131,-1.43,0.3547,-0.7925,-0.09143
-0.4004,0.5176,-0.553,-1.402,-0.986,-1.557,-1.264,0.783,-0.3674,-1.287,-0.784,-0.131,-0.625,0.9863,0.7495,-1.496,1.043,0.746,1.16,0.014366
-1.367,0.475,0.3918,-0.295,0.0654,-0.0588,0.3855,-1.27,1.562,1.283,1.658,0.0888,-0.5093,0.3123,0.2612,0.608,-0.534,0.7534,-0.3633,-0.3447
-0.6133,-1.019,0.07666,0.07513,-0.04062,-0.605,0.671,-1.165,1.074,1.022,1.122,0.3462,-0.8496,0.5967,0.8535,0.6973,0.10834,0.7676,0.0388,1.161
-0.6665,-1.628,-0.733,1.449,-1.025,0.4382,-0.2203,1.441,-0.1248,0.966,-1.207,-1.065,0.10516,-0.282,1.299,0.1549,1.238,0.3145,0.1976,0.4978
0.874,0.939,0.8594,-1.324,-1.13,1.27,-1.196,0.8994,0.337,-0.8433,-0.946,-0.2311,-0.2756,1.423,-0.1973,-1.297,-1.125,0.7075,0.0981,-0.5415
0.9775,0.8184,0.2825,-1.629,-0.3376,-1.207,0.914,0.6997,-0.0715,-0.3538,-0.9443,-0.3162,-0.499,1.276,1.004,0.7573,-0.3853,0.578,0.4177,-0.2812
0.6567,0.1392,0.1265,0.4688,-1.435,1.09,0.785,-0.761,-0.811,-0.4993,0.837,1.137,-0.4976,-1.5205,1.524,0.516,-0.05814,0.6187,0.372,0.8354
0.1445,1.199,-0.4182,-0.07733,0.6816,-0.2622,-0.8115,-1.662,2.117,1.033,1.658,2.191,0.3147,-1.495,-0.7656,-0.522,1.023,0.25,0.818,-0.588
-0.9224,1.254,-1.763,0.04813,1.266,1.4795,-1.328,0.2786,-1.042,-1.649,-0.8457,-0.949,1.506,-0.5254,-1.231,-1.45,0.4866,-1.597,-1.256,-2.146
0.3215,1.357,-0.647,1.19,-1.511,0.58,1.026,0.2737,-1.182,0.4731,-0.5117,0.8125,-0.754,-1.14,1.899,0.947,1.207,0.7656,1.179,-0.7075
-0.775,0.7666,0.7188,-0.5957,1.519,0.8066,-1.368,-0.9937,0.3984,0.3083,1.039,0.3577,1.932,0.758,-1.954,-1.336,-0.907,-2.127,-1.964,-2.459
1.486,1.561,-0.2766,-1.704,0.419,0.05762,-0.593,-0.0588,-1.377,1.151,-0.04065,-1.301,-1.019,-0.1252,-0.3652,-0.3425,0.748,0.6113,1.813,-0.7466
-0.9277,-1.304,0.1475,0.6763,1.408,-0.05927,0.606,-0.3274,-1.312,0.564,-0.6895,-1.002,1.525,-0.10284,-0.321,0.42,-0.1272,-1.707,-2.086,-0.7065
-0.253,0.97,-1.376,1.127,-0.411,1.313,1.281,1.559,-0.0764,-1.118,-0.3062,0.3755,-1.138,0.7437,1.25,0.862,1.087,0.4165,0.649,-0.511
0.2803,1.452,-0.9316,0.2454,-0.6426,1.501,-0.6226,-1.171,1.044,-1.042,1.749,2.42,-0.3665,-1.917,0.68,-0.317,1.188,0.8135,0.9595,-0.3142
