V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0.8853,-0.76,0.748,1.092,0.6445,-1.519,0.5093,-0.1373,-0.73,-0.2106,1.18,-1.295,-1.269,0.4333,0.02776,1.218,-0.7427,0.4043,1.2295,1.4375
-0.6514,1.15,-0.2954,-0.8325,1.027,-1.241,0.944,0.3662,1.027,0.635,1.239,0.3884,-0.315,-0.655,-1.045,0.0796,0.2507,0.3792,0.415,-1.302
-1.66,0.6606,-1.618,-1.3955,0.6743,-0.895,0.7993,-0.6284,0.8213,-0.6035,0.87,0.995,-0.10406,0.447,-0.4631,0.02048,-0.534,-0.577,-0.1687,0.04303
-0.157,-0.4888,0.8965,0.11285,-0.2686,-0.671,-0.761,-1.083,-0.874,-0.947,0.123,-0.591,-0.4976,0.9497,1.034,0.1276,-1.612,-0.6875,0.441,0.0908
0.3257,-0.767,1.545,0.9194,0.2888,-0.3135,0.3296,-0.1953,-0.6597,-0.3274,-1.304,-1.006,-0.703,-0.076,-0.0526,0.828,-0.1489,-0.2515,0.1636,0.4592
1.477,1.714,-0.3562,0.83,0.86,-0.1715,0.959,2.084,-0.04962,2.01,-1.144,-1.261,-1.069,-0.149,-1.873,1.286,1.567,0.7866,-0.1693,-0.9385
1.127,-0.408,-0.1562,0.7944,-0.3105,0.8506,-0.2634,-0.9243,1.173,-1.089,-0.8164,0.319,0.3018,1.411,1.991,-0.2944,0.5767,-0.3025,-0.401,-1.592
0.927,0.8765,0.4355,1.009,0.5503,1.337,0.3562,-0.107,-0.03378,-0.2588,-1.284,-0.54,0.00549,-0.1808,-0.9775,0.192,1.707,0.1528,-0.5425,-1.276
-1.32,1.766,-1.36,-1.521,-1.236,1.257,-0.7676,2.521,-0.5254,1.625,0.4128,-1.53,2.053,-0.9165,-1.231,-1.965,1.733,1.512,-0.9673,-1.536
1.623,1.437,-0.4487,0.7856,0.3618,-1.218,0.4375,1.137,0.605,1.352,-1.445,0.4497,-1.866,-1.483,-1.528,1.43,1.989,1.279,0.0933,-0.673
0.5166,1.44,1.184,1.033,1.526,0.6016,1.84,1.289,-1.689,1.379,-1.47,2.436,-0.2773,-1.31,-1.441,0.1803,1.701,-1.066,-0.4915,-1.104
0.9824,0.4194,0.545,1.146,-1.381,-0.85,-0.6484,-1.139,-0.3894,-1.04,0.05173,-1.607,-1.42,1.005,0.979,1.343,-1.16,0.546,0.116,1.149
0.0616,0.68,1.311,0.4763,-1.038,1.021,-1.175,-0.6357,-0.8657,-1.196,-1.253,-1.135,0.7275,0.9033,0.3743,-0.518,0.294,-0.3474,-2.037,0.006847
-0.1786,1.42,0.906,0.02933,0.007355,-0.4446,-0.1597,1.253,-1.589,1.465,0.884,2.426,-0.66,-1.336,-1.431,0.973,0.1771,0.2163,0.95,-0.592
0.3767,0.3247,1.137,0.7217,1.679,-0.1547,2.014,-1.252,-0.9644,-1.254,-1.271,-0.532,-0.557,1.167,1.264,0.695,-0.634,-0.8853,-0.06143,0.787
-0.4216,-0.847,0.4883,-0.3425,-0.10046,0.4604,-0.2275,-0.1765,-0.2161,-0.4622,0.3315,-1.555,0.7266,0.1975,-0.06854,-0.3647,-0.981,-1.717,-1.361,1.476
-1.171,-0.838,-1.416,-1.284,0.3496,1.786,0.1486,0.2018,0.9155,0.05304,1.405,0.4194,1.677,0.58,0.3188,-2.22,-0.4502,1.081,-0.209,0.0631
0.521,-0.13,1.106,0.99,-0.9805,1.22,-1.23,-1.149,-1.076,-1.337,-1.15,-0.446,0.3452,1.331,1.792,-0.2756,0.7437,0.553,-0.514,-1.649
-0.3213,1.765,0.7227,-0.1282,-0.865,1.062,-1.469,1.786,-1.677,1.088,-0.1652,2.746,0.7227,-0.8604,-1.444,-0.548,1.653,-0.1703,-0.567,-1.907
-0.592,-0.8857,0.0698,-0.6367,-0.907,-1.168,-1.513,0.2751,0.543,-0.4675,0.1431,0.5166,-0.6475,-0.07983,-0.1676,0.884,-0.5874,0.2083,1.263,0.9106
-1.55,-0.846,-1.584,-1.456,-1.479,-0.7905,-0.455,0.1814,0.789,0.0885,1.078,0.5405,0.1826,-0.4321,-0.003748,-0.0974,-1.268,-0.364,0.2805,0.203
0.4414,0.627,1.468,1.067,1.17,-0.3342,1.241,-0.7676,-0.8325,-0.5083,-0.705,-1.07,-0.839,0.865,0.4224,0.96,-0.7803,-0.581,-0.3926,1.334
-0.2217,-1.191,0.8877,-0.04422,0.616,0.3674,0.181,0.829,-1.314,0.9473,-1.481,1.206,0.4507,-1.943,-0.3145,-0.3118,0.4229,-0.8706,-0.7065,-0.2177
-0.9985,1.636,-1.054,-1.259,-0.4014,0.5176,-0.8276,1.78,0.03018,1.691,-1.136,-1.046,1.108,-0.0786,-1.609,-0.953,2.104,-0.5264,-1.867,-1.552
-1.17,1.767,-1.075,-1.327,0.5938,-0.3804,0.7734,1.769,0.2319,2.035,0.3933,-0.2115,0.07367,-0.3777,-1.461,-0.02896,0.1464,-0.3687,0.2389,-1.099
-0.0724,0.749,1.041,0.1311,0.0106,0.3926,-0.3743,-0.3838,-0.8843,-0.5547,-0.305,-1.083,0.528,0.5747,-0.306,-0.4358,0.0567,-1.249,-1.866,0.5547
-1.409,0.2455,-1.367,-1.545,0.5293,0.074,0.2499,-1.444,1.09,-0.979,-0.8784,0.407,1.096,1.089,1.126,-1.0,-0.2744,-0.542,-1.56,0.3904
1.372,1.573,-0.2119,0.9756,0.1573,-0.6846,0.1742,1.377,0.2783,1.5205,0.536,-0.1659,-1.729,-1.207,-1.35,1.354,0.59,1.421,1.404,0.2064
1.17,1.264,0.303,1.197,1.274,-0.8525,1.106,1.053,-0.341,1.627,-1.329,-1.499,-1.533,-0.963,-1.223,1.359,1.622,1.185,-0.2988,-0.515
1.305,-1.684,0.05164,1.185,0.0607,-0.277,-0.2588,0.521,0.3093,0.5757,1.245,-0.08264,-1.412,-0.4646,-0.6606,1.505,-0.283,0.1509,3.248,1.1455
0.5615,1.443,0.9897,0.9175,-0.3064,1.284,-0.505,1.398,-1.81,1.583,1.632,3.012,-0.1426,0.3562,-1.657,-0.0165,0.673,0.336,0.0777,-1.845
-0.7197,-0.774,-0.1444,-0.757,-0.8984,-1.095,-1.306,0.06055,1.041,-0.4304,1.135,0.509,-0.137,0.26,-0.008,0.1283,-1.011,-0.4944,0.6675,0.6646
-0.4705,-0.5273,0.3809,-0.478,-0.333,1.272,-0.709,-0.611,0.1385,-0.8247,-0.947,-0.6313,1.017,0.981,1.034,-1.3,0.7935,1.167,-0.9214,-0.738
0.1131,-1.576,1.275,0.565,1.264,0.537,1.158,0.683,-1.453,0.958,0.6646,1.597,-0.04904,-1.676,-0.3928,0.0953,-0.6274,-1.833,1.051,0.879
0.108,1.659,1.303,0.5923,1.172,0.679,0.8086,1.938,-2.209,1.874,-0.5073,3.596,-0.3425,0.3127,-1.605,-0.002235,1.572,-0.7695,-0.2766,-1.753
1.288,-0.849,0.11017,1.19,1.308,0.3025,1.43,0.397,0.4534,0.4702,0.2389,0.1929,-0.7993,-1.212,0.2152,0.654,-1.22,-1.379,1.0205,1.543
1.196,-1.026,0.1011,1.028,-0.911,-1.486,-1.294,0.564,0.3774,0.224,0.0172,0.0931,-1.856,-0.4084,0.02046,1.317,-0.2769,0.697,1.664,1.63
