V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0.874,-1.373,-0.2673,1.237,0.7896,0.0551,1.338,1.704,-0.5576,2.107,-0.4348,0.0834,-0.3005,-0.3877,-0.922,0.4443,-1.163,0.717,0.0903,-0.589
-0.00435,-0.4897,-0.587,1.387,-0.7773,0.89,1.447,1.196,-0.05646,-1.294,-1.538,0.0002321,-0.573,0.3535,-0.775,0.3618,-0.1309,-0.0136,-0.4414,0.3298
-0.357,1.662,0.452,0.014656,-1.548,-0.448,-0.1844,-1.055,-0.396,-1.317,-0.5225,-0.1552,-0.348,-0.4,0.7104,-0.3655,-0.188,0.4553,-0.3757,0.3296
-0.549,0.4312,0.3718,1.193,-0.554,1.44,0.2974,-1.432,0.2231,-0.4524,-0.7104,-3.01,-1.242,-0.984,0.4456,0.616,-1.288,-0.8213,-0.412,0.4712
-0.177,0.0769,1.03,-0.0393,-0.991,-0.9224,1.631,-1.437,0.529,0.0276,0.3254,-0.518,0.2292,-1.704,0.2708,-1.54,-1.38,-0.2988,-0.6104,-0.642
0.814,-1.151,1.863,-1.754,0.475,1.675,0.7485,0.653,2.523,-1.032,-1.62,-0.219,0.2966,0.0913,-0.8677,-0.992,-1.116,-0.1332,0.1647,0.658
0.8433,-0.901,0.4695,-1.165,-1.023,-0.1037,-0.3667,-1.608,2.111,-1.243,1.045,-0.972,1.988,-0.5386,-2.227,-0.5454,-1.063,-1.221,-1.089,-0.11536
-0.3777,-1.529,-1.024,-1.749,-0.8335,1.383,0.7896,-0.06757,-0.8794,-1.01,0.0957,-0.859,-1.085,0.82,1.1455,0.7676,-0.652,-0.1179,-0.3618,0.912
0.9067,0.2128,1.483,0.4678,0.5854,-1.0625,-1.547,-0.529,-0.7603,-0.3926,-0.4546,-0.684,1.275,0.02524,-0.3643,1.091,0.9277,0.2028,0.944,0.636
1.272,-0.1356,1.03,-0.9995,0.06195,0.4167,-0.2937,1.622,0.4453,1.117,-1.92,0.5166,0.7964,-1.027,-0.2563,-1.121,-0.04196,-0.0377,-0.9497,-0.6123
-0.1625,0.811,-1.136,0.1344,1.722,-0.10486,-0.8237,1.054,-1.938,0.3508,-0.4692,-0.526,-1.364,-0.17,0.368,-0.3135,-0.06744,0.1537,-1.477,-1.507
0.1461,-0.9487,0.9326,-1.091,-1.272,0.4307,0.752,-0.835,-0.03836,-1.436,-0.8833,-2.67,-1.064,1.119,-0.775,0.4968,-1.296,-1.474,-0.9814,-0.08026
-0.5005,1.428,-0.11597,-1.53,1.428,1.076,-1.122,-1.559,1.031,-1.807,0.09155,-0.0525,0.521,0.764,-0.5015,0.6367,0.79,-0.5435,-0.05246,0.729
1.005,0.9556,-0.2778,0.6396,-1.426,0.08,1.496,0.0915,0.04663,0.9785,-0.4238,0.8584,-0.769,-0.529,1.5205,0.317,0.9707,2.016,1.642,1.369
0.855,-1.25,0.8936,-0.1719,-0.3638,-0.1121,-1.411,0.352,-0.5522,-1.644,0.3152,0.2303,0.1284,-0.505,1.261,0.3076,-1.352,-0.4485,-0.5854,-1.195
-0.988,-0.4617,0.2585,1.298,0.3882,-0.04166,-0.0465,0.3499,0.338,0.3289,-1.137,-0.3328,-1.783,-0.2917,0.1166,0.4934,-0.794,-0.008545,-0.09753,0.609
-0.48,0.1382,-0.513,-0.6074,1.136,-0.08875,-0.4583,-0.005516,-0.1434,-0.334,-1.593,-0.692,-0.922,0.2893,-1.3545,-0.1573,-1.113,0.2922,-0.978,-0.2954
0.8394,1.722,1.107,0.2727,-0.4468,-1.678,1.1455,0.5977,2.23,1.004,1.167,1.173,2.05,0.463,0.9,-0.3464,1.738,1.514,1.557,-1.345
1.383,1.191,0.11206,-0.675,1.156,-0.8047,-0.8545,0.8257,-0.74,1.182,0.8696,-0.5117,0.6294,-0.799,-0.142,-0.7905,-0.7227,-0.4285,0.375,0.04987
0.692,0.6943,-0.1796,0.8447,1.442,-0.0341,-1.282,0.6704,-0.00828,1.585,-1.505,-0.246,-1.104,-0.396,1.108,-0.3057,0.6533,0.193,0.1017,-0.07446
1.388,-1.373,-0.73,-0.4097,1.731,0.3362,-0.04144,-1.407,-0.2793,-1.024,1.049,-1.578,-0.0157,0.219,0.5454,0.5522,-0.4766,-0.91,0.3801,0.2522
0.5205,0.8857,1.007,-1.501,1.651,-0.10284,0.209,-1.411,-0.3872,0.786,0.5015,-1.147,-0.891,-0.654,-0.4912,-0.6304,-0.6533,-1.169,-0.821,0.7993
1.51,-0.7983,-1.2295,-1.442,0.288,0.0945,1.11,-1.165,-1.014,-0.7236,-0.1526,-0.732,0.6914,0.418,0.3135,-1.039,-1.397,-1.249,-1.976,-1.281
-0.5557,0.4155,1.373,1.675,-1.264,-0.4473,-1.271,0.3965,1.188,1.906,1.579,-0.5356,-1.549,0.53,-1.101,0.9697,-0.04105,-0.3162,0.8394,0.002043
1.172,0.337,-1.37,-1.425,-0.2869,-1.467,0.5854,-0.717,-0.9473,-0.737,1.112,0.5,1.711,-0.507,1.363,-1.208,-0.2551,0.327,-1.009,-1.6875
-1.283,-1.196,1.673,-0.1354,0.8643,-0.758,0.8115,-0.3538,-0.0744,-1.173,0.7466,-0.396,0.2573,0.4727,-0.08966,-0.283,-0.4966,-1.029,0.0874,-0.5493
-0.63,0.471,0.5005,0.00438,-1.065,0.3843,0.815,-1.143,-0.02261,-1.075,-2.162,-1.577,-1.21,-0.2024,-0.51,-0.5034,-1.039,-0.8926,-1.01,-0.721
-1.196,0.9463,-0.291,0.7266,-1.331,0.2742,0.732,-0.9434,0.936,-0.7417,0.3252,-1.418,-0.4158,-1.969,0.0901,0.0451,-1.144,-0.4343,0.5796,0.8516
-0.11053,1.193,-0.2461,-0.73,-1.617,-1.49,-1.178,0.4268,0.8867,1.691,0.5293,0.537,1.751,0.1537,-0.9746,-0.3687,-0.11676,0.276,-0.3489,-1.25
-0.999,-0.4233,0.858,-0.4412,-0.4026,0.0923,0.0821,1.454,-1.751,0.4414,2.143,2.025,0.1495,0.3145,1.743,-0.0696,1.07,-0.6694,0.7056,-0.4363
1.381,-0.7715,0.2593,0.4512,-0.06287,-0.3809,-0.707,-0.8174,1.448,-0.7476,0.873,0.3694,0.7256,-0.8633,-0.7026,-0.2588,-0.555,0.01227,-0.496,-1.21
1.223,-0.959,-0.6543,-1.136,1.73,-1.383,-0.7437,0.1288,-0.00895,0.8867,0.2695,0.04004,0.547,-1.651,-0.0743,-1.682,-1.86,0.1611,-1.131,-0.188
0.949,-1.652,-0.7183,1.09,-0.3984,0.3845,-0.949,1.648,0.4277,-0.0486,-2.535,-1.935,-0.9717,0.2078,0.3223,0.5454,-0.9756,-1.429,-1.372,-0.0451
-0.3833,-0.4014,-1.237,1.4375,0.8037,-1.299,-0.05255,-1.402,0.0691,-0.508,-0.521,-0.6055,-1.156,0.2448,0.01808,0.06464,-0.89,-0.1162,-1.241,-0.9595
-1.299,-1.3955,0.8,0.3687,0.558,0.8755,-0.6406,1.683,-0.09375,0.608,0.212,0.3184,0.762,1.07,-0.1741,0.8564,-0.7827,0.773,0.922,1.314
0.0606,0.03122,-2.27,1.427,1.461,-0.1036,0.4814,-0.477,0.02916,-0.832,0.1913,-1.367,2.086,0.2712,-0.9487,0.755,-0.407,-0.7817,-0.978,-1.243
1.161,0.3628,-0.1631,1.458,1.085,1.664,-0.478,-1.543,0.001993,-0.7227,0.549,-1.651,-0.9253,1.614,-1.935,2.193,1.156,-0.433,1.017,2.518
0.634,-0.9517,-0.545,0.4678,0.4949,0.8477,-0.7603,0.07135,-0.1824,-1.249,-0.7056,0.837,0.6025,1.741,0.947,1.181,0.4578,1.205,0.2817,0.4717
-1.236,0.971,0.926,1.239,0.933,0.676,1.506,-0.3828,-0.8936,-0.9473,2.078,0.623,0.2498,1.084,-0.5425,0.761,2.316,1.756,1.347,1.504
-1.232,-0.01828,1.41,0.928,-0.7134,0.866,-1.54,0.594,-0.2625,-1.176,1.636,0.9355,0.2238,0.706,1.245,0.551,0.7944,0.509,1.361,1.866
0.3484,0.498,-0.376,-0.7866,-0.95,1.638,-0.5537,-0.00355,0.6025,0.6025,-1.249,-0.1404,0.2074,1.0625,0.2896,-0.47,0.08923,-0.8096,-0.857,-0.6807
-0.8066,1.359,-0.669,-0.906,-0.3286,0.729,1.612,-0.6475,-0.6206,0.4973,-0.8784,-0.834,-1.043,-0.7373,0.7456,-0.4077,-0.382,-0.7314,-0.3223,-1.2295
