V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
1.3125,-1.114,0.6665,0.01906,-0.774,-1.202,1.417,-2.0,-0.275,-1.273,0.726,-0.5522,-1.303,-1.485,-1.444
-0.1588,-0.6714,-1.4795,0.6553,-0.1454,0.8613,-0.4526,-0.8457,0.653,-0.7666,0.3245,-0.287,-0.1981,-0.159,-0.1339
-1.496,0.955,-0.611,-0.7964,1.153,0.1816,-0.9976,-0.8784,-1.731,-2.291,-0.8306,-2.848,-2.621,-1.23,-2.016
0.1849,-0.8237,1.79,1.259,-1.29,-0.964,-0.8364,0.3289,0.5586,0.8125,-0.895,-1.265,-0.1791,-1.383,-1.4795
-1.574,-0.3237,-1.997,-1.006,0.7637,0.03552,-1.691,0.4092,-2.68,-0.973,1.538,0.2289,0.1649,0.8887,1.3125
-1.332,-0.893,-0.2922,-0.714,-1.865,-2.307,-0.955,-0.4055,-1.244,-1.115,-0.4756,-1.075,-1.101,-1.604,-1.328
-0.1315,1.119,-0.2118,-1.148,1.106,-0.2556,1.427,0.7803,-1.417,0.05844,-0.3525,-0.262,0.587,0.3933,0.4602
-1.309,-1.559,-1.1045,0.4453,-1.5,-0.3564,-1.476,0.6577,-0.901,-0.1338,0.2603,0.3376,0.0711,-0.81,-0.03247
0.7563,0.3542,0.1059,0.03705,1.83,1.238,-0.2598,0.2073,1.678,1.433,1.591,1.46,2.191,2.053,2.312
-0.3977,0.3806,-1.235,1.182,0.1219,0.233,-0.7524,0.0647,0.4954,-0.1775,1.34,0.905,0.9556,1.315,0.1385
1.163,-1.204,1.386,0.00129,-1.743,0.4968,-0.737,-0.8145,0.1768,-1.456,1.1,-0.8403,-0.882,-1.915,-2.002
1.553,-0.1608,0.792,-1.146,0.847,0.812,1.386,0.00883,-0.4822,-1.472,-0.1803,0.04492,-0.5093,0.04202,-0.2559
-1.086,-0.2815,-1.032,0.3042,0.2067,-1.454,0.241,-0.452,-0.739,-0.3271,1.748,0.416,0.9385,1.57,0.3906
-1.389,-0.9277,-0.5205,1.457,-0.902,-1.618,0.4707,-0.937,-0.03503,-0.7886,0.8545,-0.3523,-0.9414,-0.86,-0.948
-0.8887,-0.841,-0.5366,1.003,-0.6997,-1.237,-1.325,0.3413,-0.4648,0.7666,-1.332,0.2375,0.34,-0.4487,-0.2014
-1.268,-1.023,-0.2515,-0.151,-0.8535,-0.7344,0.76,0.424,-0.6543,0.437,-0.571,-0.663,0.2666,-0.85,0.0839
-1.599,1.304,-0.3723,-0.671,1.525,1.212,0.7676,-1.203,-1.1875,-0.8486,0.444,-0.881,-1.482,0.2632,-0.7915
