V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
-0.1711,-0.76,1.037,0.8145,0.0492,-0.531,0.10724,0.2727,-0.3335,-0.6245
0.4395,-0.8867,1.116,1.255,0.6553,0.2751,-0.64,-0.349,-0.4238,-0.6206
-1.309,1.146,-0.942,-1.396,-1.197,-0.984,1.28,0.02042,0.1348,1.435
-0.05112,1.263,-1.01,-0.979,-1.376,-0.3723,-0.1743,-1.146,2.367,-0.438
-0.2546,0.3242,-0.734,-0.941,-1.654,-0.5513,0.3115,-0.1196,1.767,-0.6387
-0.6455,-0.9355,1.113,0.6714,-0.7666,-0.777,0.69,-1.371,2.041,-0.716
0.08984,1.05,-0.956,-0.836,0.7314,-0.3408,-0.3186,-1.5,1.24,1.549
-1.479,-1.452,1.594,0.239,1.172,-1.085,1.485,-0.7617,-0.7036,-0.05167
-1.152,1.153,-1.002,-1.403,1.775,-1.016,1.331,-0.05807,-0.937,2.055
0.9946,1.392,-1.075,-0.1923,-0.8613,1.047,-1.05,-1.102,1.823,-0.659
0.3352,-0.378,0.3486,0.812,-0.0762,-0.05508,-0.594,-1.1045,1.656,-0.6455
0.823,-1.488,1.628,1.474,-0.1666,0.7524,-0.907,-1.04,1.111,-0.8105
-1.19,-0.9727,1.236,0.358,1.718,-0.992,1.294,0.4866,-0.9805,-0.4722
-1.549,1.69,-1.111,-1.462,-0.5034,-1.134,1.448,-1.1875,0.8306,2.035
-1.33,-1.663,1.67,0.4048,0.9014,-1.065,1.282,0.3594,-0.8154,-0.5503
0.4548,1.135,-0.9185,-0.499,-1.094,0.4028,-0.4707,-1.069,1.995,-0.6187
0.8965,1.381,-1.041,-0.06073,-0.434,1.223,-1.003,1.151,-0.7373,-0.6235
-1.273,-1.673,1.709,0.517,-1.104,-0.9604,1.333,-1.135,1.755,-0.7407
0.887,1.662,-1.103,-0.2118,-1.293,0.851,-1.077,-0.4912,1.763,-0.6636
-0.8604,1.352,-1.017,-1.294,0.2732,-0.907,1.087,-0.000973,-0.6133,1.859
1.173,1.413,-1.061,0.02046,-1.376,1.427,-1.151,1.696,-0.641,-0.7505
0.1592,-0.3013,-0.05948,0.1342,-1.324,-0.11774,-0.02779,-1.509,2.281,-0.6655
-0.87,-0.674,1.022,0.2211,-1.168,-0.8594,1.022,-1.141,1.921,-0.685
0.8984,-1.109,1.413,1.443,-1.369,1.069,-1.065,0.2188,0.5864,-0.841
-1.2705,0.08417,-0.5347,-1.211,1.462,-0.9653,1.306,-0.85,-0.716,2.102
-0.64,-0.8687,0.9365,0.3042,-0.74,-0.7847,0.697,0.1772,-0.0414,-0.555
-0.3242,-0.4028,0.1621,-0.1553,-0.723,-0.6357,0.2483,-0.5254,1.575,-0.631
-0.1614,-0.1326,-0.255,-0.508,0.56,-0.3516,0.2979,0.6343,-0.767,-0.2678
0.3835,-0.273,-0.1384,0.1454,1.325,0.0632,-0.651,-0.1803,-0.6167,0.2642
1.13,1.232,-1.014,0.2434,-1.488,1.311,-1.052,1.01,-0.326,-0.7163
0.4575,1.63,-1.11,-0.635,-0.706,0.1796,-0.571,-0.68,1.366,-0.4119
0.876,1.121,-0.9395,-0.2181,-0.7935,0.974,-1.131,1.827,-0.642,-0.6816
-0.01782,-0.985,1.23,1.114,-0.5024,-0.3936,-0.2102,0.427,0.0367,-0.703
