V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.7397,0.317,-0.6006,-1.449,-0.6777,0.6963,-0.9805,-1.611,-0.4766,-2.021,0.8765,1.025,1.223,0.4316,-0.245
1.642,1.102,-0.577,-1.4795,1.514,0.3247,-0.389,-0.03986,0.7896,0.9517,-1.477,-0.1976,-0.846,-0.05023,-0.1898
-1.638,-1.204,-1.145,-0.912,-0.3606,-0.307,1.788,-0.669,-0.6323,0.249,0.423,1.309,-0.497,-0.6167,0.7485
-0.889,0.5933,-1.625,-0.4243,1.333,-1.168,0.939,1.165,-0.341,0.6865,-1.336,-1.791,-1.38,-0.2029,0.4397
0.1761,-0.2527,1.63,0.3503,-1.044,1.35,-0.6943,0.869,-0.837,-0.1404,1.148,-0.782,-0.3193,-0.2448,-0.5913
1.363,1.713,1.469,0.6865,1.377,1.086,-0.6934,1.281,1.181,0.862,-1.391,-1.831,-1.231,-1.019,0.3018
0.2377,-0.007435,-1.637,0.4333,1.077,-0.69,-0.767,-1.264,0.6323,-1.9795,-1.22,0.278,1.2,0.928,0.4634
-0.2157,1.289,1.09,1.762,-0.8643,-1.295,-0.0956,1.6455,-1.1045,1.145,0.9697,-0.487,-0.5796,0.4355,-0.0729
1.049,0.0699,0.1289,-0.12305,-0.0686,-0.5938,-0.98,1.597,0.7695,-0.0813,0.4814,-0.57,-0.07544,-0.7437,1.986
0.545,-1.35,-1.065,-1.037,-1.537,-1.021,-1.111,-1.478,0.656,-0.6377,1.09,1.177,0.9717,2.252,1.238
-0.1814,-1.3545,-0.876,-1.007,1.328,1.516,-0.2732,-1.47,1.484,-1.401,-1.58,0.181,1.543,0.02588,-0.9863
0.597,1.382,-1.687,0.3562,1.47,0.258,-1.102,0.027,-0.4026,1.4375,-1.316,-0.3604,0.2285,0.3203,-0.8276
-1.182,0.6733,-0.648,-1.009,1.153,1.198,1.499,1.032,0.3687,0.764,-1.345,-1.818,-1.474,-1.258,-0.1043
0.1066,-1.248,-0.4065,-1.327,-1.235,1.326,-0.746,-0.183,-0.1309,1.368,1.011,1.093,-0.1487,0.275,-0.3943
0.1857,-1.719,1.329,1.27,-0.1242,1.339,-0.65,1.259,1.413,0.998,0.4236,-0.959,-0.917,-1.992,-0.438
-1.111,0.501,1.296,0.615,-1.576,-1.338,1.3,0.5913,-0.735,0.2349,0.991,-0.5337,-0.8613,0.902,0.629
-0.287,0.4895,0.2109,0.3796,0.8066,-1.433,-0.02881,-0.759,-1.761,-1.261,-0.917,0.4988,1.544,0.848,-0.4487
0.3308,0.844,1.636,-0.1448,1.085,1.342,-0.846,-1.163,1.405,-1.453,-1.385,0.2998,1.609,-0.07043,0.1859
1.156,0.1233,-0.6826,-1.252,0.775,-1.586,-0.949,0.1993,-1.503,-0.552,-1.025,-0.7593,0.687,-0.01799,1.276
-0.5303,0.11005,1.253,1.1455,0.2394,-1.71,0.4177,-1.731,0.0836,-2.11,-0.039,0.804,1.203,-0.3882,-0.6504
-1.431,-1.566,1.156,1.182,-0.88,1.693,1.722,-1.222,0.4155,-0.3909,1.014,1.172,0.703,-0.278,0.6255
