V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
1.661,0.6255,-0.2817,1.626,-0.6143,-1.52,0.4746,0.9473,-1.317,-0.1804,1.276,0.2515,-0.1011,0.9907,1.165,0.5933,-1.433,0.746,-1.176,1.149
0.244,0.819,0.0656,1.199,1.428,-1.177,1.497,0.00751,-1.488,0.03232,-0.001712,0.4155,0.944,-1.128,1.277,-0.7554,0.745,0.6016,1.418,0.9907
-1.228,-1.565,-0.586,-1.224,-0.7354,1.069,-1.645,1.485,0.4343,0.1636,-1.098,-1.461,1.096,1.447,1.222,-1.132,0.699,-1.222,0.2651,-1.6875
-1.302,0.616,-0.456,-1.505,0.659,1.159,-0.3032,0.2852,-0.609,-0.694,-0.863,0.6772,0.593,-1.324,1.236,0.4722,-0.3162,1.401,0.8726,0.4973
-1.252,1.716,1.367,0.3135,-0.1704,-0.2893,-1.177,-0.459,1.259,-1.231,-0.4973,1.392,1.247,0.1918,-1.121,-1.097,0.9536,0.318,1.13,0.08484
-0.819,1.446,0.2157,-0.002983,-0.7104,0.2393,-1.127,-0.2003,-0.6323,0.094,-0.598,1.146,1.312,1.042,1.0,-1.009,0.4282,0.844,2.176,0.657
0.251,-0.2223,-1.717,-1.644,-0.848,0.8765,1.279,1.659,0.6035,1.621,0.5073,-0.1335,1.633,1.362,-1.856,1.178,-0.7417,0.0713,-1.043,-0.1335
1.381,-0.918,-1.385,1.508,1.307,-1.4375,-0.8154,-1.112,-0.2283,-1.001,-0.5703,1.693,0.6167,-0.9297,-1.206,-0.3035,0.696,-0.935,0.3347,-2.059
-1.232,-0.889,1.599,-0.04578,-0.3147,0.2444,-0.1931,-0.4758,0.1311,-1.253,-0.543,-1.059,-1.245,0.725,-1.283,0.3015,-1.434,-1.006,-0.07886,-1.104
-0.1926,-0.6245,1.777,0.0239,0.1421,0.1401,0.832,-1.177,0.3396,0.3179,1.496,-0.463,0.4253,-0.709,-1.643,0.4595,-0.3572,-0.51,-0.1508,-1.389
-0.3425,-1.526,0.003918,0.1572,-0.915,-0.0224,-0.1323,-1.268,1.529,0.6377,-0.2815,1.662,0.6323,1.163,1.132,-1.418,0.593,-1.768,-0.2169,-1.737
0.2988,1.226,0.9946,-1.185,-1.609,1.302,0.0561,0.01015,-1.505,0.0955,-0.1696,-1.069,-1.071,0.4956,-0.326,-1.117,0.7686,0.7407,1.238,0.7075
1.04,-0.7554,-1.253,0.632,-0.7686,-0.6616,-1.616,0.3506,-0.9604,-0.06805,-0.897,-1.1455,-0.2793,0.8896,-0.9023,0.01427,-0.434,-0.3843,0.557,-0.8496
0.546,1.273,1.666,-0.941,1.678,0.974,-1.398,-0.05026,0.995,0.0923,-0.7793,0.863,1.356,-0.591,-1.673,-1.203,2.213,1.246,-1.1,0.6123
-1.029,-1.17,-0.569,1.077,-1.582,-1.239,-1.55,0.794,0.278,-0.05655,-0.957,-1.099,-1.042,0.7695,1.22,-0.6616,0.262,-0.9873,0.7056,-0.87
-1.026,-0.9595,0.2537,-0.4387,-1.145,0.8223,-1.227,-0.7866,-0.0819,-0.3357,-0.5386,-0.3022,-0.3315,1.148,0.7603,0.05237,-0.834,-1.164,0.2096,-1.586
0.03088,-0.002686,-0.556,-0.03745,-0.0755,0.03458,-0.8184,0.9956,0.4282,1.43,-0.8633,-1.518,-1.191,-0.0686,1.326,1.57,1.09,0.7656,0.05588,1.41
-1.258,-1.083,-0.1871,-0.3462,-0.292,0.5737,-0.733,-0.682,-1.534,-1.447,-0.849,-0.4714,1.148,0.7134,1.064,-0.261,-0.9893,-1.131,0.3555,-1.846
0.871,1.638,-0.709,1.33,-0.57,-1.371,-1.346,0.03925,-1.134,0.009186,-0.724,1.471,-0.8496,0.8223,1.147,-0.9155,0.3274,0.744,1.326,1.029
-1.1045,-0.7896,-1.59,-1.576,0.9053,1.117,0.1351,1.55,-1.116,0.6484,0.6484,1.635,-0.3235,-1.672,-1.544,0.6006,-0.4248,-1.085,-0.2922,-1.585
0.886,0.3464,-1.219,1.407,-0.487,-1.534,-1.33,-0.1628,1.672,0.2198,-0.995,-0.6772,0.794,0.8774,-0.6143,0.996,-0.3708,1.263,0.866,-0.3376
-0.4438,-1.306,1.512,-0.54,1.607,0.8745,-1.27,-0.4463,0.411,0.1375,-0.7153,1.014,0.5234,-0.327,-1.583,-1.525,2.443,-1.323,-1.342,-0.884
0.333,0.1677,1.435,1.194,1.004,-1.254,0.358,1.121,0.1382,1.604,1.086,-0.4268,-0.6294,-1.716,-1.186,1.31,-0.11115,0.538,0.2146,0.539
1.518,-0.7856,-1.365,1.685,1.393,-1.521,1.452,1.308,0.8677,0.187,0.05652,-1.245,-0.7,-1.261,-1.162,-0.239,-0.2605,-1.109,-0.3027,-1.283
-0.006226,-0.7393,0.093,0.888,0.7197,-1.063,1.186,1.565,-1.559,1.543,1.019,0.5586,1.515,-0.9355,1.167,0.9263,0.2734,-0.6934,0.3398,-0.487
0.3616,0.28,1.531,-0.679,-1.181,1.003,-0.8877,-0.1141,0.4338,0.3477,-0.836,1.048,0.2566,1.258,-1.25,1.763,0.03046,0.9224,1.308,0.7515
-0.802,-0.43,0.503,-1.274,1.616,1.28,-1.143,-0.899,1.36,0.0737,-0.7974,0.3896,1.088,-0.5205,0.5137,1.686,1.617,0.05603,-0.4768,0.3357
-0.702,0.6274,-0.922,-1.343,-0.317,1.023,-1.542,-0.762,1.289,0.1151,-1.019,-0.9033,-1.243,0.6143,0.4326,0.4497,0.0188,1.25,1.165,0.606
0.3904,-0.968,1.407,-0.5796,-0.1721,0.7485,-0.8013,-1.403,0.0726,0.2056,-0.811,-1.027,-0.6104,0.3145,-1.163,0.00303,-0.3262,-1.053,-0.8867,-1.418
0.899,-0.5244,0.1168,-0.6216,0.623,0.9824,-1.364,-0.598,-0.3333,0.439,-0.8975,-1.547,-1.004,-1.367,0.7397,0.5366,0.4236,0.02812,1.629,0.5127
0.584,-1.009,-0.01758,1.699,1.411,-1.54,-0.6753,0.08386,-1.425,-0.0354,-0.9595,0.9834,0.2727,-1.057,1.2,-0.417,0.659,-0.765,1.499,-0.735
1.273,0.506,0.85,-0.722,-1.586,0.925,1.601,1.391,-1.096,0.646,-0.6533,-1.01,-0.4019,0.416,-0.2097,0.826,-1.052,1.12,-0.996,0.1647
-0.2637,1.743,-1.155,0.9497,0.653,-1.181,-1.51,-0.6333,-0.907,0.6377,-0.6943,-1.643,-0.1858,-1.389,-0.6045,-1.201,2.363,0.4556,-1.238,0.66
0.9077,1.402,-1.291,-1.512,-0.4546,1.132,-0.7256,-1.11,0.2944,-0.2761,-0.704,-0.0948,1.591,0.4888,-0.837,-1.011,0.312,0.943,0.4783,0.3123
-1.275,-0.4778,0.9053,0.0841,-0.279,0.0495,0.2344,1.69,-0.369,0.6455,0.4097,0.5776,1.375,0.547,-0.4133,0.4155,-1.208,-0.3071,-1.599,-0.16
1.605,0.000526,-0.2542,0.589,1.102,-0.78,-0.006977,-1.602,-0.437,-1.297,-0.1427,-1.389,-0.7974,-1.551,1.486,1.362,0.4478,0.479,-0.6157,0.865
-1.335,0.756,-1.406,-1.445,-1.414,1.075,-0.7085,0.834,0.6504,-0.7656,-0.512,-1.192,-1.615,1.045,-1.311,-0.1442,-1.359,0.8813,-1.001,1.087
-1.59,-0.0783,0.1075,-0.725,-1.592,0.99,1.617,-0.4968,0.64,-2.223,-0.3982,-1.172,0.8384,0.7246,1.1455,1.664,-1.435,0.3057,-0.253,-0.1924
-1.3545,-0.2405,-1.586,1.095,1.132,-1.208,1.628,-0.668,-1.65,-1.763,-0.6455,1.604,-1.011,-1.413,-1.439,1.689,-0.2019,0.2006,0.967,0.297
1.531,-1.078,1.724,0.09247,0.91,-0.04477,0.4421,1.567,0.557,0.3127,0.9897,0.892,0.3083,-1.764,-1.78,0.003431,-0.6045,-1.416,-0.6284,-0.9087
-1.007,0.1344,-0.998,1.435,-0.742,-1.409,-0.1324,0.10455,1.682,-0.2491,-0.4324,-1.524,-0.8765,1.392,0.1881,1.269,-0.5254,0.661,0.4739,1.25
-1.54,0.656,1.119,0.3093,0.774,-0.1427,-0.8813,0.09674,1.353,-1.418,-0.7993,-1.575,-0.5244,-1.391,-0.733,-0.1589,-0.475,1.172,0.547,0.4932
