V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
-0.4924,0.52,-0.93,0.3042,1.42,0.4617,-0.9663,0.469,0.2384,0.0477,-0.4192,-0.00548,-0.0715,-0.1648,-0.2167
0.3708,0.3296,-0.9673,-0.0657,1.626,1.054,-0.3208,1.376,1.544,-0.2324,0.707,0.522,0.2568,0.1805,-0.2952
-0.696,0.0993,-1.04,-0.4302,1.583,-0.2302,-0.813,0.5947,0.564,-0.5493,-0.1409,0.0954,0.0553,-0.1727,-0.3604
-0.1247,1.101,0.3755,-0.7314,-1.598,-1.013,-0.834,-0.68,-0.428,1.223,-0.4016,-0.3462,-0.2258,-0.2502,0.03592
-1.272,1.638,1.824,-1.569,-0.09235,-0.4744,-0.2578,-1.027,-0.791,2.457,-0.2908,-0.3342,-0.216,-0.10345,0.632
-0.8164,1.398,1.027,-0.9473,-1.288,0.6694,-0.882,-0.3147,-0.3684,1.838,-0.4353,-0.384,-0.1946,-0.1383,0.3206
1.089,0.4507,-0.9014,-0.773,-0.8213,0.8857,0.8633,0.2964,-0.0545,-0.11273,-0.298,-0.2407,-0.2251,-0.1425,-0.3015
-1.166,0.5444,-0.6265,-1.108,-1.367,-0.555,-0.4326,-0.847,-0.6714,0.1952,-0.3953,-0.3564,-0.2418,-0.2766,-0.343
-1.23,0.8384,-0.2698,0.5986,0.0718,-1.48,-0.2245,-1.136,-1.184,0.513,-0.1776,-0.3071,-0.1954,-0.1943,-0.11865
1.245,-0.2734,-0.8916,0.438,0.04898,-0.0645,1.173,-0.002659,0.02997,-0.7646,-0.3088,-0.2299,-0.2089,-0.2384,-0.1864
0.005802,-1.544,1.445,-1.039,0.893,-0.3164,-0.8164,-0.466,-0.793,-0.6836,-0.2854,-0.1981,-0.10443,-0.1334,-0.2947
0.312,-1.682,2.062,0.8403,-1.468,0.9146,-0.3613,0.1803,0.5073,-0.7246,-0.207,-0.3013,-0.1855,0.07025,-0.10785
-0.007812,-0.8745,-0.4802,-0.003952,-1.544,0.255,-0.7383,-0.3943,-0.292,-0.9414,-0.4497,-0.3328,-0.1774,-0.2363,-0.265
-1.212,0.882,-0.1351,1.358,0.721,0.9854,-0.435,0.1394,0.1348,0.662,-0.4387,-0.2325,-0.1681,-0.1142,0.02254
-0.608,1.599,1.804,-0.003784,-0.3162,1.207,-1.01,-0.3792,-0.4636,2.484,-0.3057,-0.4016,-0.2065,0.04016,0.79
-1.654,1.529,1.691,-0.853,-0.823,1.005,0.352,-0.02316,0.0995,1.981,-0.2932,-0.3538,-0.2408,-0.00391,0.4124
1.857,0.823,-0.2272,1.479,0.2267,1.248,2.996,3.06,3.393,0.531,4.37,3.604,2.973,2.04,1.394
0.1097,-1.253,0.683,1.205,0.05304,-1.101,-0.7163,-1.251,-1.055,-1.132,-0.10834,-0.2947,-0.1987,-0.1846,-0.0778
-0.974,-1.249,0.636,-1.111,-0.7334,-1.287,-0.58,-1.272,-1.056,-0.8306,-0.1434,-0.351,-0.2073,-0.201,-0.351
1.805,0.1918,-0.8867,-1.513,-1.22,0.1105,3.047,2.61,2.652,-0.1815,2.477,2.025,1.029,0.703,0.33
-1.024,1.02,0.1427,1.279,-0.9243,-1.2295,-0.603,-1.181,-0.869,1.084,-0.1093,-0.3333,-0.1924,-0.2225,0.1542
0.006775,-1.704,2.01,-1.447,0.05917,0.7593,-0.649,-0.5405,-0.4316,-0.7783,-0.2617,-0.3499,-0.2219,0.00564,-0.2742
-1.458,-0.1918,-1.048,0.711,0.533,1.284,-0.1708,0.2028,0.1633,-0.7075,-0.3018,-0.2659,-0.1774,-0.06192,-0.2817
0.579,0.734,-0.2373,-0.6436,1.099,-0.657,-0.2932,-0.2112,-0.2263,0.572,-0.4753,-0.1868,-0.1305,-0.2693,-0.2374
0.2106,-0.8843,-0.1577,0.1893,0.988,1.167,-0.648,0.484,0.6074,-0.935,-0.03915,-0.0769,-0.02774,-0.0206,-0.2434
0.9126,0.3945,-0.9805,-0.905,0.5615,-0.1381,0.4424,-0.3103,-0.4531,0.1776,-0.3489,-0.2598,-0.1715,-0.253,-0.3037
-1.383,-0.8174,-0.309,-0.2081,-0.2625,-1.15,-0.1925,-1.17,-0.9443,-0.9224,0.03955,-0.317,-0.2258,-0.2091,-0.3103
-0.4238,0.745,-0.4048,-1.525,0.54,1.257,-0.817,0.09546,0.2908,0.8564,-0.4434,-0.2764,-0.1908,-0.081,-0.1953
1.186,-1.708,1.791,1.636,1.156,0.08984,1.189,1.029,0.9463,-0.7666,-0.1315,0.2092,-0.0626,0.01073,0.1039
0.653,0.3667,-1.058,1.505,-0.2324,1.213,-0.03714,-0.1425,-0.5596,-0.08374,-0.4348,-0.3477,-0.2708,-0.0974,-0.1328
0.5815,1.07,0.1937,-1.426,-1.456,-0.6304,-0.1136,-0.608,-0.5757,1.033,-0.3684,-0.3347,-0.2296,-0.2449,-0.1143
-1.269,-1.719,2.074,1.474,-0.3706,-0.574,-0.4539,-1.289,-1.084,-0.7446,-0.03934,-0.291,-0.1667,-0.02359,-0.02373
0.2568,0.8823,-0.312,-1.535,-1.033,-0.3767,-0.6045,-0.8887,-0.6304,0.7153,-0.298,-0.3928,-0.224,-0.2391,-0.233
-1.227,-1.593,1.31,-0.1111,-1.453,0.3389,-0.4656,-0.249,-0.3533,-0.604,-0.2642,-0.3303,-0.2064,-0.1239,-0.2175
0.659,0.765,-0.3508,-0.804,0.04645,-1.587,0.02402,-1.071,-0.825,0.59,-0.1058,-0.288,-0.2257,-0.2051,-0.2363
-0.8467,-1.655,1.782,0.1434,1.369,-0.2329,-0.7085,0.1422,-0.4202,-0.7925,-0.2815,-0.05518,0.003494,-0.1185,-0.1796
1.15,-0.489,-0.6753,-0.1741,1.046,1.4795,0.77,1.356,1.357,-0.8887,0.577,0.384,0.1082,0.1826,-0.2822
0.2137,0.3928,-0.9624,0.427,-0.1698,-0.9155,-0.6724,-1.377,-1.365,-0.11884,0.1538,-0.2502,-0.1221,-0.1792,-0.263
0.5737,-0.572,-0.77,1.237,-1.34,0.4136,-0.2338,-0.3542,-0.4019,-0.8145,-0.361,-0.354,-0.2185,-0.2161,-0.1915
0.6753,-0.5117,-0.8647,-1.5205,-0.865,-0.3167,-0.0901,-0.83,-0.867,-0.8955,-0.096,-0.3186,-0.218,-0.2144,-0.4219
-1.66,0.1661,-1.109,-0.686,-0.5083,-1.399,0.2397,-1.039,-1.04,-0.343,-0.2195,-0.3484,-0.2375,-0.1942,-0.4116
-0.701,-1.244,0.462,-1.369,-1.533,1.095,-0.812,0.326,0.8447,-0.997,-0.2076,-0.2517,-0.1882,-0.00727,-0.322
-0.932,-1.679,1.843,-1.4375,-1.484,-1.497,-0.791,-0.8247,-0.5425,-0.5947,-0.2339,-0.3325,-0.1855,-0.0888,-0.2861
0.6313,0.533,-0.585,-0.693,1.585,0.3726,-0.0854,1.086,1.223,0.1815,0.1904,0.31,0.1214,-0.03265,-0.305
