V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.513,1.206,-0.2106,0.4263,-0.2329,-1.7705,0.941,-0.1875,0.853,-1.179,0.6406,-2.148,1.948,0.951,1.017
-0.6455,0.2385,0.4788,-0.8345,0.02759,-1.102,0.747,0.669,1.029,-0.9536,-0.578,-1.599,0.1765,-0.06198,-0.3015
0.4265,1.33,0.68,0.693,-0.2147,0.01949,-1.214,1.021,0.4124,0.33,-0.583,0.6025,-0.02858,0.6904,1.021
-0.7124,0.3823,1.202,-1.473,-1.356,1.37,-0.7505,0.8345,-1.602,1.487,0.2316,0.0786,-2.078,-1.975,-2.178
-0.4426,-1.53,-0.2158,-0.495,1.29,0.05438,1.3,0.401,0.321,-1.073,-0.4321,1.069,1.611,0.489,0.235
0.02885,-1.587,0.8247,0.1738,1.7705,-0.0844,1.213,0.637,0.363,-1.085,-1.343,1.467,0.538,-0.1882,1.17
-1.08,-1.259,-0.6953,-1.337,-0.607,-1.187,1.855,-0.5723,1.071,-1.166,-0.8457,0.118,0.8296,-1.174,-1.056
-0.2515,-0.722,-1.365,-0.1829,1.471,0.199,-0.1573,-1.508,0.3384,-0.522,-0.0193,0.4321,0.2556,1.068,0.733
-0.8164,1.008,0.6597,-1.265,0.3315,1.285,-1.235,1.006,-1.555,1.813,-1.096,0.839,-0.58,-1.064,-1.305
0.4297,-1.482,-0.08044,0.867,-0.1261,0.208,0.9736,0.11554,0.1881,-0.883,0.1432,0.565,0.1897,1.081,1.0
0.1426,-0.571,1.609,0.4482,0.706,0.3452,-0.4148,1.265,-0.07574,-0.04483,-1.284,0.2212,-0.342,0.1167,1.031
-1.756,-0.6953,1.408,-1.377,-0.2834,-0.719,0.3215,0.678,0.6494,-0.7744,0.01653,-0.6265,0.886,-0.573,-0.8936
1.073,1.781,-0.6855,1.116,-1.412,0.5894,-1.273,-0.717,-0.2795,0.8315,1.606,0.789,-0.4941,-0.3997,0.241
-0.844,-1.486,1.53,-0.8994,0.848,-1.655,3.24,1.043,1.19,-1.396,-0.2489,0.975,2.168,0.10785,-0.2018
1.506,-0.6187,-0.3223,1.498,-0.71,1.6,-0.08386,0.2219,-1.639,0.892,-1.309,-0.3853,0.4404,-0.5405,-0.1672
-0.6675,0.8936,1.627,-1.119,0.446,1.331,-1.533,1.078,-1.525,1.752,-1.295,0.596,-0.832,-1.062,-1.201
0.1539,-1.079,-0.529,0.10345,-1.252,-0.1548,0.4165,-0.3271,0.666,-0.84,1.7,0.8784,1.459,0.1407,0.2399
-0.974,0.2864,1.089,-0.902,-0.735,1.339,-0.998,0.9653,-1.431,1.479,0.2291,0.8887,-1.373,0.06854,-1.956
-1.584,-0.2605,-1.557,-1.315,1.071,-0.7427,0.0464,-1.522,0.5776,-0.661,0.912,-0.4656,0.5615,-0.05743,-0.4678
1.375,-0.8945,-1.552,0.852,-0.6396,1.402,-0.5337,-1.621,-1.469,1.21,0.2275,0.699,-0.8765,0.799,-0.1597
0.697,-1.373,0.4902,1.082,-0.817,-0.4333,0.9775,0.734,0.673,-0.9644,-1.066,0.9697,1.768,-0.2627,0.669
-1.147,1.632,-0.2068,-1.1455,-0.2502,-0.268,-1.14,-0.03458,0.746,0.2277,0.2483,0.545,0.3586,-0.10626,-0.7407
0.6626,-1.023,-0.284,0.5903,-1.028,0.2832,-0.10834,0.03418,-0.0826,-0.3337,0.3574,0.64,-0.1544,0.479,0.309
-1.584,0.2932,-1.343,-1.379,-0.6685,-0.1906,-0.6997,-1.293,0.2815,0.0678,0.871,-0.361,-0.6147,-0.8374,-1.269
1.178,0.593,0.2253,1.366,-0.09125,-1.141,0.2688,0.6533,1.063,-1.022,-1.324,-1.303,0.978,-0.1912,1.245
-0.1023,-0.1214,-1.253,-0.2195,1.224,-0.9995,0.2559,-1.576,0.761,-0.703,1.82,-1.201,0.3142,1.211,0.9556
