V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.73,0.9165,-1.719,-0.07526,-0.6787,0.2263,-1.329,-0.1897,-0.564,-1.762,2.52,0.1237,-2.361,0.671,-1.909
0.4856,0.4832,-0.455,-0.794,1.512,-0.9673,-0.0406,-0.3682,0.877,0.9175,0.1105,0.5107,0.3882,-1.66,-1.355
-0.561,-0.3943,0.766,1.004,-0.01834,1.18,-0.1665,-0.02527,-0.26,-0.4753,-0.2822,0.03622,-0.03534,0.816,-1.024
0.6216,-1.044,-0.00895,0.0716,0.574,0.959,-1.06,0.2069,-0.613,-1.114,1.225,1.473,1.2295,1.651,1.426
-1.052,0.3384,-1.431,-0.5347,-0.5425,-1.295,-0.808,-0.1593,-1.267,-2.123,2.145,0.4504,-1.111,-2.543,-0.3242
0.006775,-0.1594,0.759,0.1609,-0.9297,1.127,-0.3425,-0.1466,1.298,0.9556,0.36,0.4302,-0.0498,0.7046,-0.6416
-1.38,0.8193,-1.462,-0.4429,-0.2927,-0.7866,-0.9614,-0.471,0.6367,-0.5435,-0.0913,0.5747,0.7666,-1.201,-0.87
-1.284,0.6577,1.482,2.055,-1.232,0.074,2.312,1.757,0.9146,1.906,0.10986,0.9556,1.569,0.276,-0.1455
-0.321,0.4968,0.723,-0.2319,-1.026,-0.1197,-0.1617,-0.449,-0.668,-0.7446,0.263,-0.0586,-0.4543,-0.1495,-1.484
1.512,0.985,-0.374,-1.129,1.598,-1.078,0.3906,-0.519,1.562,1.203,0.306,0.3816,-0.05145,-1.408,-0.7383
0.4746,0.956,0.1516,-0.5425,0.2712,-0.5684,-0.5664,-0.8794,1.511,0.331,-0.1267,-0.5107,-0.4766,-0.4565,0.1024
-1.103,-0.4297,1.212,0.6978,-1.615,2.262,0.6636,0.813,1.591,2.615,0.106,0.3047,0.1718,-0.2605,-0.0506
1.398,0.4885,-0.815,-0.7915,1.26,-1.403,0.05844,-0.3047,-1.508,-0.1868,-1.749,-1.963,0.6416,-2.42,-0.1625
0.7197,0.087,-1.6045,-0.1577,-0.722,0.1522,-1.335,0.565,1.068,-0.1644,-0.266,-0.336,-0.542,0.0751,-1.193
0.971,-0.3286,1.148,0.864,-1.24,2.209,0.6436,0.7695,-0.853,0.03543,-1.266,-1.6045,-0.0306,-0.5776,0.4006
-1.332,1.11,0.7896,0.5483,-0.754,1.895,-0.27,-1.319,0.9663,0.499,-0.298,-0.708,-0.816,0.571,-0.3354
-1.122,1.516,0.6704,-0.2358,-0.789,-0.2544,-0.2333,-1.753,1.286,0.5576,0.0414,-0.69,-0.2273,0.7827,0.3188
0.3586,-1.07,0.6514,0.128,-1.094,0.7124,-0.503,-0.2183,-1.353,-0.4172,-1.454,-0.958,-1.356,1.419,1.659
-0.06824,-0.756,-1.721,0.2023,-0.2815,1.064,-1.504,0.8296,-0.7417,-2.096,2.533,1.109,-0.6797,1.23,0.8936
-1.503,-0.1742,0.897,0.7627,-0.909,2.066,-0.11584,0.03482,0.725,0.9956,-0.2422,0.442,0.5693,-0.356,-1.2705
1.031,0.1664,-1.749,0.36,-0.00969,2.012,-1.624,0.821,-0.09045,-0.9893,1.355,1.304,0.882,-0.1647,-0.9175
-1.092,0.647,-0.4934,-0.4924,1.351,-0.4636,-0.347,-0.6455,-0.3906,-0.544,-0.06015,0.4036,0.5835,-0.703,-1.532
1.272,1.757,1.411,1.311,-1.067,1.675,1.558,0.591,-1.24,0.541,-1.678,-2.008,0.728,1.368,0.572
-1.206,-0.4387,-1.642,0.5317,-0.3308,1.508,-1.536,0.849,-0.1604,-1.3955,1.869,0.8315,-0.2084,0.7915,-0.5693
1.582,1.357,-0.02621,-0.66,0.8613,-0.694,-0.2148,-1.503,-1.403,-0.518,-1.226,-2.021,0.972,-0.1327,0.2046
-0.2126,0.1564,-1.412,-0.3748,-0.1884,-0.384,-0.9663,0.1659,-1.768,-1.067,0.4082,1.738,2.275,-0.5312,0.6045
-1.696,0.99,1.161,1.315,-0.3726,0.692,0.8604,0.2191,-1.3955,-0.1508,-1.581,-0.6177,-1.714,0.9165,-1.123
-1.391,1.663,-0.461,-0.8457,1.372,-1.08,0.1761,-1.721,1.532,0.8994,0.2023,0.3398,-0.10266,-0.8447,0.137
-0.391,1.379,1.091,0.8247,-1.432,2.646,0.488,-0.812,1.118,1.847,0.1971,1.041,1.976,-0.0942,-0.9663
0.543,1.159,0.07465,-0.729,0.9463,-0.694,-0.168,-1.215,1.19,1.024,0.3508,1.261,2.125,-0.3274,-0.256
-0.898,0.1289,1.593,2.633,-2.752,0.834,2.94,1.571,0.003357,-0.742,0.4043,0.5054,-0.06525,0.4492,-1.042
1.743,-1.435,0.2717,-0.4849,-0.03165,-1.239,-0.4956,-0.538,1.667,0.08795,-0.2412,-0.6665,-0.707,-1.012,1.972
1.48,-1.462,0.1298,-0.851,0.825,-0.8247,-0.245,-0.7534,-1.341,-0.463,-1.137,-1.59,-0.2098,-0.329,1.024
1.338,0.661,1.325,1.789,-1.05,0.02753,1.754,1.788,-1.301,0.2898,-1.721,-1.103,-1.014,0.1049,0.674
