V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.7925,1.551,0.751,0.92,1.234,-0.8267,0.513,-1.242,-0.9106,0.402,-0.871,1.435,-0.06647,-1.165,0.3164
-1.611,-0.229,-0.267,0.763,-1.402,1.602,1.202,0.6333,1.249,1.1045,2.295,0.4907,-0.966,1.678,0.6187
-0.4185,-0.916,1.641,0.3809,-1.551,1.22,-0.673,-1.084,1.28,0.835,-0.09564,-2.184,0.8066,-1.919,2.06
0.738,1.748,0.7437,0.4224,-0.893,0.579,-1.474,-1.371,0.917,0.713,-0.805,0.744,2.064,-0.173,1.675
0.8115,1.502,0.538,1.205,0.03023,-1.546,0.7056,-1.381,-1.225,-0.349,0.291,0.1151,0.3962,-0.9707,-0.835
1.077,1.055,1.205,1.622,-0.015495,-1.376,0.538,-0.2203,-0.785,-1.01,1.094,-0.567,-0.04626,0.1882,-0.22
1.213,1.034,-1.42,-1.755,-0.7246,-1.548,1.622,0.5864,-1.286,-0.9756,-0.3398,0.5137,-1.412,0.367,0.2222
-0.6313,-1.211,-1.315,0.907,1.098,1.107,-0.2944,0.819,1.259,-0.4434,-0.607,-0.849,-0.486,0.3533,0.4194
-1.683,-0.5425,-1.52,-0.6494,-0.0917,-0.2267,0.0317,0.6743,-0.5356,0.978,0.959,-1.272,-1.366,1.495,-1.008
-0.5146,-1.077,0.9756,0.8174,-1.062,1.242,0.3062,-1.415,0.878,-0.399,-0.1869,-0.7905,-0.02426,-0.426,0.5664
-0.002188,0.1838,1.241,-0.4587,1.6455,-1.32,1.398,-1.836,-0.9277,-1.409,-0.4258,0.7783,-1.017,-0.06198,0.3489
-1.3125,-0.793,-0.758,1.715,1.524,-0.1555,-0.138,0.6377,-0.4487,1.408,-0.3018,-2.475,-1.082,-0.06915,3.227
1.717,-0.1709,0.125,-0.1619,0.838,0.83,-0.9546,0.9487,1.217,-1.673,0.2734,0.2141,0.627,-2.035,-1.28
1.045,1.193,0.9194,1.055,-0.401,0.754,-0.423,-0.4426,1.46,0.8267,0.5615,1.04,1.024,-0.5996,-0.9014
