V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
-1.572,-1.38,1.184,0.0474,-0.2607,1.42,-1.258,1.406,0.597,0.8887,0.519,0.02782,0.0905,0.0001494,-0.008194
-0.884,-0.4607,-0.9067,1.421,-0.35,-0.699,-0.4084,-1.192,-0.889,-0.10504,-0.2029,-0.309,-0.3828,-0.124,-0.07446
-0.4878,-0.0871,0.0793,-0.5806,-0.6636,1.487,-0.1045,-1.075,-0.19,0.4475,-0.2512,-0.1852,-0.2917,-0.02763,-0.09186
-1.102,-0.8174,0.6143,0.646,-0.6504,1.449,-0.801,-0.2184,-0.2954,0.901,-0.0004728,-0.02374,-0.1559,-0.03026,-0.0346
-0.5234,-0.4736,0.57,0.3538,-1.432,0.8853,-0.54,-0.5737,-0.736,0.05655,-0.548,-0.323,-0.356,-0.0771,-0.1559
0.418,0.3625,-0.841,1.425,-0.6396,0.294,0.2793,-1.161,-0.578,0.266,-0.09686,-0.1527,-0.263,-0.0967,-0.08057
0.002909,-0.01421,0.005096,1.434,0.4514,-0.131,-0.224,-1.186,-0.526,0.1764,-0.192,-0.2461,-0.3103,-0.11017,-0.07605
1.138,0.811,1.417,1.489,1.07,1.498,0.6865,1.124,1.422,2.229,1.646,1.198,0.872,0.1991,0.2776
1.321,1.41,1.6045,1.464,1.424,-1.25,1.632,2.295,2.27,1.679,1.846,0.916,1.272,0.1276,0.2537
0.0655,-0.02792,-0.2683,1.419,0.02287,0.61,-0.1909,-1.261,-0.4556,0.539,-0.0347,-0.1305,-0.2803,-0.0785,-0.05762
-1.458,-1.492,-0.251,0.3054,0.6826,-1.299,-1.436,0.3472,-0.2678,-0.511,-0.2878,-0.3196,-0.2019,-0.1222,-0.05627
0.8823,0.8657,-0.1656,-1.222,0.005135,1.361,0.859,-0.63,0.3362,0.1996,-0.1555,-0.0341,-0.0626,-0.0339,-0.05692
1.468,1.598,0.1556,0.388,1.883,-1.128,1.728,0.7764,1.253,0.2108,-0.2284,0.1383,0.4924,-0.09125,0.04395
0.7607,0.2683,-0.813,0.2048,-0.04855,0.06915,0.1129,-1.297,-0.4514,-0.5596,-0.6387,-0.2008,-0.3586,-0.10925,-0.1615
-1.4,-1.107,-0.1675,-0.2898,-0.2585,0.771,-1.048,-0.4683,-0.6934,-0.2164,-0.567,-0.3271,-0.303,-0.0832,-0.124
-1.401,-0.9517,0.4565,0.6875,0.3586,0.774,-0.835,-0.1547,-0.4885,0.2896,-0.3992,-0.22,-0.276,-0.0733,-0.06046
1.521,1.73,0.528,-1.457,1.503,-1.322,1.886,1.512,1.811,0.03192,0.5283,0.1962,0.7925,-0.05154,0.0783
-0.4705,-0.6357,1.525,-0.887,-0.8945,-0.4062,-0.5845,1.028,-0.511,-1.027,0.04514,-0.308,-0.4092,-0.11084,-0.2214
-0.3853,-0.771,-1.735,-1.555,-0.322,1.49,-0.7075,-0.2593,-0.06573,0.1357,0.0711,-0.2659,-0.296,-0.02034,-0.0701
0.4434,0.3286,0.2583,0.875,-0.4583,-1.05,0.4539,-0.999,-0.5083,-0.2783,-0.4705,-0.2365,-0.3164,-0.1296,-0.1086
0.681,0.9966,-1.424,0.1926,-0.3613,-0.377,1.126,-0.2893,-0.3862,-0.556,-0.6084,-0.1608,-0.174,-0.1257,-0.1769
1.713,1.787,-1.766,0.5273,2.537,-0.3027,1.665,1.718,2.059,0.8945,0.511,0.476,1.08,0.001102,0.1378
0.1681,0.2155,-0.558,-1.252,-1.745,-0.533,0.2979,-1.322,-0.8613,-1.137,-0.3298,-0.2637,-0.4011,-0.1345,-0.2261
-1.111,-0.3718,-0.01926,-1.315,-1.267,-1.277,-0.43,-1.118,-0.943,-1.127,-0.1995,-0.2925,-0.4346,-0.1344,-0.1542
0.1117,-0.2183,-0.6157,1.241,-1.374,-1.425,-0.2201,-1.347,-0.586,-0.003115,-0.1775,-0.2089,-0.3835,-0.1335,-0.0676
-0.729,-1.035,-1.531,0.6567,-1.168,-1.587,-1.092,-0.1504,-0.583,-0.3337,-0.275,-0.3582,-0.304,-0.1334,-0.09265
0.614,0.6265,0.933,0.291,-0.2177,-1.345,0.5576,-0.03976,-0.2219,-0.467,-0.4875,-0.2091,-0.2869,-0.1345,-0.1037
0.099,0.1559,-1.0,0.2937,-1.588,-1.16,0.07275,-1.268,-0.765,-0.671,-0.569,-0.2954,-0.3857,-0.1356,-0.1794
-1.566,-1.151,-1.253,-0.549,0.4841,1.429,-1.147,-0.2484,-0.08044,0.4563,-0.261,-0.1614,-0.17,-0.02278,-0.005283
0.7515,0.1768,0.49,-1.776,-0.4863,-0.1394,-0.00339,-0.854,-0.6357,-1.164,-0.00483,-0.0698,-0.3816,-0.1128,-0.1737
0.209,1.072,-1.174,-1.169,-0.8047,1.359,1.067,-0.276,0.0895,0.2148,-0.1414,-0.2035,-0.02971,-0.03595,-0.10535
-1.653,-1.863,-1.229,1.385,0.9062,-0.4019,-1.775,1.164,0.1573,0.2678,0.3716,-0.1433,0.11237,-0.0906,0.003088
-1.662,-1.126,0.3308,-0.7725,0.1559,-1.33,-1.231,-0.06168,-0.592,-1.044,-0.3347,-0.2463,-0.3342,-0.1287,-0.06726
1.453,0.827,0.1373,1.732,1.198,1.532,0.818,-0.57,0.946,2.133,1.066,1.147,0.6836,0.1355,0.3208
-1.297,-1.03,-1.07,-0.3496,-0.2306,0.2489,-0.8896,-0.476,-0.887,-0.668,-0.6216,-0.33,-0.322,-0.0986,-0.1671
-1.506,-1.043,1.263,-0.662,0.6416,-0.5625,-0.9653,1.02,-0.2422,-0.883,-0.0776,-0.2952,-0.3174,-0.1124,-0.1318
1.267,1.391,0.6807,1.09,1.091,0.749,1.39,0.794,0.9253,0.878,0.2776,0.2893,0.4233,-0.01746,0.04443
-0.09784,-0.1573,-1.217,1.436,-1.0,-0.563,-0.1974,-1.055,-0.9062,0.0617,-0.2177,-0.2615,-0.339,-0.1283,-0.1064
1.381,1.7295,-0.7026,0.6895,1.187,-1.305,1.662,0.7915,1.035,0.2537,-0.05075,0.099,0.5195,-0.088,0.0573
1.382,1.704,-0.9546,1.379,1.47,1.007,1.917,0.9326,1.487,1.622,0.8096,0.7607,1.042,0.074,0.201
-0.2588,-0.382,-0.941,0.2568,-0.939,1.304,-0.3904,-1.119,-0.3198,0.4866,-0.2798,-0.1835,-0.2996,-0.04663,-0.11066
-1.59,-1.446,1.146,-0.7305,0.2715,1.323,-1.334,1.391,0.6353,0.5044,0.508,-0.10266,0.04138,-0.000946,-0.01576
1.457,1.426,-1.413,-0.8145,1.454,0.6714,1.287,0.5347,0.943,0.010704,-0.2527,0.0668,0.3145,-0.04974,-0.03284
0.4724,0.5493,-0.8057,-0.7905,-1.171,1.359,0.2598,-1.021,-0.1697,0.2678,-0.284,-0.1716,-0.2013,-0.0428,-0.12335
0.473,0.489,-0.6577,-0.389,-0.2732,-0.877,0.596,-1.071,-0.4478,-0.785,-0.599,-0.2305,-0.338,-0.1388,-0.1765
0.2588,0.07227,0.868,0.83,-0.473,1.022,0.003292,-0.376,-0.309,0.4883,-0.1774,-0.11707,-0.232,-0.0586,-0.08484
-0.1849,-0.0269,-0.10596,1.455,-0.5664,-0.1963,0.07275,-1.32,-0.7554,0.1104,-0.1798,-0.252,-0.3584,-0.1224,-0.1004
-0.05823,-0.278,1.329,1.619,-0.695,0.3462,-0.1305,0.3572,-0.633,0.4744,0.2037,-0.1138,-0.3015,-0.091,-0.0652
-0.6875,-1.389,-0.5703,0.8447,-0.566,0.953,-1.254,-0.11444,-0.5054,0.4634,-0.2017,-0.2236,-0.1259,-0.06323,-0.09436
0.8735,1.243,-0.0732,0.5366,0.6865,-0.575,1.214,-0.1456,0.0366,-0.2438,-0.5884,-0.1603,-0.00529,-0.1128,-0.10254
-0.244,-0.4795,1.016,-0.765,-0.946,-1.469,-0.4521,0.0366,-0.5615,-0.9277,-0.3525,-0.3044,-0.4072,-0.1427,-0.1516
1.399,1.054,-1.779,-0.498,2.182,-0.1511,1.03,0.2175,0.6978,-0.524,-0.5107,0.0241,0.00987,-0.10205,-0.05103
-0.01227,-0.421,0.3772,1.7,-1.1875,1.654,-0.604,-0.832,-0.0617,1.834,1.009,0.599,0.1409,0.05722,0.1057
-0.8677,-0.8545,1.283,-0.12103,-0.423,0.7124,-0.792,0.662,-0.3513,-0.1995,-0.251,-0.3328,-0.3677,-0.08167,-0.1653
-1.704,-1.631,1.28,-0.818,0.8394,-0.3147,-1.645,1.974,0.679,-0.6416,0.6357,-0.2012,0.003153,-0.0793,-0.09576
0.639,0.6045,0.4336,-0.01006,-0.1588,-1.54,0.4792,-0.62,-0.1996,-0.514,-0.5874,-0.1858,-0.2776,-0.1412,-0.09546
-0.3845,-0.505,-1.538,-1.02,-1.238,0.595,-0.3845,-0.7656,-0.828,-0.635,-0.4219,-0.3274,-0.4126,-0.0951,-0.2092
