V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
0.5405,0.06354,-1.411,2.062,-0.905,1.466,0.743,0.5522,-0.03833,-0.4937
0.2527,-0.348,-0.8438,-0.5864,0.2795,-0.9326,-0.99,-0.2747,-0.4187,-0.789
1.559,2.303,1.347,1.756,-0.1763,2.943,3.266,4.58,5.258,4.867
-1.388,-1.008,0.6753,-0.833,0.7427,-0.673,-0.7627,-0.2386,-0.3025,-0.3271
-1.546,-0.9756,-0.6294,-0.1357,1.054,-0.2173,-0.4827,-0.2761,-0.2554,-0.681
1.019,1.159,0.3735,-1.548,-1.601,-0.2272,0.7676,-0.5464,-0.1542,0.3137
0.775,0.4492,-0.298,-0.342,-1.057,-0.2817,-0.4575,-0.8667,-0.1721,-0.4683
1.696,2.496,-0.6753,-0.7964,1.283,1.324,3.215,1.156,0.7715,2.299
1.729,2.355,1.501,1.488,-1.684,3.098,3.777,5.555,7.484,6.02
-0.9917,-0.9995,0.7334,0.2876,0.74,-0.4578,-0.5405,-0.549,-0.3582,-0.317
-0.0107,-0.3118,0.0381,-0.822,0.362,-1.146,-0.976,-0.09,-0.3762,-0.6567
-1.312,-0.7812,-1.499,1.823,-0.438,1.262,0.1855,0.1638,-0.171,-0.561
0.556,0.384,-1.419,1.43,-1.07,0.924,0.3813,-0.3032,-0.2659,-0.427
-1.353,-0.7803,-1.291,0.8545,-1.033,0.3015,-0.35,-0.7246,-0.246,-0.6997
0.2432,-0.11975,0.2542,-1.043,-1.127,-0.964,-0.774,-0.48,-0.3582,-0.6226
0.515,-0.0811,-1.521,1.323,1.55,0.633,0.577,0.5713,-0.06476,-0.4219
-1.179,-0.743,-0.1342,-0.85,0.744,-0.981,-0.829,-0.0948,-0.2722,-0.699
-0.434,-0.8604,1.507,2.006,-1.127,0.934,0.7153,-0.1316,-0.3528,0.2023
-0.9473,-0.887,-1.513,0.851,-1.721,-0.2185,0.06134,-0.561,-0.2489,-0.6274
-0.0711,-0.525,-0.8687,0.824,0.09326,-0.2314,-0.5977,-0.8022,-0.348,-0.728
-0.4766,-0.765,-0.4988,-0.7466,-1.449,-1.242,-0.6426,0.0651,-0.383,-0.774
-0.961,-0.992,-0.05777,-1.115,-0.797,-1.205,-0.869,-0.1781,-0.3774,-0.6675
-0.1008,-0.4507,1.401,0.9263,1.714,-0.2391,0.3555,0.4976,-0.1909,0.1774
-0.4785,-0.779,-0.3804,-0.6787,-0.6094,-1.142,-1.071,-0.2612,-0.4065,-0.725
-0.4912,-0.6587,-0.667,0.1599,1.242,-0.8247,-0.4775,0.1644,-0.3584,-0.8
0.2974,-0.3765,-0.0681,-1.653,-1.159,-1.071,-0.5654,-0.3347,-0.3716,-0.6807
0.08563,-0.3567,1.27,0.4219,1.087,-0.42,-0.455,-0.11176,-0.4053,-0.0807
0.9795,0.915,1.6455,1.594,-0.1882,1.636,0.8564,0.996,0.3242,1.037
0.992,0.9053,0.991,-0.2727,-0.746,0.1675,-0.1665,-0.8877,-0.05884,0.3843
0.9844,0.8823,-1.227,0.5566,-1.414,0.5913,0.3376,-0.5293,-0.08685,-0.1624
0.8145,0.2627,-0.528,0.0678,0.866,0.0909,-0.457,-0.345,-0.2275,-0.5283
-1.686,-0.591,0.1614,-0.7935,0.4543,-0.3245,-0.9253,-0.681,-0.1364,-0.619
0.3164,-0.2375,1.008,-0.73,1.209,-0.843,-0.569,0.2474,-0.197,-0.272
-1.597,-0.7124,1.348,1.507,0.802,1.225,0.2788,0.7324,0.13,0.1895
-1.619,-0.7007,-1.442,1.236,1.356,1.073,0.2517,0.7744,0.1545,-0.4707
0.327,-0.2305,-0.537,-0.986,-0.0609,-0.9673,-1.0,-0.529,-0.361,-0.815
-0.592,-0.842,0.1656,-0.012375,-0.386,-0.899,-0.888,-0.5674,-0.3774,-0.6406
0.073,-0.485,-0.982,0.75,0.993,-0.372,-0.3076,-0.266,-0.3706,-0.7417
