V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-0.8115,-1.473,-1.114,-1.409,-0.573,-1.119,-0.605,0.013596,-2.223,2.496,1.148,-0.4512,0.5415,-0.839,-0.8906,1.96,1.724,2.387,0.48,0.928
-1.19,0.7417,0.9785,0.899,-0.903,-0.8457,0.4263,-1.657,0.342,0.1192,0.4087,-1.041,0.7017,0.6577,1.129,-0.165,0.6187,-0.5264,-1.096,1.412
-1.78,-1.389,-0.0649,-1.309,-1.245,0.892,1.341,1.215,-0.763,1.278,-0.0698,-0.6113,0.733,-0.9033,-0.1976,0.672,0.3777,0.863,-0.2377,-0.12396
1.533,-0.579,0.624,-0.8125,1.324,1.691,-0.5254,0.72,0.655,-1.455,0.1918,-0.1691,0.5566,0.65,1.024,-0.9233,-0.00513,0.859,-0.5215,-0.496
-0.722,1.36,0.6597,1.209,-0.578,-1.391,0.2656,-1.642,-0.7,0.1771,0.4148,-0.8345,0.5728,0.804,-0.2625,0.3916,-0.3433,-0.8765,-0.4675,2.477
1.004,-1.338,0.29,-1.386,1.469,-1.587,-0.936,-0.7695,-2.967,0.5786,1.418,-1.299,0.85,0.9194,-0.765,2.395,0.535,1.537,0.4153,2.672
-0.5527,0.3884,0.7603,0.8984,-0.3652,-0.4814,-0.271,1.414,0.509,-0.628,0.195,-0.528,1.032,-0.59,1.065,-0.725,0.3933,0.4246,-1.109,-0.3303
-1.432,0.1019,1.099,0.631,-0.929,-0.2957,-1.574,-1.325,0.4407,0.2064,0.68,-0.1736,0.625,0.3918,0.9683,0.01854,0.7207,-0.2065,-1.154,1.539
-0.966,0.879,-1.569,1.09,-0.97,1.213,0.964,-0.665,1.264,1.237,-0.8516,0.601,-0.6377,0.0895,-0.1385,-1.131,0.1317,-0.5107,-0.27,-1.324
1.326,1.737,0.5166,1.106,1.81,-0.3271,-1.088,-0.3894,0.845,-1.348,-1.2705,1.33,-2.088,-0.1128,-0.606,-0.3364,-1.859,-1.653,1.42,-0.733
0.639,-0.7256,-0.9487,-1.274,0.6016,1.69,-0.828,1.333,0.5303,-0.0914,-0.9365,0.393,-0.2957,-0.262,-0.1841,-0.2542,-0.987,1.0625,0.171,-2.234
-1.538,-1.484,0.4336,-1.274,-1.651,-1.022,-1.354,-0.4849,-2.072,2.021,1.512,-1.377,0.2563,-0.932,-1.036,3.055,1.426,2.387,0.625,1.883
1.162,-1.438,1.439,-1.326,0.919,1.446,-0.0367,1.085,-0.835,-0.622,-0.1115,0.1128,0.2817,-1.005,-0.4849,0.7676,-0.999,1.094,0.4033,-0.138
0.6504,0.4395,0.4006,0.9097,1.021,0.3809,1.542,0.6294,0.7056,-1.206,-1.801,2.758,-2.258,-1.427,-0.808,-0.623,-1.776,-1.026,1.509,-1.691
0.3464,0.6367,0.427,0.772,0.006313,1.258,-0.5986,0.765,1.094,-1.218,-0.3264,-0.159,0.3726,0.5024,1.051,-1.255,0.0887,0.4036,-0.6777,-0.4067
0.0102,0.5786,1.01,0.787,-0.3281,1.1455,-0.09564,-1.337,1.207,-1.388,0.633,-0.7065,0.7085,1.007,1.082,-0.5356,0.303,-0.1357,-1.123,0.659
-1.0,-0.01868,-1.712,0.2563,-0.8955,-1.172,-1.068,-0.9683,-0.55,1.942,1.619,-1.6045,0.8555,-0.3062,-0.2458,1.3125,1.8125,0.9946,-1.196,0.66
-0.7256,0.4116,0.551,0.96,-1.1045,0.268,1.057,-1.127,0.611,-0.627,0.1267,-0.2634,0.1231,0.9995,0.5293,-0.852,-0.568,-1.067,-0.1307,0.58
-0.3892,-1.133,-0.682,-1.2705,-0.878,0.1843,1.182,1.457,-0.06744,-0.006817,1.176,-0.8374,0.7896,-0.1674,0.672,-0.2458,0.7925,0.9546,-0.6094,-0.914
-0.6045,-0.842,-1.354,-1.077,-0.883,-1.586,1.206,0.8813,-2.377,2.488,-0.05795,-0.2429,0.3354,-1.192,-1.27,1.312,0.4521,0.2656,0.886,0.3267
0.94,0.02924,-1.122,0.2263,0.994,-0.725,-1.032,0.8906,0.2166,0.01648,1.284,-0.877,0.7256,0.7485,0.8457,-0.3228,1.256,0.4521,-1.24,0.1891
