V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-1.603,-1.104,1.448,0.933,1.192,0.541,-1.637,-1.082,1.323,1.267,1.201,-1.036,-1.689,-0.732,1.382,-1.066,-0.3245,-1.262,0.5947,-0.6777
-0.4634,0.1661,0.8384,-1.42,0.9116,-1.285,0.5225,0.09595,0.04407,-0.415,0.6416,0.9307,0.526,1.312,0.4968,1.566,0.4177,-0.3137,-0.10645,0.6216
-0.3594,-0.1621,0.3428,0.4739,0.7026,-1.522,1.088,-0.365,0.685,-0.6743,-0.3667,0.002611,1.519,-0.1266,-0.149,-0.4497,-0.329,-1.013,-0.03023,-0.2284
-0.515,0.1384,-0.3792,-1.425,-0.16,-0.6206,1.431,-0.602,0.6387,-0.9473,0.01441,-0.4263,0.939,-0.3254,-0.1486,1.454,0.3079,-1.633,0.2184,0.9814
-1.34,-1.565,-1.248,0.701,-1.606,-0.02428,-1.167,-1.045,-1.193,0.06015,0.4976,-0.06946,-0.6685,-0.4983,1.272,0.4773,0.6265,-0.6875,0.1677,0.0367
1.449,0.2311,0.749,-0.846,0.897,0.3442,1.008,0.2917,0.37,1.4,1.016,-1.123,-0.02687,-1.403,-1.069,-0.974,1.812,1.107,-0.4314,1.182
0.8486,-0.08136,-1.143,1.089,-1.602,0.6973,-0.684,-1.721,-1.337,2.242,0.1849,1.017,-0.08276,-0.321,0.981,-0.564,1.37,1.704,1.344,0.4612
-0.493,-1.179,0.7764,0.7793,0.909,1.513,0.344,-1.199,0.1456,-0.3652,-0.265,-0.916,0.748,-1.7705,-1.461,0.1597,-2.45,-0.32,-0.1976,0.1732
1.602,-1.359,1.632,1.403,1.284,-1.476,-2.02,-1.047,1.185,-0.67,-0.6436,0.6826,-0.384,0.1182,1.009,-0.1758,0.3464,0.941,0.4685,0.2556
-0.52,-1.557,1.582,-0.1376,0.9824,1.068,-1.036,0.511,2.303,1.358,1.009,-1.425,-1.211,-1.614,0.5854,-1.395,1.501,0.8853,-0.62,1.269
-0.312,1.209,-1.789,-1.327,-0.10364,0.7134,1.428,-0.3506,-0.1168,1.6875,1.659,0.1326,-1.36,1.251,0.4504,-0.5693,-0.9165,0.1694,-1.786,-0.6113
0.10345,0.8013,-0.708,-0.05096,-1.113,-1.291,-1.183,0.142,-1.402,-0.567,-0.9995,-1.111,0.09937,-0.295,0.09607,-0.2072,-0.767,-0.599,-0.633,-1.186
-0.4424,1.262,0.975,1.246,0.975,0.657,-0.299,-1.794,1.189,2.135,0.9736,1.707,0.2089,1.268,0.8696,-0.4084,0.692,0.5547,-0.29,0.7837
0.7227,-0.7666,-0.10657,1.669,0.05878,0.863,0.948,0.468,0.4075,1.75,0.481,-0.795,0.07886,-0.825,-1.367,0.3062,-0.881,-0.3572,-1.405,-0.229
-1.722,0.2181,1.62,1.632,1.418,-0.0779,-0.499,-1.54,2.045,-0.324,0.3953,-1.651,-0.913,-2.182,0.5,0.9272,1.785,-0.7666,-2.332,1.956
-0.2216,-0.2583,-1.728,-0.4314,-0.912,-1.427,-0.859,1.065,-1.405,-0.808,0.1409,-0.1958,0.271,0.007786,0.239,0.5894,1.591,0.2478,1.63,1.651
-0.393,0.9526,1.627,1.157,0.9775,-0.964,-0.1738,-1.37,1.324,-1.041,-1.497,0.779,-1.013,0.2947,0.682,-1.221,-0.8965,-1.546,2.143,0.341
1.602,-1.351,-1.221,1.08,-1.421,1.304,-1.925,-1.25,-0.6045,0.993,1.313,0.8823,-0.929,-0.4321,1.2295,-0.05295,0.1362,-0.892,-0.2241,-0.2125
-1.159,1.447,-0.1605,1.412,0.1428,-0.1259,1.452,0.1877,0.861,-0.657,-1.72,-0.598,1.716,-0.1699,-2.123,-0.2583,-1.658,-0.709,2.75,-1.525
