V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
1.209,-0.8726,0.04572,0.01154,-0.796,0.852,0.8374,-1.147,0.3618,0.7217,0.00603,1.377,0.869,0.7607,-0.46,-0.06793,-0.3325,0.8223,1.241,0.862
0.9478,-1.525,-1.675,-0.2654,1.408,0.8433,0.8916,0.652,-1.19,0.1615,1.216,-1.589,-1.657,0.7764,-1.565,0.9185,-1.599,1.516,-0.1582,-0.2583
1.277,1.663,0.485,-0.5483,1.237,-1.545,-1.32,-0.9395,0.966,0.931,0.1019,-0.3572,0.7085,-0.003506,-0.6113,-1.202,-0.1509,-0.0878,0.0707,0.7163
-1.297,1.525,1.091,0.1852,-0.3474,-1.518,-1.749,-0.312,-0.6367,1.182,-0.5527,0.9683,0.8813,-0.2365,-1.255,0.651,0.9185,-0.6025,-1.4795,-0.04236
-0.7896,-1.519,-0.599,-0.3772,-0.04752,1.009,1.082,-0.977,-1.423,1.125,0.05237,0.9224,0.39,0.08777,-0.5537,0.8545,0.1793,1.337,0.713,-0.2258
-0.274,1.808,1.636,-0.6416,-1.383,-1.788,-1.666,-0.791,0.603,1.168,0.01002,1.377,1.044,0.4944,1.344,-0.4573,0.251,-0.1396,0.2056,1.568
-0.926,0.2335,1.102,0.0861,0.8716,0.2634,0.39,0.8325,-0.1887,0.04156,-0.6606,-1.539,-0.3782,0.01272,1.419,0.507,-1.289,-0.3423,-0.1946,1.019
-1.285,-0.4102,-0.256,0.56,-1.472,0.625,0.65,-0.4114,0.07056,0.5986,-1.181,1.296,0.1465,-1.519,0.937,0.3774,0.9863,0.2249,-0.2732,1.175
0.9033,-1.56,-1.498,-0.9893,0.4456,0.7886,0.7427,1.139,-1.438,-0.4307,1.06,-1.367,-1.833,0.899,0.7593,1.293,-1.214,0.621,0.635,-0.592
-0.6553,0.0905,-0.9507,0.7725,0.765,0.1987,0.3042,1.416,0.8276,-1.336,0.746,-1.716,-0.865,0.951,-0.9614,-1.314,-1.8125,0.0921,-0.3682,-0.737
-0.03995,-0.9526,1.561,1.231,-1.264,0.724,1.169,0.5845,1.238,-1.056,-1.061,0.1945,0.568,-1.545,-0.0567,-1.33,0.824,-0.6885,0.1766,-1.346
-0.8667,0.2637,-1.281,1.5205,-1.069,0.2426,0.331,0.628,1.467,-1.8125,0.4648,0.0893,0.03093,0.754,-0.85,-1.53,1.03,-0.3867,0.3718,-0.769
0.9663,0.1354,-0.1826,1.383,0.2712,0.4282,0.842,-0.3674,-0.3425,-0.8174,-1.274,0.3977,0.046,-1.496,1.308,0.7485,0.784,-0.634,0.186,0.1826
-0.02156,-0.4558,0.6875,0.2964,-1.245,0.727,0.5537,1.521,0.8447,-1.631,-1.027,-0.2993,0.154,-0.4915,-0.0686,-1.06,0.9937,-0.9585,0.51,-1.25
-1.51,1.346,0.9146,1.748,-0.004097,-1.758,-1.749,0.0081,0.968,-1.753,-0.436,0.5522,1.375,0.1121,1.547,-1.481,1.129,-2.002,-1.443,-2.602
-1.18,-0.22,1.286,0.7695,0.2412,0.407,0.1908,0.04388,1.597,0.264,-0.4856,0.4224,0.8823,-0.02547,-0.7944,-1.519,1.094,-0.4463,-0.0985,0.1764
-0.945,-1.031,-0.707,1.572,1.527,0.929,0.6787,-1.744,-0.826,-1.57,-0.7056,-0.1741,0.2137,-0.129,1.378,0.695,-2.11,-0.8804,-0.7295,-1.953
0.3843,-1.61,0.583,-1.106,0.4482,1.221,0.919,1.461,-0.5586,-0.735,1.625,-1.325,-0.8647,0.599,-0.8594,0.843,-0.62,0.658,0.7075,-0.1537
-0.4785,0.737,-1.608,1.185,-0.928,-1.101,-1.254,-0.3652,-1.039,-0.048,-0.311,1.163,-0.09845,0.2325,0.233,1.017,0.8755,-1.094,-0.2183,-0.26
-1.449,1.603,0.8105,0.7793,-0.9517,-1.617,-1.406,-0.04135,-1.426,0.02092,-1.24,1.103,0.411,-1.861,-0.2925,1.295,0.987,-1.457,-2.385,-1.501
1.0,-0.788,1.377,1.3,0.9478,0.9756,0.6367,0.891,1.479,-1.328,-0.4736,-1.724,-0.1207,0.3098,-0.285,-1.696,-1.492,-0.6763,0.1497,-1.547
1.41,-1.575,-0.9434,-0.5044,-0.7344,1.027,0.906,-0.4595,1.538,0.8457,-1.315,1.225,-0.867,-2.162,-1.759,-1.412,0.94,0.5303,-0.5366,-0.5
1.085,1.77,1.434,-1.237,1.506,-2.045,-1.727,1.492,1.152,-0.964,-0.5034,-2.176,-1.577,-0.3176,0.2126,-1.193,-2.11,-1.935,-1.8545,-1.925
0.0351,0.954,1.596,0.5586,-0.659,-1.301,-1.156,0.3198,-0.6904,0.1494,0.2383,0.4817,1.587,0.5703,0.738,0.741,0.782,-0.6133,0.335,0.866
-0.715,0.7485,-1.444,-0.8154,0.0906,-0.9487,-1.015,0.76,1.371,0.2169,-0.612,-0.515,-1.17,-0.09064,1.016,-2.139,0.6567,-1.174,-0.3298,-0.4302
-0.09326,0.7544,-0.2034,0.7466,-1.133,-0.727,-0.485,-0.652,-0.631,0.673,-1.648,1.389,-0.042,-2.365,-1.69,1.078,1.022,-0.594,-1.29,0.02603
-1.689,-1.278,0.0888,-0.2128,-0.4426,0.739,0.844,1.658,0.212,-1.535,-0.9727,-0.4685,-0.1747,-0.8105,1.555,-0.394,0.633,-0.9067,-0.3157,-1.6875
0.004395,0.4707,1.331,-0.2483,1.305,-0.1562,0.1827,-1.644,-1.019,0.755,0.783,-0.2142,1.021,1.075,-1.121,0.8164,-1.938,0.936,-0.372,0.675
-1.122,-1.038,1.389,-0.1154,1.55,0.902,0.5566,-0.3538,0.4954,0.5547,0.2218,-0.5273,0.7017,0.559,-0.589,-0.2883,0.1758,0.945,0.551,0.7026
-0.2273,0.2064,-0.0753,1.723,0.1288,0.338,0.4648,0.893,-1.28,-2.58,-0.6157,-0.65,0.1438,-0.507,-1.425,0.793,0.2905,-1.1,-0.4602,-1.794
-0.8843,0.06274,1.599,-1.62,-0.752,0.4543,0.3154,1.324,0.623,-0.147,0.626,-0.3574,-0.1342,0.9277,-1.596,-0.6597,0.682,0.06586,-0.04276,0.8877
0.503,1.423,-1.333,-1.671,0.4424,-1.676,-1.523,1.752,1.442,-1.216,-0.02966,-1.455,-2.803,0.2212,0.3071,-2.012,-1.051,-1.75,-1.163,-2.36
-0.5493,-0.04105,0.5723,0.8936,-0.0521,0.5923,0.5425,-0.422,1.461,0.697,-1.147,0.907,0.4172,-1.072,0.1772,-1.772,1.057,-0.02086,0.3586,0.2837
0.9346,-0.881,0.5396,-1.253,0.1827,0.9673,0.5835,0.39,0.1382,0.598,-1.529,-0.08496,-1.604,-2.17,1.157,0.279,0.7134,-0.009834,0.3079,0.78
-0.2603,1.077,-0.0663,-0.8296,1.119,-1.197,-0.9375,1.608,0.4436,-1.436,-0.4792,-2.098,-1.468,0.007088,-1.248,-0.288,-2.016,-2.012,-2.186,-1.981
0.6533,-1.671,-0.423,-0.9824,0.0993,0.833,0.698,1.117,-1.772,-0.1259,0.345,-0.762,-0.1968,0.3206,0.09894,0.8926,0.3293,0.3025,1.283,-0.396
0.001193,1.359,-0.0588,-0.7188,0.01988,-1.649,-1.628,-1.666,1.324,1.254,0.282,1.049,0.589,0.2893,0.7363,-1.396,-1.723,0.2389,-0.93,0.1953
-0.6626,-1.131,-0.1986,0.733,-0.569,0.927,0.5693,-1.62,-0.9165,0.8687,0.866,1.3955,1.562,1.001,1.415,1.481,-1.34,1.353,0.4187,0.353
-0.5903,-0.989,-1.4795,-0.831,-1.589,0.784,0.8022,-0.1125,-0.05225,0.83,0.1183,1.085,-0.446,0.3682,-1.025,0.351,0.731,1.109,0.599,0.893
-0.817,1.341,0.04657,-0.9097,1.18,-1.375,-1.635,0.10126,1.224,0.886,1.157,-0.7373,-0.06335,0.922,0.4197,-1.474,0.2491,0.627,0.0159,0.9243
-1.2705,-1.412,-0.1606,-1.738,1.698,0.9053,0.949,-1.248,1.335,1.473,-1.606,-0.41,-1.901,-2.271,-1.481,-1.412,-0.991,0.643,-1.903,-1.168
1.069,-1.176,-0.4355,1.148,1.287,0.7627,0.6963,0.7427,1.638,-0.704,1.655,-1.73,-0.064,0.583,1.227,-1.624,-1.807,0.7495,0.4854,-0.6294
1.53,0.852,0.376,-0.8853,-1.051,-1.099,-0.785,-1.225,0.57,1.156,-1.503,1.517,-0.4653,-1.826,-1.51,-0.258,-0.383,-0.763,-1.418,0.152
-0.3533,1.628,1.678,-0.3157,0.9805,-1.448,-1.464,0.33,1.59,0.3823,0.04474,-0.925,0.3499,0.3982,1.226,-1.398,0.1486,-0.752,-0.02516,0.1564
-0.8647,0.733,-1.249,0.3345,0.844,-0.8438,-0.816,-0.6045,0.489,0.632,-0.897,-0.11536,-0.7036,-0.6016,-0.4448,-0.2505,0.536,-0.8003,-0.3071,0.617
-1.171,-1.197,-1.351,-0.01886,0.8955,0.9136,0.8247,0.3494,1.402,0.5757,-0.6304,-0.9775,-1.428,0.02013,-1.635,-1.271,-0.1753,0.4583,-0.4048,-0.3442
0.823,-0.7153,0.4263,1.4,-0.4055,0.912,0.577,-1.273,-0.6206,-0.707,0.258,1.26,1.458,0.6943,-1.143,0.916,-0.744,0.08014,0.1865,-0.0782
1.39,0.569,-0.918,0.3684,-1.495,-0.4912,-0.2396,0.843,0.8706,-0.1385,0.604,-0.08765,0.3555,0.658,-0.4978,-1.26,0.8735,-0.2136,0.944,0.4023
-1.031,-1.151,-0.5894,1.009,0.716,0.77,0.655,-1.7705,-0.8677,0.3857,1.4375,0.1753,0.9424,1.047,-1.626,0.7354,-1.766,1.53,-1.092,-0.496
