V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
-0.454,1.245,0.1863,-0.5225,-0.3545,1.784,0.7485,0.001076,0.1648,0.49
0.6226,-1.123,0.6353,1.798,-1.539,-0.137,-0.4094,0.0715,-0.1969,-0.682
-1.224,-1.678,0.927,0.708,1.437,-2.592,1.36,1.393,0.21,0.1819
0.5005,0.4456,1.174,2.188,-1.635,-0.5728,-0.9224,0.2507,0.8926,-0.938
0.7295,-0.566,-1.0205,-1.615,-0.528,-0.3755,-0.353,-1.681,-1.687,-1.438
-1.621,1.614,-0.639,-0.3555,0.695,0.12366,0.187,-0.67,-0.1694,1.553
0.8667,-0.951,-1.258,-1.672,-1.057,-0.1236,0.2169,-1.496,-1.071,-1.389
1.749,-1.351,0.4817,0.876,0.3909,-0.05783,0.507,-0.9155,0.05225,-1.048
0.4124,1.636,-0.69,0.8525,0.791,0.6577,0.1809,-1.058,0.3784,0.4932
1.296,-0.1576,1.553,2.172,-0.4778,2.008,0.3987,-0.824,0.773,1.358
-1.223,1.522,-1.277,-0.4177,0.02403,-0.08295,2.105,-1.594,0.1078,-0.1416
0.3828,-0.1709,-0.2576,0.5435,0.2637,-0.3965,0.2515,-0.968,-0.1322,-0.3093
0.609,-0.184,1.58,-0.643,0.2329,0.5674,-1.454,-0.6694,-0.7524,-0.595
0.7534,-0.4966,-1.366,-0.949,1.294,-1.179,-1.227,0.318,-0.02803,-0.05954
-1.064,-0.2974,0.0138,-0.0996,-1.01,-0.672,-1.176,-0.3596,-0.4683,-0.912
0.3208,0.7554,-1.342,-0.902,-0.8887,-1.086,-0.01284,0.677,-0.5234,-0.349
1.565,-1.695,-0.11285,0.656,0.2998,-1.42,0.09,-1.668,-1.097,-1.973
-0.2053,0.74,-0.4797,-0.8774,-1.524,-0.01508,-0.2264,-0.901,-0.4592,-1.096
1.492,-0.1871,-0.8105,-1.095,-0.2942,-0.1952,0.9033,-0.849,-0.254,-1.342
-1.224,0.9546,-1.278,-2.158,1.66,0.835,1.74,0.2952,0.536,1.293
0.443,-0.3699,-0.9946,0.4822,-0.398,-0.3347,0.58,-0.903,-0.2573,-0.651
0.4854,-1.007,-1.335,-0.4475,-1.126,-1.748,-1.423,-1.269,-0.8687,-2.246
-0.2318,1.357,1.436,0.864,-0.000387,0.7676,1.445,-0.8257,0.107,1.0205
-0.0927,-0.5615,-0.6523,-0.3633,0.4812,-0.3003,-1.326,0.1704,0.3335,0.3018
0.53,-0.8115,-0.1389,0.1898,-0.171,-0.252,-1.855,-1.146,-1.173,-1.204
0.7095,-0.6665,-0.0523,0.2803,-0.5923,-0.3542,-0.1113,1.421,0.02519,0.1924
1.388,-1.614,-1.488,-1.245,-1.187,-0.959,-1.157,-1.319,-1.169,-2.428
0.1211,0.524,0.8223,0.662,0.868,1.6455,-1.226,0.9536,0.939,1.223
-0.9062,0.7163,1.638,1.323,-1.186,0.3118,0.8584,-0.7847,-0.9634,-0.806
0.8193,0.2935,1.125,0.3716,0.928,1.015,-0.4656,0.2524,-0.0885,1.148
