V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
-0.1543,-1.465,-1.778,0.08307,-0.9907,-1.527,-0.1791,-0.73,-0.3406,0.5234,-0.528,0.0697,1.615,1.015,-0.2249
0.00598,-0.696,-0.4258,-1.239,-0.537,-0.2448,-1.122,1.597,-1.21,1.16,-0.014275,-1.382,-0.2998,-0.527,-0.3564
-0.958,0.3757,1.124,0.1835,-0.1523,-0.7686,-0.8584,-0.3726,-1.36,0.5024,-0.9775,0.6523,-0.83,0.253,0.8354
1.676,-0.59,0.04367,-1.046,-0.5547,0.646,1.698,1.294,0.612,-0.863,1.364,-0.364,0.6206,0.853,-0.499
-0.463,1.188,0.11475,1.086,0.949,1.116,0.5127,0.853,0.927,-1.011,-0.7793,0.196,-1.591,0.8604,1.568
-1.291,-0.6753,-0.11115,-1.648,1.732,-1.649,-0.738,0.43,-1.089,1.185,-2.502,1.101,0.005917,-0.6577,-0.2443
0.05624,-0.07184,0.783,-0.817,0.871,0.758,-1.596,1.523,-0.848,1.012,-0.1395,-0.751,1.129,0.8086,-0.5806
0.97,0.2363,1.346,-0.207,1.723,1.117,0.922,-0.1053,1.202,-0.8184,0.2825,1.359,0.8115,-1.397,-1.303
1.246,-0.5093,-0.01581,-1.338,0.3516,0.6934,0.728,-0.639,1.372,-0.533,1.745,0.1648,-0.0916,1.251,0.4578
1.259,-1.405,-1.884,0.3037,1.084,0.359,-0.4727,1.339,-0.667,0.9385,-0.6074,-1.002,0.8438,0.283,-1.108
-1.098,1.561,-0.5356,1.602,1.55,-0.146,1.14,0.7188,1.244,-1.107,-0.731,0.5366,-0.2832,0.4324,-0.0994
0.2803,0.7983,0.6543,0.4294,1.403,-0.5405,-1.021,0.2402,-1.406,0.1835,-1.604,1.5625,-1.553,-1.781,0.1467
-1.208,-0.3662,0.813,-1.045,-1.028,1.353,0.2961,0.317,0.486,-0.783,0.1147,1.539,0.5396,-1.722,-1.201
-0.646,0.4475,1.179,0.02455,-0.3044,-0.01082,1.346,1.392,0.876,-0.5693,0.4639,-0.811,-0.1421,0.4417,0.2023
0.824,1.141,0.10986,0.894,-0.5635,-1.549,-0.3557,-0.8125,-0.5527,0.9463,-0.05338,-0.2988,0.1307,1.042,0.4902
1.535,-1.448,-1.518,0.2646,-0.3022,-0.47,-1.405,-1.118,-1.073,0.795,1.382,-0.989,-0.1042,0.2439,0.06165
1.445,-1.183,-0.974,-0.7686,1.441,0.612,1.498,-1.632,0.95,-1.221,0.0781,-0.871,-0.2123,0.3337,0.7085
-0.809,1.27,-0.0852,1.253,0.1339,0.4277,0.4321,1.337,0.9204,-0.9155,-0.1192,-0.8125,-1.439,0.4714,1.367
-1.67,-0.9,-0.5513,-1.198,-0.687,-1.658,-1.038,-0.6553,-1.248,1.283,-0.3406,0.232,-0.622,0.674,1.121
-0.841,1.014,0.519,0.776,-0.007114,-0.1093,-1.204,-0.3892,-1.446,0.3552,-0.2157,0.7666,-0.67,-0.467,0.63
0.8306,1.061,0.0406,1.226,0.6626,1.563,0.3936,-1.167,1.0205,-1.109,0.509,-1.149,-0.338,0.05347,0.646
-0.2295,0.595,1.156,0.4348,1.6455,0.2072,-0.7075,0.711,-1.153,1.158,-2.441,0.553,-1.087,0.4739,0.8804
1.052,0.0266,0.879,-0.01093,1.699,0.7915,1.264,1.421,1.389,-0.9907,0.2517,-1.177,0.3486,-0.11383,-0.6143
-0.8096,1.5625,-0.7183,1.411,-0.551,-1.331,0.6997,-0.758,1.059,-1.012,0.3416,-0.025,0.1793,1.512,0.2258
0.3096,0.542,1.187,0.2162,0.01657,-0.6123,1.419,0.6636,1.006,-1.519,1.119,0.4785,-1.258,0.867,1.11
1.302,0.3135,1.091,0.10077,1.457,-1.377,1.171,1.194,1.278,-1.187,0.353,-0.7935,1.285,0.3997,-0.5044
1.421,-1.703,-2.016,0.9165,0.946,-0.3992,-1.68,1.342,-0.881,1.318,0.8174,-1.015,-1.342,0.607,0.684
-0.1021,1.412,-0.65,1.191,1.26,1.403,1.377,-1.531,0.943,-1.227,-0.5996,-1.219,-1.102,-0.0758,1.204
1.435,0.3555,1.31,-0.0216,1.226,-0.435,0.882,1.538,1.5,-0.8516,0.9043,-0.705,-0.2408,0.799,0.542
1.241,0.052,1.046,-0.3845,-0.6606,-0.438,0.1575,-0.2524,0.4412,-0.627,0.952,1.311,-1.072,-1.415,0.6655
-0.2372,-0.8228,-0.2717,-1.123,1.153,1.565,-0.525,-0.5874,-0.6147,0.713,-2.209,0.631,-0.2451,0.03894,0.54
0.8105,-1.382,-1.498,0.001481,0.0688,1.397,0.775,-0.1121,1.217,-0.556,1.573,1.144,1.58,-0.879,-0.7544
-0.5947,0.346,0.976,0.04044,0.1254,0.2222,-1.437,-0.6396,-1.105,1.311,0.2404,0.2812,-0.8447,1.2295,0.7217
-1.538,0.7715,1.106,0.5835,0.3145,0.3997,-1.04,-1.416,-1.335,0.4543,-0.6177,-1.397,-0.7373,-0.478,0.5537
-1.751,-0.4802,-0.0977,-1.419,-0.8257,1.594,-0.1092,1.442,-0.10376,0.2316,-0.1788,-1.074,-1.024,-0.0574,1.375
-0.9775,-1.396,-1.467,-0.0916,-0.4932,0.0701,-1.279,-0.1602,-1.156,1.131,-0.1788,1.236,0.7544,-1.144,-1.702
-1.784,0.3484,1.292,-0.254,-1.207,-0.1704,1.086,1.062,1.171,-0.8677,1.12,-0.5825,0.0226,1.365,0.0837
1.546,-0.619,0.2031,-1.301,0.756,1.195,-0.3003,0.526,-0.2444,0.6167,-0.7446,1.024,-1.63,-0.1111,1.192
-0.9834,0.4714,1.402,0.1783,0.7515,0.2052,1.234,-1.044,0.992,-1.137,0.0306,-0.7056,-1.284,0.6772,1.417
1.296,-0.1858,0.8477,-1.205,-1.384,0.597,-1.482,-0.673,-1.123,1.294,1.424,0.09094,-1.672,1.431,1.229
0.606,-0.7217,-0.4673,-1.313,1.036,-0.3804,0.8267,-1.416,1.091,-1.483,0.509,-1.036,-1.212,-0.02399,1.052
1.039,-1.088,-1.311,-1.015,1.659,0.61,0.582,0.5327,0.841,-1.044,0.1898,1.154,0.934,-0.8843,-1.347
-1.444,-1.342,-1.41,-0.1425,0.0769,-1.435,0.1797,-1.463,0.531,-0.926,-0.2164,-0.9937,-0.8574,0.1761,1.505
-0.1499,-1.265,-1.411,-0.5566,-0.10706,-1.13,-0.309,0.1956,-0.5264,0.978,-0.971,1.546,-1.113,-1.419,0.9595
-1.09,0.3398,1.198,-0.2473,-1.162,1.358,1.039,-0.4275,1.235,-0.534,0.7285,0.9424,-1.415,-0.632,1.222
1.236,1.5,-0.584,1.716,-0.188,-0.77,0.5225,1.015,0.9985,-1.376,1.701,-0.2303,-0.8047,1.15,1.365
1.202,0.3828,1.359,0.1621,0.0514,-0.3533,-1.486,-0.2703,-1.332,0.8486,1.434,1.241,-0.738,-0.986,0.4634
1.188,-1.205,-1.012,-0.5215,0.3027,1.319,1.55,0.6826,0.7583,-0.7705,1.331,0.6704,1.037,0.1346,-1.105
