V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
0.6484,-0.81,0.8335,1.567,-0.1792,0.2852,0.7686,0.5547,-1.122,-1.503
1.056,-0.98,0.955,1.219,0.07666,-0.1195,1.077,0.5327,-1.167,-1.543
-0.3225,0.5503,-1.107,-0.7886,1.092,-0.6562,0.7817,-0.1328,0.3423,0.581
-0.509,0.7715,-0.14,-1.044,-0.7695,-1.583,-0.7314,0.3853,0.985,0.07184
0.47,-1.167,-0.876,0.559,0.5503,0.91,-0.05267,0.762,-0.814,0.5317
-1.157,1.09,0.336,-1.083,-0.0545,1.133,-0.791,-0.0611,1.128,0.3943
-1.333,1.455,-0.4158,-0.7017,-0.636,0.945,-0.268,0.85,1.616,-0.1293
0.008766,-0.004364,0.0787,0.503,0.3542,1.081,-0.4387,0.702,-0.4204,0.7827
1.289,-1.131,-0.4268,0.842,-1.569,-0.1254,1.213,0.2915,-0.7397,-0.6196
1.32,-1.293,0.9204,0.1746,0.344,0.4365,0.5864,0.1665,-0.2644,0.614
-1.711,1.324,-0.6777,-0.8945,-1.398,0.338,0.641,0.3896,1.4,-1.438
0.09546,-0.2202,-1.437,1.1875,0.9736,-0.596,0.8647,-0.354,-0.6865,0.2273
1.603,-1.254,0.5947,0.2354,0.4033,1.1045,-0.9688,-0.6514,-0.7085,0.3657
-1.147,1.28,1.339,-0.918,-1.505,1.029,-0.643,-1.536,1.686,-0.1528
-0.547,0.6636,-0.2423,-0.9473,1.331,-1.538,-0.653,0.5713,0.1964,-1.541
-1.608,1.173,-1.16,-1.043,-1.525,1.136,-1.074,1.505,1.45,0.1499
-1.203,1.132,-1.198,-1.072,-0.0679,1.592,-2.084,-1.194,1.427,0.2517
-1.625,1.098,-1.581,-1.072,-0.2202,1.097,-0.649,1.238,1.0,1.193
0.7876,-0.894,-0.986,1.546,-0.2285,-0.02705,1.067,-0.1704,-1.102,-2.05
0.278,-0.205,-0.757,1.172,1.568,0.0672,1.139,-0.07043,-0.658,0.3152
0.8228,-1.295,-1.215,0.09326,-0.02586,-0.782,0.6016,-0.1879,-0.6323,-1.507
-1.037,1.211,1.329,-1.008,1.745,-0.1561,0.996,-0.05032,1.3125,1.195
-0.01183,0.01484,0.2676,0.3987,1.799,-0.4019,1.045,1.282,-0.3892,0.5186
-0.8745,1.124,-0.1951,-1.072,0.3088,0.05167,1.214,0.4607,1.308,-0.0411
1.319,-1.19,-1.377,0.3833,-0.272,1.799,-2.508,-2.492,-1.158,-0.0325
-0.941,0.9404,-0.9067,-1.117,1.548,0.1357,0.9395,-0.0747,1.269,1.753
-0.684,1.002,-0.689,-1.116,-1.151,0.3071,0.6475,0.3765,1.3,-1.521
-0.5645,0.3901,-0.6807,-0.5654,0.8467,-0.672,0.7856,0.255,0.0911,0.305
-0.9575,1.188,-1.291,-1.034,0.6646,1.673,-2.305,-1.9375,1.006,2.1
0.2094,0.004456,-1.501,0.5415,-1.158,-1.595,-0.74,1.458,-0.4023,2.523
1.417,-1.423,-0.15,-0.6167,-1.237,-1.123,0.046,0.9907,-0.9854,0.354
-0.202,0.3652,-0.734,-0.3623,1.272,1.736,-2.38,-2.678,0.2937,1.463
-0.1981,0.3591,-0.857,-0.4207,1.202,1.525,-1.992,-1.491,0.2183,0.5977
0.7114,-0.877,-0.3584,1.312,0.6895,0.133,1.062,0.6045,-1.29,0.1306
1.429,-1.021,-0.774,1.179,0.04327,1.467,-1.593,-0.351,-1.159,-1.133
-0.289,0.4958,0.5234,-0.7124,1.563,-0.2776,1.135,1.053,0.3726,1.144
-0.1691,0.2876,0.04358,-0.1713,1.658,0.9595,-0.1857,0.903,0.06836,1.469
-0.552,0.85,-0.599,-1.081,0.1377,1.639,-2.127,-2.195,0.939,1.389
1.134,-1.175,1.54,0.691,-0.09125,0.0933,1.052,-0.2169,-0.8657,-2.162
1.089,-1.354,-0.6226,-0.07355,-1.012,-1.345,-0.3596,0.9395,-0.4624,0.835
-1.353,1.265,0.0697,-0.92,-0.04987,1.388,-1.614,-1.556,1.75,1.075
