V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0.0333,0.569,0.3406,1.421,-0.6245,0.02675,1.207,-0.9985,-1.621,-0.717,-0.5728,-1.051,-1.1,0.3647,0.969,1.016,-0.0934,-0.727,-0.839,0.0732
1.214,-0.826,-1.062,0.4019,0.2303,-0.1647,-1.02,-0.926,-1.673,0.9688,0.2067,0.4136,1.009,0.2522,-0.01807,-0.199,-0.3396,-0.8984,-0.07513,0.3071
-1.106,1.057,-1.388,-1.487,1.499,0.9976,-0.2462,1.637,-0.1779,-1.001,0.4675,0.8677,-0.6772,-1.234,-0.887,0.4824,1.643,-0.686,1.802,0.1004
1.086,-0.2412,0.5176,1.443,-1.653,-0.9062,0.859,-0.912,-0.01287,-0.02762,1.028,1.283,-0.904,-1.059,-0.3467,1.005,0.4126,1.35,1.526,-0.3164
-0.4238,-0.4202,1.217,0.266,0.1449,1.268,-0.9697,-1.165,-0.891,0.2499,-1.054,-1.182,-0.9097,-0.609,0.7466,-1.2,-0.003849,-0.812,-0.3955,-0.598
-0.998,-1.272,0.3748,0.1416,0.6,1.251,-0.9917,-0.762,0.8384,1.379,-0.559,-0.7314,-1.834,-0.5117,-1.223,1.242,-0.2925,-0.3726,0.4666,0.4382
0.952,0.6826,-1.617,-1.753,0.439,-0.3604,0.8403,-0.714,1.3955,-0.5767,-0.945,-0.9,-1.043,-0.3074,0.9736,-1.36,0.2598,-0.139,-1.309,-1.017
0.4663,-0.2869,0.00156,1.372,1.082,-0.9995,-0.992,-0.2844,0.2058,0.0971,1.518,0.9653,-0.676,0.4272,-0.03317,1.483,1.064,1.056,0.643,0.82
1.257,-1.578,1.5625,-1.86,-0.6797,-0.257,1.26,1.246,0.221,1.359,0.0684,0.2189,1.906,-0.2405,0.478,0.5674,-0.278,-0.10925,-0.1866,0.3677
-1.514,-1.276,-0.2576,-0.1692,-0.4678,-0.03662,-0.703,-0.9814,-1.105,1.52,0.6367,0.764,0.1094,-0.1891,-0.1764,0.2922,0.675,-0.327,0.988,1.372
-1.443,-1.587,0.087,0.4004,1.008,0.03894,-0.407,-0.3655,0.2502,1.349,-0.1316,-0.3906,-1.383,-0.3643,-1.315,-0.7754,0.08844,-0.8193,-0.4985,-0.6143
0.805,0.3853,-1.46,1.1875,-0.29,-1.219,0.672,-0.02818,1.341,-0.606,0.11896,0.3147,-0.9014,-1.216,-1.559,1.244,1.775,-0.8735,0.3699,1.503
-0.774,1.125,0.721,-1.516,1.173,1.816,-0.163,-0.5376,1.017,-1.115,-1.045,-1.01,1.881,0.1929,0.3254,-0.875,0.4812,-0.9194,-1.695,0.0737
-0.7915,-1.013,0.682,-0.1523,-0.04712,1.71,-1.483,-0.537,0.803,1.506,-0.6265,-0.872,-1.095,0.517,-0.3784,-1.705,-0.0739,-0.3013,-0.5938,0.78
0.9746,-1.34,0.3708,-0.02339,-1.122,-0.7007,0.963,-1.428,-0.8853,1.577,2.059,-0.11957,-1.423,-0.9517,1.204,0.9053,0.585,-1.051,-0.2432,0.4346
1.062,-1.614,-0.771,0.6885,1.652,-0.8843,-0.7373,0.747,1.55,1.305,0.1078,0.2942,0.3328,0.04636,0.5845,0.258,-0.846,0.509,-0.874,-0.05945
-1.437,0.614,0.777,1.3125,-1.407,-0.04755,1.689,-0.284,1.409,-0.633,-1.444,-1.583,-0.703,0.0338,1.915,0.8945,-1.891,-0.9927,-0.3508,0.2448
-1.137,1.409,0.253,0.424,1.544,0.99,-0.1582,-0.388,-0.4033,-1.026,0.4524,0.8354,-1.926,-1.181,-0.1732,-0.9497,0.8774,-1.147,1.46,0.753
0.8105,-1.504,0.5396,-0.4314,-1.569,-0.802,1.467,-1.434,1.485,1.447,0.2622,0.5854,-0.3413,-0.8794,0.556,0.3247,-1.184,-0.7827,-0.4033,-1.19
-0.1769,1.032,-0.5728,-0.9844,0.8516,0.9414,-0.817,-0.9727,0.11127,-1.198,0.05283,-0.1797,1.104,-0.804,-1.144,0.1322,0.2793,-1.072,0.4753,1.18
-1.127,-0.8433,-1.366,-0.2913,-0.5815,1.166,-0.599,1.958,1.62,1.242,-0.592,-0.693,1.403,-1.204,-1.11,-0.2174,-0.2744,-1.389,0.0851,0.02019
-1.252,1.004,0.1426,-0.7603,-1.336,0.6284,1.249,-0.9395,0.4775,-0.499,-0.13,-0.0364,1.028,1.643,-3.094,-1.728,0.848,0.7124,0.0348,-1.159
-0.466,-0.2412,0.02966,-0.02402,0.717,1.431,-1.22,-0.2485,1.469,-0.3945,-1.811,-1.508,-0.8223,-0.192,1.064,-0.1261,-0.908,0.514,-0.2778,-0.03607
0.1636,0.655,-1.382,-1.482,1.038,-0.3494,-0.2119,-0.712,1.445,-0.7554,-0.9985,-1.069,-0.621,-0.148,1.038,-1.261,-0.2207,-0.1328,-1.294,-0.7876
0.747,-1.363,1.177,0.706,0.1516,-1.546,-0.5317,0.1752,-1.487,1.443,2.344,-0.757,-0.614,-0.7573,1.227,1.552,-1.047,2.72,-3.277,0.1132
-0.4019,-0.2903,0.7705,-0.7866,-0.627,0.9893,0.0379,-0.1475,0.4734,0.1265,-0.3877,-1.222,0.621,-0.962,0.739,0.0877,0.148,0.5312,-1.311,-1.273
1.364,-0.1399,-1.649,-1.668,-1.15,-0.851,1.09,-0.988,0.898,-0.5625,0.4038,0.6147,-0.989,-1.085,-1.2295,-0.4216,1.719,0.936,0.087,2.672
0.02821,-0.6133,-1.0205,1.503,1.337,0.1737,-1.743,0.9746,1.674,1.001,-0.6533,-1.104,-0.3257,1.785,1.071,0.618,-0.5215,0.639,0.1343,-1.296
0.8667,-0.7373,-0.8037,1.048,0.3386,-1.279,-0.73,1.251,0.706,0.6074,1.331,1.166,0.1881,-0.2227,0.3403,1.198,0.1857,1.409,0.4768,0.389
1.612,-0.2225,-1.647,-0.9814,-0.6885,-1.142,0.2954,-0.5806,-1.519,0.1299,1.175,1.283,0.2206,-1.102,-0.367,0.608,0.10736,1.09,1.265,-0.295
1.235,0.04144,-0.3423,0.1355,0.1156,-0.9043,-1.371,-0.617,1.651,-0.4,-0.2942,-0.5073,-0.1649,1.078,0.706,0.2107,1.591,0.2883,0.9263,0.9697
0.292,0.4492,-1.034,-0.129,1.346,-0.6904,-0.5283,-0.11066,-0.242,-0.6484,1.109,1.366,1.564,-0.1425,-0.4758,-0.934,0.2769,-1.158,1.206,-0.3826
-1.605,1.315,1.075,1.649,0.04666,-0.1498,-0.363,-1.245,-1.098,-1.168,-0.273,-0.456,-0.4854,-0.1444,-2.875,1.115,0.5615,-0.1931,-0.2854,-0.1153
1.472,-0.794,1.064,-1.667,0.0543,0.5645,0.948,0.518,-0.928,1.237,-1.517,-1.333,2.225,1.133,0.3176,0.312,-0.2153,0.2145,-1.026,0.6562
-1.156,-0.93,1.502,1.456,0.4165,0.961,-1.046,-0.1843,-1.056,1.182,-2.09,-1.577,-0.4167,-0.4302,1.1455,0.8135,-0.6714,1.049,-0.1388,0.1317
