V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0.845,0.576,-1.289,-0.408,-0.2864,-0.11084,-0.9355,-0.9795,-0.996,0.445,1.647,-0.11383,-0.6396,-0.04654,-0.4475,-0.3274,2.379,2.996,0.5825,1.041
-0.2372,1.417,-1.298,-0.3752,0.1494,1.859,-0.886,-0.815,0.6255,1.408,-0.784,-0.507,1.631,-0.5225,0.8027,-0.1265,-0.7363,-0.539,0.3313,-0.3972
0.51,1.297,0.2015,-1.029,1.421,1.441,-0.7065,2.215,0.1831,1.328,-1.012,-0.7793,0.535,-0.8213,0.497,-0.2559,-0.706,-0.8154,-0.1086,-0.2578
-0.4348,1.2705,1.342,-0.864,1.618,1.196,-0.7446,2.547,1.239,1.278,0.661,0.4248,0.2678,0.409,0.5073,-0.07684,0.03482,-0.139,-0.1805,-0.4233
-0.941,-0.01694,0.7563,-0.05194,1.327,-0.9087,-0.7534,1.161,-0.219,-0.003698,-1.209,-0.967,-0.1451,-1.0625,0.3015,-0.3574,-0.2605,-0.527,-0.3062,-0.4814
-0.7026,-1.622,-0.1588,-0.717,-0.2605,0.5215,-0.923,-1.279,-0.823,-1.248,0.6113,0.8896,-0.342,0.5796,-0.398,-0.179,-0.6675,-0.3464,-0.3682,-0.3457
1.274,0.4675,1.043,-0.8896,0.5693,-0.3584,-0.6157,-0.4746,-0.0453,0.4739,-0.6973,0.9536,-0.555,0.837,-0.1875,-0.0771,-0.66,-0.7495,-0.3503,0.02388
-0.66,0.543,1.613,1.726,-0.02374,-0.1749,2.922,-0.786,1.741,0.2983,1.354,0.9487,-0.458,0.8887,-0.411,-0.07086,2.014,1.919,0.0629,0.263
1.215,0.2126,1.567,-0.911,-0.682,-0.6367,-0.716,-0.987,0.832,-0.0534,0.5317,0.4612,-0.4172,0.6035,-0.5356,-0.1469,0.0982,-0.346,-0.3398,-0.1854
0.2355,-0.01075,1.646,-0.11957,-0.9614,-0.8594,-0.9023,-0.315,1.045,0.06433,-1.464,0.4663,-0.2515,0.3408,-0.6294,-0.1974,0.9316,0.5474,-0.2585,-0.2698
-1.305,-0.577,-0.1807,1.3125,-0.4602,-0.985,1.316,-1.001,-0.3433,-0.4265,-0.2474,-0.09265,-0.1088,-0.2228,-0.4272,-0.326,-1.201,-0.7295,-0.3518,-0.573
1.694,0.4885,-1.632,-0.3647,0.659,-0.4006,-1.038,-0.411,-0.8706,0.3176,-1.6,-1.227,-0.534,-1.136,-0.0936,-0.428,1.024,0.4268,-0.2917,-0.12244
-1.492,1.014,0.7744,-1.593,0.582,0.62,-0.1704,-0.6416,-0.0854,0.964,-1.394,0.5723,-0.2803,0.7207,-0.1414,-0.0814,0.1247,-0.1128,-0.339,-0.502
-1.62,-1.652,-1.028,-0.582,1.074,0.726,-0.887,0.3813,-0.713,-1.6455,-0.6973,-0.778,-0.3347,-0.727,0.0782,-0.4023,-0.9966,-0.872,-0.2798,-0.564
1.338,0.655,-0.7656,0.604,0.1063,-0.1388,-0.1118,-0.8823,-0.703,0.4766,1.522,-0.599,-0.781,-0.5063,-0.416,-0.3787,1.675,1.364,-0.0907,0.01431
0.858,0.715,-1.015,-1.327,0.172,-0.297,-0.2054,-0.6143,-1.223,0.545,1.326,-0.676,-0.6445,-0.8267,-0.1532,-0.411,1.289,0.9297,-0.2228,-0.2003
-1.424,0.367,0.4578,1.088,0.3884,-0.5654,0.6987,-0.5615,-0.06244,0.2335,-0.2474,0.3718,-0.2098,0.539,-0.1199,-0.136,-0.9287,-0.6245,-0.3606,-0.5176
1.264,0.8403,1.133,0.2137,-0.812,0.3103,-0.553,-0.692,0.5503,0.5864,0.911,-1.492,-0.6084,-1.581,-0.6616,-0.4285,0.568,0.2161,-0.3103,-0.0964
-1.093,-1.505,-1.011,0.2201,0.8145,0.1381,-0.564,0.1606,-0.875,-1.524,0.4695,-1.283,-0.2798,-1.23,-0.04013,-0.4333,-0.5625,-0.626,-0.3318,-0.4263
-1.39,-0.0993,-0.2483,1.416,1.148,-1.137,1.762,0.6416,-0.317,-0.2487,-1.355,-0.2124,0.03815,-0.1744,0.155,-0.2715,-0.1727,-0.4246,-0.2915,-0.6133
0.09595,-0.574,-1.604,1.611,-1.709,-0.897,2.35,1.1875,-0.2554,-0.603,-0.7153,0.4238,-0.09827,0.2379,-0.66,-0.2385,-0.4978,-0.4255,-0.3481,-0.371
0.649,-0.1329,-0.7485,0.1259,-1.221,-1.099,-0.749,-0.4517,-0.8247,-0.514,1.588,1.06,-0.01314,0.8564,-0.5386,-0.10065,1.971,2.055,0.1935,0.595
