V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.466,-0.2448,-0.4246,0.919,0.248,1.181,-0.4792,-0.0865,-0.2551,-0.691,-0.8306,-0.9536,-0.3389,-0.1159,-0.566
0.5273,-0.8623,1.63,0.7705,1.137,0.3062,0.592,-0.4094,0.5146,1.088,0.5835,1.574,1.223,0.6934,0.564
0.779,-0.7153,-1.069,-0.2874,-1.103,-0.529,-0.11584,-1.04,-0.7764,-0.6533,-1.185,-1.014,-0.988,-0.985,-0.717
0.982,0.899,0.3005,1.644,0.3213,0.6636,1.388,0.1979,-1.0,-0.1487,1.474,0.4001,-0.941,1.089,0.3696
-0.10815,0.4834,0.5054,-0.3235,0.3418,1.794,1.065,-0.6094,-0.3083,0.5054,0.3567,-0.5815,0.6123,0.0486,0.4297
1.335,-1.004,-0.2747,0.6836,-0.9224,0.07684,0.255,0.1329,0.644,0.1519,-0.08636,0.136,0.2153,0.9214,0.2151
-1.095,0.1969,-1.351,-1.044,-0.9517,-0.616,-1.537,-0.1693,-0.884,-0.771,-0.9077,-1.67,-1.446,-1.367,-0.909
-0.9736,-0.566,-0.7456,0.7827,-1.139,0.1588,-0.57,-1.61,0.3284,-0.5615,-1.017,-0.3276,-0.5083,-0.548,-0.803
1.471,-1.637,-0.5615,0.2119,0.5317,-1.3955,-2.71,0.231,-1.832,-2.605,-0.9814,-1.376,-2.314,-1.251,-1.719
-0.4392,0.4211,0.354,-1.059,0.2986,0.2397,-0.11774,-0.838,1.821,0.6436,-0.773,0.7964,0.719,-0.1895,-0.02638
1.163,1.608,-0.5938,-0.1819,0.3909,-1.002,-0.03494,1.375,-0.8545,1.126,0.1385,-0.5864,0.1267,-0.771,-0.1755
-1.361,-0.812,1.664,-0.706,-1.313,-1.586,-0.2368,-1.02,-0.4485,-0.257,0.8027,0.412,-1.417,-0.559,-0.3882
0.2979,0.979,0.06506,0.1573,0.5103,0.6743,0.55,-0.004234,1.429,0.0811,0.2037,0.4763,1.325,1.131,0.3752
-0.9365,0.3696,0.2725,-1.153,0.9424,-0.7754,-0.0877,-0.6045,-0.1552,1.397,1.242,1.053,0.761,0.4973,0.8467
0.6724,1.598,-0.916,-1.027,-0.863,0.8027,-0.365,-0.636,0.8384,0.6455,-0.1211,0.1104,0.735,-0.3315,-0.2722
-1.2705,1.13,-0.1873,-1.871,0.465,-0.459,0.4944,-0.797,-0.1516,0.2754,-0.2118,-0.0666,-0.1221,-0.356,-0.2695
1.111,0.2837,0.6484,1.531,0.4126,1.168,1.347,0.2336,-0.0695,1.401,0.297,0.2073,0.503,1.355,0.645
-1.116,-0.811,-0.331,-0.39,0.002892,-0.4421,0.1649,-1.58,-1.743,-0.907,-1.235,-1.487,-1.359,-1.311,-1.348
1.515,1.016,-0.8677,0.415,-0.05035,0.2852,0.747,0.2166,2.023,-0.2576,0.2964,0.3066,0.588,1.112,0.126
-0.7544,0.2969,-0.9834,-1.666,-3.383,-1.529,-0.2134,-2.787,1.516,-1.481,-1.363,-1.256,-1.035,-1.173,-1.785
-1.295,0.4722,-1.453,-1.533,-0.1978,-0.9087,-0.663,-0.4055,-1.147,-0.8535,-0.6855,-1.012,-1.087,-1.598,-1.665
-1.215,1.13,-0.8174,-0.2742,-0.6914,0.4302,0.9106,-1.107,0.01886,0.12054,-0.874,-0.1233,-0.3916,-1.006,-0.05765
1.321,-0.466,-0.2404,1.137,-0.10986,0.1064,-0.1167,-0.6953,-0.03583,0.002243,0.2515,0.0388,-0.4136,0.2454,0.1646
-0.6787,-0.4526,-0.6294,1.096,-0.3123,0.6304,-0.3518,0.9355,-0.852,-0.491,-0.12427,-0.5693,0.04184,-0.4941,0.0384
0.1257,-0.8564,-0.3132,0.078,-0.4294,-0.654,-1.08,0.4841,-0.542,-0.1917,0.2935,-0.06238,-0.409,-0.7837,-0.419
1.678,0.0654,0.0811,0.735,1.36,0.535,0.8384,1.458,-0.2822,0.4795,0.2695,0.301,1.117,0.621,1.317
-0.9277,0.8374,-0.4592,-1.064,-1.948,-0.449,0.758,-1.325,0.4158,0.77,0.2131,-0.3132,0.562,-0.689,-0.06232
0.4543,-1.716,0.204,0.9937,1.293,-0.262,-0.7534,1.6045,-0.03644,-0.7734,0.3184,0.3555,0.0555,0.3442,0.66
0.09814,-0.4268,0.4507,0.4932,-0.572,-1.031,-0.11597,-0.2021,0.7573,-1.071,-0.7227,-1.023,-0.754,-0.005314,0.192
0.6978,0.7373,0.5684,0.1824,-0.1071,1.741,1.29,-0.55,-0.1775,1.777,0.4934,1.552,1.858,0.3408,1.27
-0.5107,0.956,-0.666,-0.6694,-0.1,0.1666,-0.721,0.4194,0.1617,-0.12225,-0.01262,-0.1792,-0.6533,-0.619,0.00683
1.235,0.2842,-0.571,0.07184,-0.2617,-1.379,-0.583,0.0999,-0.6294,-1.673,-0.5728,-0.6104,-1.672,-1.043,-1.103
0.6045,-0.6616,1.741,-0.07947,-0.9756,-0.4878,0.2003,-2.701,0.12225,1.328,-0.2896,-0.2054,-0.3315,-0.9404,-0.3662
0.4927,0.1595,0.4287,-0.1067,0.2869,-1.16,-0.5933,1.167,-1.874,0.6187,-0.7734,-0.2795,-0.7207,-0.6636,-0.514
-1.083,-1.668,-1.513,-0.1556,-1.795,-1.308,-2.586,-1.9795,-0.0802,-2.482,-2.062,-2.191,-1.517,-1.656,-2.156
0.8125,0.1553,-1.059,0.6396,-1.137,1.282,-0.283,-0.29,1.9375,-0.3037,-1.187,-0.383,0.709,-0.0891,-0.2493
-0.3774,1.368,-1.6,0.00954,-0.959,1.436,0.05576,-0.5854,0.4807,-0.5703,-0.04755,-0.8276,0.754,-0.546,-0.557
-0.5327,-0.8105,0.5356,1.7705,1.119,0.845,-0.7314,0.6943,0.1454,-0.381,-0.1261,0.6685,0.6255,0.8257,0.624
-0.001662,0.9683,-0.11584,0.4934,1.004,0.4268,0.2379,0.5835,-0.39,0.7944,0.7637,0.1301,0.589,1.024,0.91
