V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
1.54,1.495,1.0205,0.8613,1.163,2.148,1.68,-1.271,2.42,-0.0721,1.223,2.299,2.182,1.261,2.852,0.4185,2.148,0.714,2.94,1.001
-1.251,-1.641,-0.661,-1.051,0.4697,-0.5747,0.3013,-0.5723,-1.405,0.2174,-0.2993,0.07214,-1.717,1.699,-0.02902,-0.07056,-0.1559,0.2878,-0.581,-0.4812
-1.255,0.2375,-1.339,0.5327,-0.596,-0.6997,-0.5166,0.4802,0.1483,1.438,-1.495,-1.621,-0.635,1.69,-0.6143,-0.01538,-0.03348,-1.423,-0.11005,-0.2693
0.805,-0.4438,1.557,0.551,0.276,1.242,-0.4585,0.7686,0.8584,0.1243,-0.483,-0.01542,0.429,-0.5376,0.0104,2.168,0.57,1.309,0.808,1.55
-1.03,-1.647,1.043,-1.392,1.054,-0.654,-0.1064,-0.9976,-1.535,-1.689,0.4214,0.02826,-0.5684,0.695,-0.896,-0.1465,-0.4663,0.109,-0.1868,-0.32
-1.493,1.351,1.039,1.255,-0.309,0.2954,0.519,-1.239,0.1614,-0.6445,0.3005,-0.641,-0.2261,-1.078,0.5356,0.7383,-0.06122,-0.521,-0.6816,-0.4932
-0.5454,-0.925,-1.657,-0.5923,-1.53,0.015114,-0.9077,0.388,-0.6353,0.2964,-2.088,-0.8135,-0.6084,-0.6416,0.3098,-0.2196,-0.2495,0.3804,-0.49,0.0452
0.351,1.444,0.292,0.5186,1.063,1.126,0.5337,0.4607,-0.3508,2.227,0.314,-0.4023,-0.2896,0.8887,0.8228,-0.565,0.4192,-1.607,0.755,-0.3572
0.289,-0.1015,-1.12,-0.1396,-0.9805,-1.083,0.05838,1.119,-0.4595,-0.001689,-1.718,-0.4539,0.8325,-0.4104,-1.556,-1.392,-0.507,-1.548,-0.1102,0.3704
1.6455,0.1619,0.87,0.4263,0.947,1.354,0.16,1.432,0.952,0.884,1.225,1.415,1.143,-0.6,0.4023,-0.2095,1.671,0.7104,1.392,0.1615
1.354,-0.662,-1.584,-2.098,1.278,-2.006,0.7495,1.286,-0.2375,1.134,-1.886,-0.3074,0.2123,0.9546,-1.762,-0.835,0.5566,0.495,-0.393,-0.2139
-0.7593,0.9526,0.6724,-0.6787,-0.2966,-0.4353,-1.62,-1.455,-1.818,-1.075,0.7593,-0.3413,-1.829,0.07,0.536,0.598,-0.643,1.406,1.015,1.55
-0.0198,-1.347,0.3318,-0.8916,-0.472,0.1534,-1.783,-0.1442,0.791,0.0104,1.019,0.2788,0.537,-0.3005,-0.4856,1.082,0.2341,-0.04654,-0.3733,0.6484
-0.768,-0.1814,1.651,-0.0784,0.0649,1.045,-0.010826,-1.401,-0.377,-0.02776,-0.0476,-0.775,-1.009,0.1954,0.6025,0.9043,0.4016,-0.999,-0.499,-0.9995
1.566,0.899,-0.867,1.086,-0.811,0.5996,1.24,-0.673,0.3728,-1.612,-0.461,0.1995,1.94,-1.689,0.05707,-1.421,0.5254,0.6714,-0.651,0.3496
1.364,-0.83,1.506,-2.623,0.0987,0.96,-0.04965,0.251,1.04,-0.4573,0.3057,0.7686,2.262,1.05,0.1255,1.441,1.609,1.947,1.609,0.1545
-0.6807,1.456,0.2979,0.429,1.571,1.147,1.016,1.467,-0.1356,0.5205,0.03403,-1.888,-2.123,-0.005585,0.7476,-1.612,-0.851,-1.53,-0.3325,-1.394
1.532,-0.2086,1.03,0.011826,1.256,1.521,1.199,0.3477,-1.197,-0.68,1.088,0.5576,-0.3792,-2.291,0.7417,-0.4956,-0.1576,1.564,1.035,1.472
0.001336,-1.634,0.722,-1.678,-1.314,0.204,-0.7275,0.716,-0.10486,-0.0858,0.2225,-0.9155,0.2612,0.581,-0.0784,0.4158,0.2844,1.144,0.1853,-0.6494
0.0191,1.629,-1.131,0.9736,1.295,-0.914,0.2094,-0.872,0.512,0.4844,-1.67,-0.1755,0.3918,1.616,-0.9756,0.04144,-0.826,0.2026,-0.658,0.8804
-1.472,0.806,1.276,1.101,0.0811,1.154,0.1927,1.308,-0.8506,-1.366,0.6436,-0.361,0.1532,-1.332,0.7524,-2.004,-0.9404,0.258,-0.229,0.957
-1.441,0.826,-1.408,0.1617,-0.2861,-0.653,1.124,0.8423,-1.72,1.462,-1.413,-2.832,-1.807,0.0503,-0.9575,-1.876,-1.378,0.06384,-0.9707,-0.3796
-0.03473,-1.49,-0.511,-1.254,-1.586,-0.04263,-0.57,0.7427,-0.3171,1.071,-1.237,-0.2532,0.4463,-1.078,-0.8174,-0.456,0.0566,-0.482,0.2113,-0.9507
0.8076,-0.01296,-0.9775,-1.809,1.138,-1.099,0.5205,-1.108,1.389,-1.711,0.005863,0.2935,1.481,0.432,-1.396,-0.634,-0.2783,2.014,-0.1322,2.156
