V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
0.7236,-1.311,-0.4927,-0.3496,-1.069,-0.0692,0.618,-0.2229,-0.169,1.179
-0.8867,-0.0943,-1.616,-1.415,-0.3772,1.131,1.638,-0.4683,0.451,-0.9756
-0.9033,-0.1164,-1.617,-1.278,-0.5073,1.512,1.755,1.3545,1.924,-1.016
-1.15,1.431,1.48,0.879,1.916,-1.177,-1.633,-0.9033,1.881,0.984
-1.12,0.639,1.522,1.021,0.7607,-0.845,-0.9224,-1.552,-0.5645,0.03986
-0.01859,0.9307,0.5386,1.667,1.32,0.452,-1.421,-0.1675,0.3123,0.1054
-0.8276,1.1,1.062,1.25,1.704,-0.552,-1.976,0.548,1.258,0.1704
1.604,0.0631,0.6396,-0.487,-0.945,-1.2,-0.5312,-0.8516,-0.795,1.616
-1.3545,0.5186,-0.1852,-0.972,0.05713,0.549,0.02913,1.197,0.3784,-1.318
-0.9946,1.665,1.195,1.044,2.018,-1.229,-1.833,-0.511,1.439,1.111
0.417,-0.3242,0.5674,0.01988,-1.003,-1.612,-0.763,1.478,0.8804,1.285
0.5986,-0.1968,-0.9326,-1.258,-0.7637,1.269,1.185,-0.0051,-0.2588,-0.4775
1.634,0.8325,-1.1,-0.6475,0.4126,1.021,1.074,1.133,1.034,-1.396
-1.301,-1.248,1.387,0.6836,-0.66,-1.43,-0.228,-0.4229,-1.384,0.65
-1.164,-0.9995,1.328,0.4219,-0.9434,-1.605,-0.3809,-0.7153,-0.9756,0.8467
-0.862,-0.08606,-0.298,-0.8374,-0.91,0.7397,0.4038,-1.402,-0.2042,-0.03564
-1.495,-1.635,1.612,0.9263,0.1737,-0.9014,-0.328,0.8076,-0.831,-0.757
0.7793,0.951,-0.3115,-0.1026,0.644,-0.2542,0.0824,1.067,0.04758,-0.6187
0.6743,-1.524,1.012,1.022,0.09515,-1.084,-1.086,1.58,1.78,0.722
-1.634,-1.442,0.7354,-0.05435,-0.822,-1.705,-0.61,-1.584,-1.279,1.102
-1.006,1.57,-0.9404,-0.4685,1.424,0.764,0.2913,0.0749,-0.9316,-1.618
1.641,0.7114,0.8394,0.945,0.68,-1.343,-1.468,-1.73,0.3542,0.7983
-0.63,1.507,0.857,1.372,2.0,-0.496,-2.06,-1.2705,1.7705,1.49
-0.1752,0.2418,-1.455,-0.2318,-0.6636,0.2927,1.686,0.7803,0.58,-0.01515
-0.727,-0.6753,0.3306,-0.01692,-1.195,-0.887,-0.5205,0.1906,-1.585,0.5337
-0.4907,-0.5405,-0.7964,-0.4802,-1.3545,0.798,0.4167,0.6064,-0.539,-0.93
-0.2786,-0.09247,-0.807,-0.3242,-0.8906,0.06366,1.098,-0.5015,0.3596,0.3535
-1.196,-0.3113,-0.692,-1.814,-0.0643,1.508,0.9346,0.9053,0.892,-2.94
1.331,0.2034,-0.3196,-0.885,-0.6006,0.7207,0.7017,0.552,-0.1652,-0.4573
-1.674,-0.925,0.8105,-0.8345,-1.109,-0.9077,-0.969,-0.1741,-0.749,1.265
0.748,-0.7485,0.1305,-0.567,-1.293,-0.1561,-0.3398,0.659,-1.283,1.148
-0.7427,0.05557,-0.504,-0.241,-0.9067,0.5757,0.711,1.385,1.643,-0.598
1.329,-0.83,-1.211,-1.274,-0.7354,1.289,1.583,-0.2808,0.1661,0.2379
0.2216,-0.0907,-1.546,-0.6553,-1.122,0.869,1.452,-0.888,0.5176,0.793
