V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
-0.5596,1.547,1.133,-0.799,0.815,-0.07025,-0.708,1.291,-1.076,0.1157
0.2274,-0.863,-0.736,0.02748,-1.467,0.649,0.8926,1.508,-1.89,-0.904
-1.052,-1.041,-0.3237,0.749,-0.4055,-0.9907,0.1438,-0.875,0.693,1.144
-0.03693,-1.101,-0.97,0.748,-0.4314,0.2615,1.127,-1.151,-0.3914,-0.02779
-1.024,-0.4841,-0.929,0.7563,0.06088,0.2333,1.116,-1.648,-0.73,0.1492
1.355,-0.2047,-0.3518,-0.8057,-1.373,0.8853,1.533,0.6226,-2.666,-1.547
-0.8975,0.04883,-0.3406,-0.3506,-0.4285,0.2683,0.617,0.877,-1.606,0.3562
-0.21,1.449,-0.4924,-0.928,0.652,1.622,0.584,-1.577,0.832,-0.1417
0.2224,0.6426,0.8687,-1.183,-0.3474,0.2717,-0.2094,-1.126,1.399,1.647
-0.155,0.7026,-0.2036,-0.6724,-0.2134,0.8345,-0.0914,0.681,0.9854,0.3965
-1.322,-1.38,-1.264,2.965,1.32,-0.08704,-0.2454,-1.4,1.115,-0.11145
0.01834,-1.653,-1.496,1.931,0.566,0.2488,0.2986,0.09656,0.595,-0.5537
-0.6157,0.958,-1.563,0.6353,1.309,0.9165,0.04245,1.482,-1.768,-1.878
-0.706,-0.5728,1.06,-0.3806,-1.092,-0.75,0.289,-0.874,0.1692,1.889
1.107,-0.0711,-0.3792,-0.873,-1.059,1.019,0.6694,-0.096,-0.312,-0.6245
0.39,-1.489,-0.3013,0.7983,-0.5396,-0.681,0.9526,-0.531,-0.814,-0.05252
0.07855,0.2015,0.3542,-0.7163,-0.789,0.09143,0.7515,-1.507,0.7456,1.088
0.857,-0.287,0.5283,-0.8306,-0.6187,0.4475,0.4531,-1.444,0.5967,0.5845
1.575,0.6895,1.091,-1.168,-0.404,0.561,0.03705,0.9575,-0.4138,-0.7275
0.8916,0.06064,-1.343,0.1573,-0.511,0.612,0.984,0.169,-0.715,-0.7515
1.269,-0.9556,0.05035,-0.5215,-1.434,0.1831,0.485,1.352,-0.254,-0.796
-0.2122,0.2249,-0.431,-0.693,-0.634,1.164,0.9297,-1.373,0.9956,0.1838
1.49,1.429,-1.21,-0.1998,0.848,1.183,0.291,-0.691,1.407,-1.133
-0.3389,-1.555,-1.067,1.617,1.107,-0.03418,-0.02628,-0.3481,0.07324,-0.346
0.2686,0.3198,0.425,-1.084,-0.653,0.6426,0.5176,1.024,-0.816,-0.2524
0.2544,1.167,-0.3276,-0.7324,0.693,0.9805,0.0467,1.335,-0.02202,-1.108
-0.2065,-1.509,-0.373,0.6504,-0.1268,-0.7954,0.941,-1.06,-1.262,0.4773
1.137,-0.726,-1.548,1.015,0.2192,0.4602,0.3958,1.1875,0.2068,-1.85
0.211,0.1902,-1.647,0.809,0.153,0.619,0.4175,1.04,-0.7646,-1.276
-0.618,1.259,1.707,-1.011,0.371,0.1761,-2.324,-0.01683,1.862,1.702
1.576,0.3923,1.127,-1.233,-0.6055,0.1458,-0.2106,-0.6816,0.537,0.722
0.5474,-1.253,-1.663,1.723,0.845,0.3066,0.02034,0.834,-1.356,-1.857
-1.724,1.546,0.385,0.667,2.35,-1.32,-3.467,-1.412,1.554,0.6235
0.692,-0.4558,-0.4802,-0.5234,-0.641,0.6143,1.06,0.11273,-0.6963,-0.5728
-1.742,1.621,-0.01825,0.701,2.018,-1.322,-3.104,0.10785,0.47,0.3647
0.71,1.154,-0.3381,-1.063,0.297,1.074,0.5566,-1.424,0.523,-0.3738
-0.118,1.212,-0.04886,-0.9204,0.4307,0.775,0.5967,-0.4368,0.05365,0.159
-1.633,0.1432,-1.41,2.14,2.564,0.1896,-3.209,-0.07263,0.5127,-0.3735
0.3584,0.3645,1.603,-0.9077,-0.1232,-0.1418,-1.3545,0.371,0.726,1.474
-1.612,0.3147,1.257,0.3887,0.3118,-1.737,-0.646,0.2947,0.4749,1.45
0.257,0.2505,1.319,-0.9062,-1.158,-0.05655,-0.6475,1.5,-0.836,0.7793
-1.706,-0.2194,-0.10114,0.837,0.3066,-1.192,0.4004,1.673,-1.729,-0.426
0.4314,0.505,-1.157,0.02533,-0.3796,0.931,0.7134,0.57,-0.3591,-0.7437
1.029,-0.7017,1.443,-0.8813,-1.433,0.0388,-0.3203,-0.8584,1.407,1.339
-0.1486,0.9946,-0.213,-0.688,0.02267,0.676,0.4133,-1.389,0.6064,0.9546
-0.4155,-0.2922,0.864,-0.589,-1.251,-0.2969,-0.1242,-0.984,1.114,2.129
0.872,0.539,0.03693,-1.018,-0.3445,0.8022,0.733,-0.5835,1.054,-0.4233
-1.228,0.3867,0.7637,0.2642,0.225,-1.601,0.4983,1.098,-0.5312,0.2092
-0.747,1.463,-0.2778,-0.644,0.3936,0.65,0.716,0.7715,-0.6514,-0.4722
0.799,-0.782,-0.3606,-0.3823,-1.167,0.4224,1.191,1.66,-2.982,-1.324
-1.457,1.316,1.15,0.3425,1.573,-1.983,-1.777,-1.616,0.958,1.0625
1.657,1.224,1.024,-1.45,0.577,0.543,-0.447,0.011635,0.605,-0.3362
-1.582,1.509,0.1858,0.5117,1.921,-1.299,-2.87,1.446,-0.5405,-0.1052
0.6465,-0.8965,1.178,-0.5635,-1.224,-0.713,0.2396,-0.7036,0.3296,1.284
-1.666,0.822,-0.01726,0.781,1.158,-1.273,-0.3074,0.758,-0.1628,-0.3687
0.2485,1.346,0.9395,-1.347,0.7603,0.5264,-0.3516,-0.0872,1.436,0.318
1.583,-0.6113,-0.9004,-0.1647,-1.013,0.84,0.958,1.645,-2.19,-2.059
-0.6465,1.316,-0.974,0.000726,1.028,1.041,-0.1686,-0.673,0.5044,-0.03592
0.02289,0.742,0.2751,-1.079,-0.2103,0.7104,0.07324,0.1504,0.5054,0.905
0.2795,0.8774,-0.3613,-0.696,0.3,1.002,0.4106,1.696,-1.45,-0.91
-0.688,0.8765,-1.111,0.4106,0.7505,0.4917,0.689,0.999,-0.09644,-1.373
-1.638,-0.4731,-1.366,2.178,1.536,0.2386,-0.9116,1.365,-0.703,-1.39
1.184,1.624,-1.384,0.304,2.066,0.555,-2.719,-1.137,2.168,-0.791
-0.8677,1.561,-1.457,0.906,2.596,0.675,-3.195,1.499,-0.07263,-1.8
1.248,-0.9775,1.6,-0.3503,-1.193,-1.374,-1.092,-0.2029,-0.2147,1.149
0.587,-0.618,-0.3923,-0.575,-1.158,0.74,1.116,-0.402,-0.2607,-0.1548
0.2091,0.2255,-1.665,0.676,0.507,1.039,0.9253,-0.008484,0.0962,-1.334
-0.0634,1.4795,-1.165,-0.0957,1.464,0.9165,-0.8394,1.078,-0.0953,-1.108
-1.143,-1.53,-0.382,1.882,0.9634,-1.12,0.2163,0.5757,-0.2344,-0.7236
-1.1045,-1.51,-0.8696,2.291,1.222,-0.2715,-0.1843,-0.2195,0.9595,-0.2405
1.216,0.1926,-0.639,-0.8677,-1.02,1.706,1.005,-0.2396,-0.83,-0.995
-1.403,-0.698,-0.699,1.07,0.542,-0.1802,0.3845,-0.425,0.7866,0.2476
-1.665,0.1677,-1.376,2.059,1.711,0.2515,-1.395,0.6826,0.8086,-1.017
1.395,-1.304,0.598,0.2094,-0.846,-1.144,0.609,-0.05405,0.925,0.084
0.9907,-1.607,1.334,0.1724,-0.727,-1.572,-0.621,-0.318,0.0846,0.9756
-0.5063,-0.5674,0.1619,-0.519,-1.483,0.02707,0.9736,1.39,-1.936,0.1245
0.03029,0.5024,1.526,-1.285,-0.4785,0.4287,-1.116,-0.8955,1.323,1.842
-0.9526,-1.519,-1.225,2.426,1.577,0.1547,-0.678,-1.227,1.317,-0.3025
1.242,0.786,1.68,-1.206,-0.3428,0.03906,-1.83,0.507,0.6553,0.4521
-1.046,1.14,1.496,-0.1383,0.93,-1.476,-1.721,-1.438,0.7886,1.431
0.4048,0.306,-0.4817,-0.886,-1.059,1.694,1.04,-0.801,-1.462,-0.2327
0.651,-1.281,0.2014,0.274,-0.944,-1.198,0.518,0.286,-0.6055,0.4539
1.573,-0.836,1.416,-0.7393,-1.118,-0.2727,-0.2202,-1.158,0.043,1.087
-1.474,0.644,0.3745,0.4944,0.4114,-1.495,0.4539,-0.3025,0.7407,1.037
1.525,-0.4805,-0.314,-0.4685,-1.335,0.4602,0.9346,-0.1631,-0.569,-0.3132
-0.4226,-1.031,-0.8237,0.3245,-0.898,0.3215,1.346,0.46,-1.571,0.0712
-1.121,-0.668,-1.006,1.339,0.991,0.3157,0.12463,1.626,-0.9917,-1.434
0.5605,1.76,-1.122,-0.2334,2.256,1.085,-3.09,-0.0385,0.6055,-0.7627
0.02351,0.9233,1.265,-1.086,-0.0886,0.1875,-0.4458,0.5444,1.153,1.091
1.481,-0.534,1.443,-0.9165,-1.34,0.12,-0.5674,-1.414,1.544,1.081
0.7544,-1.586,1.551,0.5156,-0.5215,-2.035,-1.31,-1.024,1.482,1.038
0.7188,-0.6396,0.09,-0.7065,-1.4795,0.3533,1.2,0.424,-1.013,-0.4055
-0.9497,-1.101,0.161,0.423,-0.528,-1.634,1.022,0.452,-0.7534,0.568
0.2434,0.2157,0.9536,-1.16,-0.632,0.2078,0.0456,-0.6924,1.688,1.689
-0.4612,1.433,1.131,-1.161,0.7476,0.4844,-0.5425,-0.849,0.9277,0.946
-1.473,-0.321,-1.605,2.4,2.43,0.1127,-3.2,0.2207,1.163,-0.5986
-0.5073,-1.289,0.968,0.4463,-0.4937,-1.873,0.248,0.4624,-0.3567,0.928
0.3765,-0.7256,-1.221,0.4104,-0.815,0.593,1.19,1.324,-2.326,-1.334
1.209,-0.955,-0.3982,-0.304,-1.292,0.1886,0.785,0.1578,1.144,-0.1161
-0.6987,-0.9683,0.7485,-0.003725,-0.679,-1.098,0.3098,-0.427,1.105,1.869
1.339,1.752,1.581,-1.482,1.102,0.3467,-1.777,-0.0431,0.888,-0.11914
0.4353,0.6333,-0.04117,-1.216,-0.6577,1.171,0.1069,0.8086,-0.11584,-0.288
-0.08203,0.946,-1.094,-0.1957,0.1018,1.069,0.1322,1.527,-1.24,-0.6
-0.8247,-0.5864,0.03595,-0.2302,-1.29,-0.4106,0.7344,0.582,-1.19,0.7954
-1.543,-0.7344,-1.042,1.919,1.621,-0.1598,-1.199,0.5293,1.13,-0.6855
1.385,0.5044,-1.399,0.1287,0.0985,1.304,0.62,-1.645,0.0554,-0.9756
-1.173,1.225,-1.669,1.623,3.232,0.6997,-3.455,0.9453,0.4976,-1.671
-0.1505,-0.672,1.472,-0.7456,-1.059,-0.3184,-1.073,-0.9116,0.933,2.19
-0.2964,1.214,0.574,-1.081,0.3909,0.4116,0.8745,-1.082,-0.1598,0.6284
-1.262,-1.173,-0.346,1.468,0.977,-1.229,0.04074,1.409,-1.391,-1.043
0.551,0.419,-0.108,-1.07,-1.056,1.021,0.7715,1.571,-2.648,-1.291
