V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
-0.8853,1.497,-1.383,-0.621,0.16,0.6455,-0.7256,1.192,-1.255,0.6025
0.457,-0.732,-0.725,0.6772,-0.9688,2.023,0.991,-0.973,1.652,-2.611
-0.735,-1.084,-0.4092,0.2993,-0.691,0.825,0.7183,-1.083,0.7144,0.638
1.021,0.9023,1.312,0.554,-1.017,-0.2693,1.193,-0.7905,1.439,-0.3955
-0.5767,-1.03,0.1625,1.6875,-0.1427,-1.415,0.4905,-0.8877,0.6597,-0.1581
0.1014,1.302,-0.7266,1.241,-0.7915,1.125,0.9746,-1.086,1.264,-2.049
1.055,-1.034,-0.6025,0.853,-0.9395,1.049,0.94,-0.691,0.9995,-1.061
-0.456,-1.288,1.505,1.63,-0.3164,-0.11365,0.7065,-0.7944,0.574,-0.2607
-1.716,-0.9214,0.0887,0.2325,-0.786,-0.2551,0.8584,-0.977,1.08,2.123
-0.0659,-0.8047,-1.693,-0.3523,-0.42,-0.7285,-0.1065,-0.2098,0.133,1.2295
0.2986,-1.412,0.832,0.544,-1.07,-1.207,0.9844,0.155,0.47,0.05884
0.2279,-1.475,1.061,-0.939,0.9043,-0.9907,-1.083,2.47,0.724,-1.337
1.624,-0.1808,-1.006,0.68,-0.8647,1.514,1.095,-1.54,0.375,-0.8584
-0.3792,0.591,0.04022,0.1603,-0.73,-0.6396,0.727,-1.332,-0.01933,1.239
0.02478,-1.145,1.394,0.9272,-1.071,-0.6816,1.099,-1.192,0.894,-0.801
-1.402,-0.943,1.571,1.556,-0.3967,0.1018,0.589,-0.3982,0.994,0.4858
-0.061,-0.385,1.693,1.47,-0.324,0.3674,0.734,-1.174,0.2932,-0.99
1.59,1.697,0.9985,0.844,-0.8438,-1.237,0.894,-1.077,0.8823,0.237
-1.629,-1.499,-1.583,-1.341,1.609,0.05518,-1.549,2.357,1.393,-0.8965
-1.474,1.189,-1.211,-0.888,0.586,1.206,-1.064,1.272,-0.5596,0.6025
1.257,0.7437,-1.201,-1.24,1.385,1.384,-1.515,0.5454,-0.98,-0.908
-1.482,0.2198,0.444,-0.06216,-0.5884,-1.71,0.2437,0.1919,-0.629,2.686
-0.8086,-1.415,-1.796,-0.1648,-0.573,-0.5547,0.152,0.637,-1.337,1.508
-0.06696,-0.684,-0.5073,-1.316,1.451,0.73,-1.481,0.4626,-1.208,-0.9053
1.231,1.384,-1.458,1.406,-0.4592,0.603,0.727,-0.457,1.132,-0.921
-1.495,0.283,-0.0786,1.494,-0.397,-0.4128,0.737,-0.551,1.097,0.7334
-1.663,0.8584,0.622,0.3462,-0.7803,-1.695,0.9077,-0.642,1.279,1.621
-1.568,-1.447,-0.983,0.1125,-0.6724,1.363,0.6177,0.7515,-0.6772,1.338
0.526,-0.8677,1.47,-0.8896,0.797,0.1458,-1.126,1.207,-0.9004,-0.5576
-0.6533,-0.9937,0.9717,-1.691,2.193,-0.5366,-1.476,0.1954,-0.5825,0.4817
-0.5107,-0.7534,-0.0914,1.411,-0.534,0.2717,0.72,-1.3955,0.327,-0.362
-0.2678,1.307,-0.8506,1.29,-0.454,1.304,0.8447,-1.294,0.421,-1.512
-0.809,0.358,-0.4492,0.4446,-0.74,1.246,1.029,-1.391,0.3225,0.1196
1.17,-0.2585,-1.613,-0.705,0.2542,0.3892,-0.803,1.219,-1.043,0.04657
-0.2175,-0.00995,-0.6943,-1.1045,1.116,1.634,-1.266,0.5454,-1.255,-1.309
-1.508,1.144,0.1209,0.7114,-0.96,-0.573,1.234,-1.119,0.741,1.239
-0.3013,0.8604,-1.024,1.054,-1.029,1.342,0.8413,-1.48,0.2944,-1.341
1.728,1.747,0.0912,0.7983,-0.9272,-0.6665,1.162,-0.9727,1.283,0.02353
-0.2235,0.865,-1.343,-0.599,0.1772,1.21,-0.7075,0.6426,-1.721,-0.2952
1.035,-1.302,-1.799,-0.9717,1.117,-0.3074,-0.89,2.012,0.5293,-1.078
1.447,-0.9097,0.6807,0.523,-0.7603,-1.492,1.156,-1.301,0.74,0.3281
1.733,-0.4473,-1.423,0.894,-0.99,0.591,0.9907,-1.312,0.2842,-0.2388
-1.383,0.2402,0.8677,-1.481,1.628,-1.081,-1.669,0.4822,-0.8315,1.082
0.1057,-1.496,0.1407,-1.502,2.002,-0.751,-1.389,1.978,1.043,-1.739
0.1204,0.284,-1.499,-0.573,0.0385,0.6406,-0.706,1.191,-1.053,-0.1422
-0.214,-0.998,-1.349,0.692,-1.113,0.579,1.123,-1.465,0.1917,-0.7065
0.9873,1.306,-0.436,1.324,-0.7627,0.8936,0.65,-0.3564,1.028,-1.127
-0.3315,0.01161,-1.297,0.8877,-0.885,0.5894,0.9404,-1.436,0.06116,-0.674
0.814,0.6777,-0.4595,-0.582,0.03192,1.104,-0.7573,1.457,-0.6426,-0.3135
-0.0913,1.195,1.406,-0.592,0.083,-0.5137,-0.5527,1.003,-1.6,0.2832
-1.454,-1.333,-0.674,0.8354,-1.014,1.172,0.9614,-0.0953,0.787,0.2922
-0.3174,0.4363,1.117,1.277,-0.6377,-0.64,0.8564,-1.311,0.4202,-0.2913
-1.064,1.776,0.41,0.7183,-1.128,-0.6714,1.129,-0.92,1.513,0.5845
0.0327,1.259,-1.646,0.776,-0.7827,-0.01152,1.207,-1.206,0.8413,-0.975
1.112,-0.8784,1.019,-0.944,0.8164,-1.118,-1.324,0.9487,-1.127,0.05643
0.02597,-1.259,1.032,-0.9053,0.8877,-0.5806,-1.086,1.362,-0.7173,-0.11896
-1.171,1.029,-0.4666,0.7324,-0.9966,0.639,0.9697,-1.195,0.691,0.3235
0.5596,-1.52,-1.152,-0.7383,0.602,1.257,-1.001,3.012,0.1669,-1.52
-1.647,0.4006,-1.032,0.6753,-0.9463,1.529,1.046,-0.8643,1.74,-0.398
1.675,-0.1656,1.42,0.376,-0.9946,-0.248,0.9897,-1.44,0.0837,0.9653
0.2041,-0.9834,-1.03,0.975,-0.911,1.098,0.969,-1.289,0.4956,-1.398
1.558,1.409,0.08026,0.1503,-0.903,-1.211,0.504,-0.6,0.5366,1.515
0.2954,-1.512,-0.7324,0.2383,-0.7812,0.9463,0.7793,0.678,-0.2272,-0.2822
