V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
-1.559,1.429,-1.702,0.1576,0.683,1.491,-0.1646,-0.6064,-0.7837,-0.3865
0.0635,1.602,0.4578,-0.3577,-0.6294,1.763,1.069,0.931,-0.9077,0.8687
1.333,1.387,1.071,-0.9185,-1.13,1.636,0.7295,0.0534,-0.8716,0.3965
1.458,-1.6,1.146,-0.382,-0.8164,-1.253,-0.04327,0.1359,1.21,0.468
1.268,-0.7485,1.156,-0.5664,-0.928,-0.859,0.2118,1.339,-0.1547,1.043
0.4556,-1.535,0.7725,0.7637,1.034,-1.178,-1.179,-1.184,2.08,-1.288
1.58,0.9736,1.166,0.002361,-0.2273,1.119,0.4214,0.784,-0.784,0.8306
-1.581,1.182,-1.61,-1.484,-1.213,1.541,-0.8667,1.427,-0.673,1.012
-0.6655,-1.115,-0.863,0.3135,0.5864,-0.918,-0.834,-1.341,1.667,-1.375
-0.407,0.8228,-0.4146,1.534,1.237,0.678,0.6636,-1.134,-0.7793,-1.471
0.7905,-0.07916,0.937,-1.677,-1.331,-0.2776,0.3267,0.953,-0.528,0.8257
0.4746,0.0475,0.713,0.654,0.929,-0.1578,-0.02513,-1.066,-0.4832,-1.009
-0.9443,0.511,-1.205,0.6147,0.976,0.10394,-1.474,1.56,1.477,1.105
1.042,0.2246,1.027,-1.692,-1.298,-0.07886,-0.3584,-1.266,-0.1866,-1.767
1.316,-1.643,1.09,-0.474,-0.6836,-1.129,1.55,-1.066,-0.6,-1.166
0.1813,0.872,0.508,-0.10223,0.12445,1.009,-1.241,-1.243,-0.3254,-1.48
-1.689,-0.9106,-1.559,-1.242,-1.177,-0.9272,-0.01695,0.2451,0.2115,0.548
-1.446,-0.7188,-1.555,1.243,1.182,-0.8506,-1.743,-0.6597,2.17,-0.3562
1.151,1.483,1.038,1.686,1.275,1.751,0.9624,1.29,-0.9087,1.044
-0.9697,-1.433,-1.201,0.848,1.095,-1.161,-0.5757,-0.07043,1.655,0.2164
-0.877,1.744,-1.138,1.554,1.247,1.799,0.5825,-1.308,-0.8726,-1.32
-1.402,0.4312,-1.592,1.703,1.269,0.2815,-1.002,-1.746,0.1495,-2.332
-0.01396,-1.287,0.2462,-1.02,-1.082,-1.056,1.046,1.007,-0.4802,0.8247
-0.851,-0.636,-0.8916,-0.4326,-0.839,-0.746,-0.2546,0.3064,0.2715,0.507
-0.4927,-1.621,-0.3564,-0.06573,0.0579,-1.205,-1.567,0.9297,2.232,0.809
1.277,1.289,1.106,0.699,0.943,1.439,-1.362,-0.342,-0.4585,-0.08826
1.471,-0.526,1.169,-0.3335,-0.677,-0.574,0.4434,-0.9795,-0.4534,-0.9478
-1.664,-0.4368,-1.646,0.01567,0.1598,-0.6045,1.1045,1.489,-0.6084,1.062
0.459,0.4707,0.8413,1.256,1.138,0.2047,1.082,1.274,-0.7754,0.908
-0.6104,-1.688,-0.766,0.1514,0.4187,-1.245,0.0939,0.6196,0.9272,0.7075
-0.02654,-0.04892,0.3784,-1.378,-1.211,-0.352,-0.993,-1.0625,1.244,-0.926
1.742,1.491,1.216,-1.191,-1.1875,1.572,-0.1958,1.176,-0.7666,0.9126
-0.8184,-1.671,-1.109,1.671,1.252,-1.244,1.596,-1.46,-0.554,-1.554
-0.3833,0.3496,-0.5205,-0.518,-0.762,-0.04178,-1.672,1.547,1.552,1.072
-0.297,1.569,0.1802,-0.2449,-0.528,1.876,0.0307,-0.1089,-0.8423,0.2812
1.334,0.589,1.14,-1.088,-1.115,0.343,-1.297,0.09814,0.382,0.3857
-1.631,0.872,-1.6045,1.203,1.177,0.621,-0.0676,-0.506,-0.6533,0.04507
0.418,-0.6113,0.7124,-0.7314,-0.9673,-0.587,0.7563,1.201,-0.5244,0.959
1.044,-0.3164,1.046,-0.3833,-0.614,-0.5723,1.064,-1.523,-0.5786,-1.856
0.3064,-1.635,0.6387,-0.8706,-1.044,-1.219,0.621,1.466,-0.3022,1.04
-1.712,0.829,-1.659,0.679,0.8765,0.7217,-1.516,0.1305,-0.0179,0.3962
-0.02972,-0.135,0.3726,0.7783,1.027,-0.3516,0.2668,0.9863,-0.4512,0.9424
0.9697,-0.789,1.006,0.666,1.023,-0.834,0.521,-0.0317,-0.2756,0.2947
0.728,1.438,0.8267,-0.6724,-0.8022,1.645,-1.075,-1.448,-0.675,-2.074
1.584,1.523,1.213,1.6875,1.264,1.707,-0.11365,0.964,-0.834,0.8335
1.428,-1.541,1.178,0.4253,0.657,-1.171,-0.2573,1.719,1.533,1.113
1.112,1.26,1.02,0.67,1.044,1.633,-1.342,0.596,-0.5996,0.6504
1.565,0.875,1.161,-1.579,-1.257,0.999,1.058,0.01557,-0.849,0.3093
0.2235,-0.2827,0.4395,-0.01132,0.283,-0.4285,-0.1907,1.285,-0.06665,1.024
-1.433,-1.38,-1.577,-0.0857,-0.425,-1.097,0.3591,0.2399,0.0406,0.5425
1.819,0.9688,1.247,1.728,1.3,1.081,0.3372,-1.081,-0.7993,-1.047
0.6636,-0.2322,0.7656,1.632,1.272,-0.3018,-0.3281,-1.725,-0.1277,-2.26
0.2788,0.628,0.7104,0.3533,0.7847,0.398,-0.8203,1.155,-0.284,0.965
-0.5635,-0.4731,-0.3599,-1.411,-1.22,-0.6245,0.7812,1.363,-0.533,0.946
0.791,1.582,0.9624,-0.712,-0.8237,1.826,1.624,-1.453,-0.9404,-2.088
-1.553,-0.6284,-1.6045,1.303,1.209,-0.6836,-1.374,1.551,1.998,1.069
1.687,0.5566,1.239,-0.4575,-0.918,0.468,-0.01353,-0.768,-0.64,-0.4155
0.734,-0.8,0.8438,-0.845,-1.082,-0.891,-0.11163,1.198,0.4075,0.8306
-0.7695,1.454,-0.899,1.022,1.11,1.817,1.521,-0.716,-0.937,-0.6235
0.7695,-1.541,0.842,1.068,1.12,-1.222,-0.6357,1.625,1.893,1.055
-1.001,1.726,-1.261,-0.4426,-0.654,1.987,-1.2,1.695,-0.701,1.132
-0.844,-0.9077,-1.033,-0.5386,-0.7915,-0.8823,0.9556,0.575,-0.541,0.7773
-0.914,0.8716,-0.984,1.35,1.195,0.858,-0.8926,-0.9346,-0.3684,-0.7725
0.07947,-0.671,0.3281,-1.305,-1.185,-0.7373,0.977,0.7207,-0.5933,0.7583
-1.216,0.8853,-1.293,-0.359,-0.7153,0.7173,0.2443,-0.3752,-0.7227,-0.2272
0.497,0.6177,0.745,1.239,1.22,0.2769,-1.2295,-1.002,0.1882,-0.8555
-0.8477,0.521,-0.963,1.211,1.164,0.547,1.198,-1.137,-0.8237,-0.829
0.4634,-0.3254,0.6294,0.562,0.838,-0.5024,1.175,1.492,-0.6904,1.096
1.248,-1.364,1.071,-0.765,-0.932,-1.18,0.693,-0.4485,-0.2507,0.0723
-0.6562,1.301,-0.9307,-1.72,-1.296,1.48,0.91,0.545,-0.87,0.625
-0.2595,-1.495,0.0976,1.572,1.245,-1.212,-1.521,0.2786,2.229,0.52
0.2242,1.149,0.622,1.347,1.208,1.023,-1.53,-1.448,-0.1871,-1.85
-1.15,-1.534,-1.273,0.2734,0.6206,-1.14,0.002182,-0.2205,1.011,0.2532
-0.8813,-1.508,-0.8506,-1.387,-1.266,-1.208,1.466,-1.585,-0.5444,-2.252
0.776,-1.034,0.837,1.203,1.207,-0.952,0.4146,-0.66,-0.1285,-0.2059
-0.2556,-0.5366,0.1421,1.151,1.164,-0.7495,0.4324,0.577,-0.315,0.6675
