V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0.4807,-0.704,0.618,-0.2737,0.06616,0.2365,-0.7305,0.892,-0.941,-0.01752,-0.7764,-0.932,-1.003,-1.183,0.005894,1.586,0.2064,0.000505,0.588,-1.567
-0.02368,0.756,-1.747,1.282,0.793,0.9087,-1.45,1.39,-0.4636,-0.4812,-1.454,1.681,-0.06006,0.9707,0.87,-1.158,-0.9683,0.1952,1.712,0.3828
-0.3804,0.0678,0.0492,1.083,1.237,-1.428,-1.648,0.551,-0.2489,-1.4,-1.3,1.17,-1.402,0.299,-0.827,0.582,0.609,0.559,1.704,-0.2935
0.608,0.449,0.853,-1.411,-0.514,-1.233,0.307,0.1058,-0.898,0.654,-0.10205,0.712,0.0223,-0.907,-1.143,-1.146,0.657,0.723,0.3901,-0.7056
-1.528,1.093,0.00596,-1.225,1.347,0.4604,-1.452,0.3074,2.12,-0.5933,-1.253,0.957,0.363,0.94,1.24,-0.999,-0.1636,-0.837,1.219,0.5264
-1.55,-1.64,-0.749,-0.7637,0.3757,1.577,1.087,1.171,2.184,-1.371,1.017,0.6895,-1.354,1.357,1.035,1.965,-1.764,0.3606,-2.658,0.6704
-0.9404,0.01047,0.834,0.461,-0.619,-0.9546,-1.509,-0.5728,0.72,-1.425,0.447,-0.944,-0.594,1.634,-0.2598,-0.4546,0.761,-1.8545,0.5005,-0.2157
-0.568,1.564,-1.044,-1.149,-0.2708,-1.297,-1.548,0.33,-0.02736,-0.3313,0.79,0.9165,-1.442,0.2195,-0.893,1.734,0.7656,0.1008,0.728,-1.453
0.03455,0.395,-1.752,-1.084,0.3425,1.064,-1.427,1.101,-1.028,0.7886,-1.797,1.152,-1.411,0.08545,1.708,0.4795,-1.203,-0.293,1.841,1.341
-0.8584,-0.7876,0.2078,-0.689,1.387,0.2517,-1.062,0.2122,0.606,0.536,1.566,0.976,1.381,0.3157,0.742,-0.1538,0.10034,-0.11456,0.5244,-0.971
-1.122,1.449,1.087,-0.5757,-1.11,0.1257,1.292,-1.244,1.03,-0.3623,-0.02704,-0.9277,0.675,0.749,0.1487,-0.539,0.4707,-1.012,0.5845,-0.3274
0.2964,-0.739,-1.638,-0.6045,0.2124,1.017,1.184,1.53,-0.8325,0.4912,-1.062,0.03001,-0.2448,-0.2264,0.819,-1.083,-1.273,0.251,0.8677,-0.3757
-1.5205,-0.949,-1.477,0.737,-0.9756,0.6543,-0.764,-1.501,2.094,-0.744,-0.9614,-0.1876,0.2041,-0.06744,0.381,-1.124,-0.574,-0.424,1.039,0.557
