V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
-0.6816,-0.6636,0.01347,0.6104,0.1686,-2.031,-0.2803,-0.509,-0.1074,0.1174,-0.7593,-1.827,-0.7725,-0.412,-1.074
0.1158,-1.273,-1.038,1.231,0.152,0.12024,-0.06186,-0.3967,0.5356,0.5884,0.2734,-0.1827,0.1853,-0.06006,-0.01523
1.147,0.735,0.8794,-0.1827,1.561,-0.4382,-1.901,-1.514,-0.745,-0.8604,-1.658,-0.084,-0.95,0.7104,-1.521
0.56,0.05685,-0.475,1.287,-1.137,0.4956,0.4116,-1.402,-0.04453,-1.911,-2.742,-1.856,-1.365,-1.35,-2.047
-1.337,1.199,-0.38,1.4795,-1.171,-0.1509,-0.2325,0.928,-0.2373,1.313,0.5454,0.799,0.527,-0.04355,0.02707
1.376,-1.314,0.0989,-0.1324,0.878,0.04056,-0.9243,-0.546,0.04214,0.4385,-0.783,-0.52,0.1555,0.8237,0.03038
0.1372,-1.079,0.1504,1.652,-1.021,2.088,1.234,-0.1309,0.766,-2.062,-0.7734,0.608,-0.69,0.02467,-0.4807
0.868,1.536,-1.894,-0.6255,1.414,1.424,0.8413,0.4182,-1.266,-0.1786,-1.251,-0.279,0.7646,-0.928,-0.01556
0.8506,-0.76,0.746,1.283,1.116,-0.4688,-1.373,-1.855,-1.431,-1.167,-2.482,1.108,-1.428,-0.3506,-1.959
-0.663,0.9316,0.1287,0.148,-0.8706,-0.4177,-0.03525,0.6187,0.071,0.1724,0.3835,1.027,-0.1097,-0.1016,1.065
0.8833,-1.312,0.2717,1.266,-1.255,2.035,-0.564,-0.1626,0.272,1.172,0.3447,-0.2108,0.897,-0.661,-0.2255
0.756,0.06415,1.305,0.766,0.04605,0.1353,1.262,-0.4058,0.1672,-1.667,-3.0,0.549,-1.323,-1.052,-1.497
0.1594,-1.468,0.7954,-1.583,0.4365,-0.767,0.2207,-0.4285,-0.4666,0.7637,-0.85,-0.1719,-0.1816,-0.2612,-0.1339
-1.365,-0.8403,0.2727,0.181,-0.1475,-1.284,-0.307,-0.928,0.3418,0.9434,-0.8726,-0.4954,-0.597,0.3767,0.2472
-0.1426,-0.596,-0.2423,0.6777,-0.3252,-0.0161,-0.8174,-0.752,-0.8833,-0.4758,-0.5645,-0.0894,-1.273,0.674,-0.8037
1.221,-1.253,-0.0587,-0.03906,-0.694,0.2096,0.06537,-0.2235,-0.716,-0.162,-0.32,-0.6133,0.4045,-0.8296,-1.031
0.9634,0.2808,1.551,1.367,-0.00847,1.606,0.4153,-0.0454,0.612,0.963,1.213,1.658,1.419,-0.1655,1.179
0.0654,-1.063,-0.1898,1.344,-0.928,0.6533,1.695,1.268,0.7466,0.1276,-0.2703,-0.8765,0.2727,1.261,0.3682
-1.579,-1.755,1.3955,1.2,0.03262,-1.751,-0.2009,0.135,0.86,0.1076,1.079,0.2466,-0.9355,0.4866,-0.2893
-1.467,1.18,-0.902,-1.085,-0.0432,-0.7964,-0.706,0.3367,1.213,-0.813,-0.1655,0.263,-0.3848,-0.05258,0.2832
-0.7197,0.7817,-1.647,-0.2092,1.648,-0.882,0.714,1.116,-0.09534,-0.013176,-0.0737,0.3972,-0.4055,-0.8335,-0.43
-0.8833,0.03705,-1.7705,-1.637,-1.063,1.523,-0.1179,0.6294,0.896,-0.374,1.221,-0.68,1.076,0.357,0.513
1.005,1.413,-1.566,-0.8857,-0.2046,0.8,0.4778,-0.336,1.383,-1.296,-0.2852,-1.177,-0.584,-1.363,0.0456
-0.5327,-0.06366,-1.691,-0.6055,0.3684,1.076,0.0706,0.7266,1.168,1.44,0.9653,-1.865,0.5757,-0.2251,0.7983
-0.5566,0.655,-0.0547,-1.244,-1.03,-0.04135,-0.9507,-1.223,0.719,1.323,0.9443,-0.324,0.5015,-0.846,1.412
