V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
-0.774,-1.627,-1.772,0.1464,0.3606,0.3525,0.313,0.6665,1.266,0.9946
1.02,0.6978,1.286,0.5137,-1.51,-0.6406,-0.0008326,-0.4868,0.511,0.9224
-1.547,-0.8247,-0.615,0.948,-0.884,2.176,0.2776,-2.646,1.789,0.2278
-0.2075,-1.072,-0.58,0.4353,0.1742,-0.2837,-1.253,-0.2137,0.4392,0.1937
-0.2084,1.201,0.94,-0.6035,-0.9434,-0.2983,-0.5425,0.7363,0.4016,0.2842
-0.66,0.5303,0.828,0.9873,-0.0007186,0.1192,0.4124,-0.473,0.2374,1.274
0.5786,-1.086,-0.4744,-0.2413,0.946,-0.2798,-0.547,0.4602,0.1875,0.5293
-0.472,0.3215,1.055,1.672,-0.333,-0.1553,-0.192,-0.013245,-1.585,0.6753
0.0276,-1.2295,-0.5747,1.605,0.4653,-0.2101,-0.9463,-0.02568,-1.514,0.2358
-0.6094,1.499,0.4607,-1.585,-0.278,0.1061,0.1302,0.8906,1.068,1.252
1.404,-0.03592,-0.642,-0.7935,1.237,-1.094,-0.155,-0.1583,1.294,-1.148
1.483,0.04385,-0.5713,0.803,1.14,-0.9004,-0.4585,-0.3726,-0.2045,-0.1665
0.756,0.784,1.225,0.5073,-1.768,-0.555,0.4148,-0.436,0.524,1.517
0.671,0.6323,1.371,-1.646,-1.919,-0.4194,0.6387,0.109,0.4229,1.764
1.041,-1.262,-0.81,-1.65,1.385,-0.9043,0.0868,-0.1219,0.659,0.706
1.294,1.382,0.727,0.2363,-0.9077,-1.384,-1.446,-0.732,0.6694,-0.8936
-1.617,-0.1432,-0.771,0.396,-0.84,2.34,0.2489,-1.254,-0.005436,-1.895
0.19,0.895,1.431,-0.977,-1.711,-0.1992,0.764,0.7505,1.755,1.225
0.926,-0.2467,-0.659,1.776,1.475,-0.4976,-0.2096,0.2664,-2.066,-0.1155
-1.135,0.1089,-0.7666,-0.005333,-0.682,1.236,-0.776,0.1965,-1.114,-0.3098
0.1726,-0.59,-0.8384,1.119,0.8057,-0.4954,-1.16,-0.1455,0.0778,0.333
