V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0.1443,-1.117,-0.3533,0.4167,-1.27,-1.608,-0.2472,-0.10596,-0.951,1.064,1.197,1.167,-0.9565,2.324,0.564,1.163,1.352,0.2197,-0.865,1.674
1.3545,0.2317,-1.172,1.225,-0.952,-1.184,1.05,1.758,-0.733,1.017,0.842,0.764,0.1208,0.9536,1.037,0.0657,-0.339,-1.808,0.622,0.862
1.421,-0.3901,-1.118,0.7524,1.103,0.4324,-1.145,0.8315,0.0897,0.8193,1.555,0.1511,-1.448,-0.3186,0.719,-1.431,0.341,-0.07446,-0.8604,0.1348
1.5,1.371,-0.4119,1.345,-0.4272,-1.57,-1.658,-1.528,-0.907,1.324,-0.05682,2.223,-1.229,2.94,0.2133,0.6777,-1.235,1.04,-0.968,1.243
-0.618,-1.183,0.3389,-0.282,-1.553,1.654,-1.006,-1.1875,1.453,-0.718,-1.521,-0.5986,-0.7095,-1.424,-0.2566,1.746,1.148,2.006,-0.5146,-0.3787
0.811,0.3237,-0.7515,0.9185,-0.292,1.032,0.2913,-1.404,1.083,1.97,-0.1946,2.438,-0.6167,-0.7124,0.3345,0.6885,-0.5615,-0.03854,-1.253,-1.126
1.219,-1.37,-1.033,0.8447,1.097,-0.21,-0.2251,-1.705,-0.5293,0.643,-1.05,0.3713,-0.8564,0.1198,1.32,0.872,1.386,1.086,-1.328,-0.1989
0.06555,-0.886,-0.428,0.6294,-0.5083,-1.012,-0.7915,0.3237,-1.044,1.21,0.3623,1.222,-1.2295,1.16,0.547,0.1527,0.6514,0.3628,-1.278,0.2527
1.365,-0.8604,-1.1875,0.968,-1.106,1.621,1.424,0.0764,1.845,1.287,1.445,1.377,0.522,-0.5234,0.5796,0.2299,1.254,-0.6216,-0.815,-0.066
1.464,0.905,-1.809,1.2295,0.872,-1.371,-0.1744,-1.154,-1.185,1.381,1.666,1.319,-1.08,1.42,0.9272,0.8228,-1.0205,-0.228,-1.215,1.196
0.954,-1.619,-0.9614,0.9043,-1.011,-0.1862,0.537,1.613,-0.547,0.301,-1.75,0.1583,-0.1968,-0.3628,0.541,-0.3875,1.76,-0.4326,-0.7324,-1.3
-1.565,0.03897,1.471,-1.624,0.2329,-0.5215,1.547,-0.5303,-0.7417,-0.9766,-0.6235,-0.4294,2.17,-0.0683,-1.523,-0.1567,-0.2864,0.2905,1.18,0.1519
-0.379,-0.065,0.5605,0.2524,1.087,-0.4924,1.483,0.1952,-0.5557,-0.3643,0.7114,-0.6377,1.234,0.1255,0.0379,-1.128,-0.10077,-1.1045,0.5615,-0.02745
1.596,-0.4504,-0.812,1.077,1.612,-1.301,0.2183,1.3955,-0.821,1.401,1.151,1.882,-0.8154,1.21,-0.0142,-1.276,0.2063,-0.7124,-0.3196,0.938
-0.04053,1.591,-0.818,0.5444,0.5317,-1.509,0.735,1.5625,-1.091,0.923,1.685,0.6084,-0.002384,2.889,0.9336,-1.559,-1.018,-2.004,0.548,1.722
-1.01,1.075,0.928,-1.098,-0.8145,-0.4863,-1.637,-0.05643,-0.7705,-0.2725,-1.207,-0.5654,-0.2324,-0.02875,-0.6333,0.4312,-1.078,0.6357,-0.0008945,-0.668
1.632,1.674,-1.477,1.383,0.08716,1.148,-0.2617,1.238,1.7705,1.866,0.6978,3.111,-0.8403,-1.0,0.9897,-1.107,-1.258,-1.562,0.1327,-0.747
0.03546,0.796,-0.797,0.46,1.541,1.16,-0.8965,1.581,1.342,-0.4646,0.5073,-0.925,-1.208,-0.7056,1.121,-1.535,-0.8936,-0.9487,-0.3647,-0.91
-0.8604,-1.506,0.9004,-1.23,-0.1095,1.372,-0.2546,-0.1261,1.76,-1.676,-0.299,-1.011,0.604,-1.17,-0.527,0.3066,1.603,0.923,0.7837,0.2944
-0.4697,0.4375,-0.2325,-0.2612,-1.256,-1.025,-1.149,1.563,-0.675,-0.058,1.411,-0.07056,-0.996,0.891,0.2632,-0.1394,-0.591,-0.4402,-0.4333,0.761
0.93,0.195,-0.81,0.6733,1.168,-0.87,-0.03056,-0.9272,-0.646,0.5444,-0.4817,0.08795,-0.63,0.7935,0.7876,0.3005,-0.3545,-0.2507,-0.4841,-0.12335
1.131,0.753,-1.09,1.279,1.519,-0.04315,-0.2927,-0.8276,-0.4773,1.419,-0.1257,2.348,-1.231,-0.594,0.7783,-0.2551,-0.7363,-0.354,-1.025,-1.219
1.084,1.767,-0.8843,0.951,0.639,-1.482,-1.11,-0.9966,-0.6733,0.8906,1.248,0.6763,-1.079,1.901,1.156,0.38,-1.196,0.2139,-1.031,1.221
0.6875,-0.769,-0.684,0.7734,0.4893,1.255,-1.592,-0.0975,1.779,-0.0604,-0.6157,-0.8354,-1.317,-0.7065,0.637,-0.7354,0.8076,0.847,-1.159,-0.7617
0.522,0.664,0.0786,0.7607,0.873,1.506,1.287,1.321,1.748,0.615,1.232,0.5293,0.7764,-0.505,0.3289,-1.258,-0.7837,-1.74,0.748,0.511
-1.553,-1.44,2.525,-1.842,0.3982,0.7827,1.53,1.325,0.685,-2.012,-0.8037,-1.593,2.66,-0.814,-2.467,-0.8135,1.484,0.705,3.064,1.014
-0.828,-0.6025,0.5054,-0.936,0.2217,-0.2388,-0.4055,-0.2446,-0.604,-1.697,1.749,-1.1045,0.0521,-0.1919,-0.4124,-0.4229,0.5635,0.4846,0.948,1.525
1.692,-0.6416,-1.069,1.17,0.1597,-0.6724,0.1049,0.6455,-0.648,2.084,0.5737,2.87,-0.811,-0.06198,0.9214,-0.785,0.4612,-0.7383,-0.6514,-0.751
-1.246,-1.342,1.865,-1.134,1.749,-0.7065,-0.9473,-1.267,-0.539,-0.7134,1.809,-0.5874,0.4812,-0.1362,-1.814,-0.2703,1.411,3.057,0.9067,2.771
0.93,-0.4314,-1.284,0.981,1.154,0.8467,1.354,-0.954,0.7305,0.8765,-1.576,0.6064,0.4229,-1.054,0.5513,0.11975,0.478,-0.1228,-0.8315,-1.496
-1.56,0.3884,1.911,-1.627,0.6377,-0.257,-0.1677,-0.688,-0.6157,-2.33,1.277,-1.681,0.966,-0.322,-2.064,-0.5225,-0.3894,1.036,2.947,2.598
1.391,0.8696,-1.1455,1.2,-0.5933,1.017,0.642,0.3115,0.8936,0.1768,0.5176,-0.3247,-0.283,-0.44,0.796,-0.316,-1.079,-1.584,0.766,-0.2593
-0.4453,-1.712,-0.5244,-0.1444,0.8154,-1.446,-0.10785,1.432,-0.9463,-0.4043,0.3484,-0.1351,-0.9146,1.748,0.2357,-1.456,1.787,-0.017,-0.552,0.62
1.165,-0.0637,-0.693,0.925,-1.107,-1.376,0.637,0.0974,-0.959,1.152,1.036,1.325,0.05225,1.8,0.8354,0.0676,-0.1757,-1.212,-0.1405,0.919
-0.9634,1.754,0.911,-1.266,-0.9756,0.957,-0.703,0.771,1.289,-0.408,-0.7886,-0.5986,0.05603,-0.806,-0.919,-0.1171,-1.168,0.02614,0.1647,-0.9717
-1.242,1.653,1.128,-1.551,-0.2428,-1.366,1.204,-1.579,-0.943,-1.379,1.42,-0.862,2.367,1.347,-1.214,1.837,-1.277,0.565,0.7734,2.346
-1.328,-0.9033,2.053,-1.32,0.216,-0.976,1.27,1.524,-0.825,-0.777,0.2844,0.124,2.43,0.782,-2.334,-1.369,0.9556,0.5825,1.707,1.771
-1.45,-0.03064,1.354,-1.424,-1.082,0.1855,0.563,0.547,-0.11694,-1.229,-1.024,-0.5303,1.411,-0.3909,-1.794,0.653,-0.486,0.0657,1.754,0.397
-1.035,-0.1967,0.8774,-1.262,-1.51,-0.681,0.2333,0.949,-0.794,-0.962,-0.1616,-0.5503,0.926,-0.1339,-0.9263,0.642,0.1582,-0.2089,0.926,-0.1498
0.706,0.4539,-0.968,0.8125,-1.754,-1.045,-1.067,0.76,-0.92,0.3235,-0.7974,0.1193,-1.387,0.0343,0.8135,1.343,-0.7524,-0.532,-0.3936,-0.9995
0.4814,1.096,-0.9326,0.7896,1.405,1.296,-0.6406,0.5103,1.554,-0.185,-1.496,-0.2413,-1.101,-0.516,1.148,-1.45,-0.772,-0.93,-0.467,-1.406
0.07623,0.994,-0.3933,0.578,-1.134,-1.589,-0.819,0.967,-0.948,1.2,-1.17,1.132,-0.894,2.762,0.858,0.2318,-0.8584,-0.96,-0.337,0.11646
1.208,1.186,-0.8057,0.9604,0.507,1.033,-1.113,-0.1575,1.022,0.8604,0.866,0.6763,-1.224,-0.843,0.926,-0.6675,-1.114,-0.3728,-0.758,-0.5317
