V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-1.315,0.2603,-0.9497,0.3713,-0.1412,0.3745,1.401,-0.492,-0.321,-0.66,-0.968,-1.0,0.1682,0.0392,1.781,-0.4504,-0.1169,-0.7954,-0.4639,-0.00589
-0.8125,-1.074,-1.408,1.084,1.114,-1.182,0.3372,0.428,-0.512,-0.2756,-1.084,-0.1858,-0.874,-1.058,-0.685,0.6074,-0.461,-0.2301,-0.8936,-0.1615
0.8335,0.2522,1.765,-0.9604,-0.931,0.278,0.146,-0.4795,-0.4114,2.672,2.932,2.514,-0.005123,-1.577,-0.85,-0.4507,-0.773,0.809,3.098,1.388
0.598,0.371,-0.3062,0.3596,-0.06696,0.3147,1.014,-0.444,-0.3418,-0.8184,-0.3389,-0.838,-0.5996,-0.5728,0.9814,-0.5005,-0.354,-0.8726,-0.74,-0.2964
1.03,1.566,1.425,0.07465,-0.49,1.557,-1.645,-0.737,0.2542,1.805,2.783,1.985,0.931,1.286,0.1021,-0.528,-0.2,1.131,3.354,1.643
1.563,-0.791,0.10925,-0.2974,-0.816,-0.562,1.147,-0.496,-0.6313,-0.7236,-0.231,-0.604,1.604,1.196,0.945,-0.5874,-0.68,1.02,-0.05804,-0.3137
0.3052,0.344,0.005466,-0.742,-0.817,0.3816,0.3787,-0.5713,-0.257,-0.6045,-0.4624,-0.599,-1.023,-1.446,-0.3044,-0.7495,-0.5503,0.11926,-0.9395,-0.665
-1.096,-0.04388,1.053,-0.1874,-0.7793,-0.2408,-1.652,-0.347,-0.4922,0.7314,-0.76,-0.683,-0.4946,-0.786,0.193,-0.3855,0.583,-0.6895,-0.575,-0.5884
1.237,0.02835,-1.38,1.315,1.716,0.03827,-0.9067,1.641,0.949,-0.1827,-0.2255,1.007,0.7446,-1.211,-0.893,1.465,0.863,-0.1761,-0.7314,0.3762
0.192,-1.241,1.1045,-1.12,-1.005,-1.199,-0.09076,-0.3413,-0.7676,1.024,0.0661,-0.3606,-1.012,-0.1566,-0.9497,-0.3938,-0.75,-0.9263,-0.2203,-0.6973
-1.17,1.206,1.352,1.277,1.435,1.179,-0.486,1.158,0.9854,1.441,1.031,1.16,0.2427,0.6475,-0.882,1.089,0.8525,-0.1917,0.9297,0.422
0.783,1.369,1.089,1.584,2.299,1.214,-0.1702,2.838,3.443,0.883,1.098,2.969,0.3853,0.01124,-0.9277,2.725,2.857,-0.828,1.92,2.482
-1.574,1.475,-0.2299,-1.404,-0.601,1.459,-1.595,-0.4866,0.2267,-0.695,0.003094,-0.615,1.618,-1.195,0.4966,-0.3809,-0.5825,-0.0859,-0.8716,-0.4065
1.597,0.4097,0.9717,-0.804,-0.944,0.4617,1.445,-0.6333,-0.3193,0.2627,0.3203,-0.2135,1.932,0.3635,1.853,-0.4556,-0.05667,-0.5376,-0.01336,0.1484
0.4128,-0.0224,-0.938,1.018,0.8813,0.167,0.2722,0.365,-0.1649,-0.7554,-0.5933,-0.3918,-0.9873,0.489,-0.768,0.2979,-0.4507,-0.4775,-0.3987,-0.3892
-1.212,1.594,0.1616,0.686,0.3408,1.646,1.237,-0.379,0.3254,-0.673,0.3572,-0.4077,0.7974,-1.197,1.37,-0.4614,-0.9077,-0.195,-0.7676,0.01293
1.375,1.428,1.054,-1.716,-0.4792,1.432,-0.2335,-0.5537,0.2125,0.787,1.57,0.5254,2.021,-0.015305,-1.12,-0.4678,0.4497,-0.986,0.6855,-0.2467
-0.255,-1.444,1.368,-0.7427,-0.8506,-1.403,1.574,-0.662,-0.828,1.388,0.4841,-0.2059,-1.165,-0.2537,2.473,-0.892,0.08295,-0.989,0.03177,0.4438
1.34,0.2021,0.9287,-1.344,-0.752,0.1917,-1.552,-0.5957,-0.4417,0.4937,0.0832,-0.366,1.158,0.1807,0.1194,-0.6733,-0.2322,-0.824,-0.1709,-0.4429
0.265,-1.206,-0.92,-1.724,-0.4136,-1.231,-1.54,-0.626,-0.725,-0.445,-0.6006,-0.8896,-0.918,-1.128,0.2054,-0.581,-0.5244,-0.1554,-0.8906,-0.4236
-1.73,0.853,-0.07635,1.335,1.798,0.8076,-0.1553,2.191,2.107,-0.678,-0.717,1.007,1.534,-1.399,-0.937,2.195,0.9565,0.3005,-0.8457,0.8096
1.6455,1.498,0.05164,0.6016,0.2045,1.463,-0.1365,-0.2903,0.2307,-0.6523,1.203,0.189,2.82,1.627,-0.9854,-0.1436,-0.829,2.393,0.691,-0.3447
1.605,1.5,0.9995,-0.1666,-0.8228,1.788,-0.524,-0.4507,0.3723,0.6763,2.197,1.461,2.775,0.01797,-0.959,-0.378,-0.652,-1.052,1.634,0.1565
0.5117,0.934,-1.023,-0.3674,-1.047,1.01,0.615,-0.2834,0.03296,-0.574,0.1412,-0.1578,-0.4836,-1.201,-0.1691,-0.3906,-0.9927,-0.276,-0.774,-0.588
-0.614,1.537,1.238,0.3147,-0.284,1.607,1.369,-0.701,0.2786,1.18,1.319,0.2367,-0.2174,1.321,1.748,-0.3994,-0.7676,1.49,0.987,0.495
-0.2212,0.778,0.571,-0.1362,-0.645,0.8374,-1.378,-0.542,-0.1598,-0.02487,-0.3352,-0.5806,-0.867,-1.194,-0.3801,-0.561,-0.2046,-0.3289,-0.74,-0.6973
-0.3713,-0.6206,-0.883,-1.257,-0.6836,-0.6763,0.943,-0.7437,-0.6636,-0.8105,-1.074,-0.887,-1.102,0.4294,0.5415,-0.626,-1.112,-0.48,-0.3198,-0.4663
-0.71,1.693,-1.486,-0.585,-0.7256,1.783,-0.749,-0.584,0.464,0.2522,0.915,-0.05704,0.0919,1.344,-0.8745,-0.668,-0.9775,1.398,0.337,-0.6387
0.926,-0.8228,0.05704,-1.136,-0.8027,-0.6694,-0.77,-0.4368,-0.6313,-0.613,-0.4941,-0.719,-0.156,1.6455,-0.7676,-0.6016,-1.045,2.402,0.01799,-0.681
1.122,1.244,0.2803,0.4365,-0.02719,1.059,1.281,-0.5195,-0.02655,-0.682,0.5054,-0.3936,0.97,0.06384,1.428,-0.3643,-0.673,-0.9443,-0.1927,-0.01472
0.4236,0.5073,-0.8047,-0.3052,-0.8276,0.4966,-1.177,-0.55,-0.2478,-0.6494,-0.4353,-0.627,-0.6826,-1.488,-0.3142,-0.491,-0.1987,0.41,-1.062,-0.6533
1.053,0.807,1.715,1.22,1.341,0.9204,0.527,1.128,0.7314,2.81,3.92,4.992,0.5654,-0.8687,-0.2983,0.8975,-0.3513,-0.6685,8.13,9.86
-1.031,0.3767,-0.686,-1.768,-0.3782,0.3489,0.7056,-0.6646,-0.3345,-0.545,-1.038,-0.956,-0.1995,-1.46,-0.02118,-0.5312,0.1422,0.257,-1.016,-0.491
