V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-0.724,1.149,-0.3826,-0.597,1.143,-1.404,-0.5786,-0.2161,1.508,2.057,1.184,-0.727,-0.1537,0.7915,-0.628,-0.307,0.663,-0.174,-0.2905,-0.00801
1.278,-1.288,-0.815,0.314,1.5,1.34,-0.8745,0.44,0.919,0.2441,-0.792,0.9824,-0.847,-0.3613,0.3044,-0.763,1.184,0.04474,-0.513,-0.251
-0.21,0.5864,-1.445,-0.621,0.2426,0.855,-1.783,-0.3306,0.5127,-0.252,0.2075,-0.4673,-0.919,-0.579,-0.528,-1.129,0.3875,0.1201,-0.4282,-0.6226
-0.2505,-1.324,0.701,-0.6235,1.41,1.534,-1.772,0.9546,-0.0278,-1.0205,-0.91,0.9766,-0.403,-0.2362,-0.7085,-1.125,0.7246,0.1087,-0.6567,-0.129
1.042,0.3462,-1.19,-0.0777,-0.1654,-0.2888,-0.1803,-0.9814,-0.4321,-1.011,-0.2,-1.186,-1.016,-0.513,-0.2075,-0.3975,-0.6216,-0.3455,-0.246,-0.7036
0.8516,-0.532,1.571,0.948,0.008484,-0.5405,0.7637,-0.297,-0.3584,-0.956,-0.8394,-0.09564,0.82,-0.4998,0.8857,0.2275,-0.3984,-0.287,0.3535,0.0519
-0.3606,1.006,-0.8613,0.979,-0.9414,-0.07135,-0.5195,-0.898,-0.7754,-0.786,0.7896,-0.3457,-0.1447,-0.61,0.9937,-0.6313,-1.361,-0.3936,-0.4702,-0.8354
0.0911,1.08,-1.114,-1.058,1.295,-0.2898,-0.6367,-0.2507,-1.584,0.202,1.039,-1.316,-0.2327,-0.5723,-1.108,-0.7627,0.1403,-0.1407,-0.5254,-0.7124
-0.6157,0.1832,-1.599,-0.2834,0.3516,-0.674,-0.1637,-0.9766,-0.1322,-0.7876,-0.3022,-1.354,-0.8345,-0.563,-0.5415,-0.391,-0.948,-0.3623,-0.255,-0.764
-0.02101,-0.3823,-1.284,1.205,-1.303,1.363,0.01607,-0.1782,-1.574,0.3176,-0.8975,2.06,-0.00353,-0.533,1.134,-0.308,-1.078,-0.3777,-0.3225,-0.2854
-0.3567,-0.8896,1.187,0.8354,-0.1065,-1.302,0.314,-0.7617,1.307,1.25,-0.881,0.1812,0.2988,0.07904,0.6646,-0.04483,-0.1576,-0.2917,-0.261,0.1214
-0.724,-0.6035,-1.121,1.522,0.1796,-0.608,-1.554,-0.626,-0.3755,-0.795,-0.8003,0.7065,-0.2974,-0.6733,1.519,-1.175,-0.1154,0.0993,-0.2637,-0.6694
-1.145,0.08136,-0.6963,-0.587,0.8525,-0.82,-0.1127,-0.6787,1.504,2.014,-0.3054,-1.184,-1.25,0.9165,-0.4387,-0.04492,0.518,-0.2194,-0.3572,0.1234
-1.684,0.6245,0.10925,0.4202,1.282,1.653,0.6973,0.8223,-1.194,-0.3577,0.3765,1.899,0.1705,-0.4133,0.0979,0.003456,0.251,-0.2076,-0.2,-0.10443
-1.322,0.372,1.438,0.3474,-1.613,0.03073,-0.1509,-0.1864,0.449,-0.2637,-0.3276,-0.7705,0.4922,-0.603,0.2983,-0.4053,-1.351,-0.379,0.01959,-0.1887
-1.458,-0.775,-0.5107,-0.8228,1.414,-0.5557,0.587,0.535,1.723,2.76,-0.9053,-1.29,-1.144,1.999,-0.796,0.643,1.256,0.1007,-0.568,0.563
-0.2886,0.03044,1.029,1.524,1.251,-0.8633,-0.7993,-0.11957,-0.4983,-1.123,-0.5093,0.7705,0.538,-0.538,1.63,-0.5312,-0.3008,-0.2651,-0.072,-0.2373
-0.097,-0.8833,-0.127,0.464,0.6533,-1.528,0.711,0.001169,0.6494,0.010056,-1.064,-0.0589,-0.8735,-0.52,0.494,0.10986,-0.2423,-0.3655,-0.4692,-0.5376
0.0811,-1.412,1.183,-1.176,1.005,-0.825,-0.813,-0.5166,-0.888,-0.814,-0.7983,-0.914,-0.1293,-0.6665,-1.226,-0.7896,-0.3127,-0.156,-0.3894,-0.4026
0.2352,0.4194,1.449,-1.13,-1.106,-0.7363,-0.936,-0.659,-0.837,-0.5723,0.01212,-1.162,0.3557,-0.6475,-0.9785,-0.5947,-0.9595,-0.4065,-0.03111,-0.2124
0.4526,-0.5054,-1.773,-0.11707,-0.01441,0.9365,-0.2698,-0.802,0.8687,0.2666,-0.946,-0.1626,-0.801,-0.4539,-0.5503,-0.4158,-0.4243,-0.2893,-0.626,-0.6196
-1.113,-0.372,-0.012886,1.389,0.1782,1.648,-0.0788,-0.5854,-0.4207,-0.9736,-0.8823,3.115,0.811,-0.4875,1.65,-0.0693,-1.067,-0.363,0.2375,0.1853
-0.896,0.786,0.6724,-0.975,0.08966,-1.082,-1.973,-0.2264,0.3115,-0.619,0.5527,-0.9834,-0.215,-0.6553,-0.867,-1.327,0.616,0.243,-0.453,-0.519
-0.1643,-0.1104,-0.004562,1.256,0.985,1.061,-0.918,-0.2164,-1.14,-0.5864,-0.611,1.468,-0.1158,-0.6855,1.121,-0.8086,-0.2455,-0.145,-0.3977,-0.4116
-0.8677,-1.373,-0.4966,0.624,0.994,0.043,0.599,0.05252,-1.429,0.169,-0.783,-0.552,-0.9478,-0.465,0.393,-0.0818,-0.1252,-0.3005,-0.3843,-0.5244
1.751,-0.9683,-0.1353,0.6367,0.1458,-1.024,1.966,1.721,0.502,-0.1565,-0.8584,-0.3806,-0.8765,0.362,0.3132,0.7983,2.17,0.2228,-0.452,0.0743
1.277,1.701,-0.4514,-0.9126,-1.3545,1.41,0.983,0.686,-0.2961,-0.929,2.58,0.7437,2.168,0.4763,-1.012,1.862,-0.3477,0.632,2.277,0.908
0.5776,1.706,0.5474,1.355,0.9136,1.613,-0.6484,-0.182,-1.053,-0.8022,2.549,2.953,4.406,2.99,1.342,6.066,-0.1705,9.58,7.91,8.14
0.1779,1.519,1.035,1.558,0.5957,1.305,0.3655,-0.08704,1.007,0.5034,2.107,2.594,3.854,2.363,1.574,4.977,-0.1624,6.367,6.195,5.902
1.672,-0.1469,-1.618,-1.073,0.2607,-0.473,1.598,0.9707,0.236,-0.7905,-0.605,-1.236,-0.9937,-0.222,-0.985,0.5137,1.457,0.06015,-0.496,-0.4548
-0.4905,0.213,-0.1143,-0.9233,1.375,-1.256,-0.3113,-0.1296,-0.5303,-1.1455,-0.342,-0.6743,-1.138,-0.4329,-0.9097,-0.4814,-0.5894,-0.2556,-0.3281,-0.612
0.526,0.2512,-1.021,1.321,-0.2444,0.03885,0.737,-0.26,0.9277,0.3438,-0.06152,0.3755,-0.4194,-0.5293,1.357,-0.0882,-0.1383,-0.2915,-0.597,-0.5913
