V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
-1.068,-0.963,0.8022,0.8447,1.109,-0.6323,0.651,-0.4456,-0.1543,-1.168,-0.826,0.8438,1.077,1.235,-1.315
-1.064,-1.098,1.403,1.199,1.077,-0.3835,-0.6807,0.03598,-1.061,-0.0586,-0.8193,0.05905,-0.1503,-0.04642,0.5796
1.346,-1.04,1.43,0.8906,-1.305,1.358,1.576,-1.414,1.909,-1.861,-0.639,-0.2612,2.494,-4.246,1.165
-1.365,-0.744,0.8726,0.609,1.491,-1.196,-0.4202,-0.6597,-0.6733,0.1844,-0.793,-0.8774,-0.3926,0.8584,-1.182
-0.3286,0.969,-1.149,0.927,0.2834,-0.6704,0.4148,-0.4363,-0.574,0.75,-0.4507,-1.327,0.04733,0.277,-0.7266
-1.175,0.6875,1.386,-0.01665,1.212,-0.9863,0.8057,-0.706,0.3923,-1.366,-0.7676,0.4436,1.296,0.679,-0.8164
0.6187,0.499,0.9443,0.2673,-0.6606,-0.378,0.5454,-0.6626,-0.1741,-0.9365,-0.6377,0.3552,0.9854,1.138,-1.058
1.054,1.379,-1.598,1.492,-1.008,1.25,-1.578,-0.8286,1.054,0.953,-0.699,-0.18,0.6724,0.527,-0.6353
-1.594,-0.603,-1.596,0.4285,1.374,-0.1677,0.2678,-0.4321,-0.851,0.8174,-0.6753,-0.456,0.2114,0.09753,0.226
1.445,1.332,-0.2893,1.218,-1.354,1.617,-0.966,-1.654,1.628,1.322,-0.5845,0.7046,1.288,0.838,-1.194
0.07385,-0.582,0.9175,0.4768,-0.3083,-0.6846,0.1813,-0.8804,-0.1768,-0.3376,-0.742,-0.2642,0.0941,-0.2678,0.813
1.479,-1.121,1.465,0.943,-1.5625,3.12,-1.174,-0.706,0.1735,0.2233,-0.719,-0.951,-0.166,-0.01014,0.1135
1.7295,0.3496,0.9673,-0.6387,-1.747,2.842,1.048,-0.4255,0.1681,-1.719,0.618,-0.8545,0.8926,0.8325,-1.12
0.511,0.969,0.81,0.752,-0.5303,0.1631,-1.202,0.1635,-0.1671,0.1666,-1.086,0.1897,-0.5347,0.8916,-0.7686
-0.2183,-0.0528,-0.452,-1.958,0.05792,-0.1986,-0.1603,2.385,0.528,1.07,1.942,0.02814,-1.568,-0.405,0.8394
0.0729,1.644,-0.4963,0.3667,-0.2091,-0.1554,1.106,-0.3574,0.0977,-0.3523,-0.5835,-0.2778,0.3115,0.2458,-0.04367
0.4377,-0.9575,1.388,1.066,-0.5312,-0.571,1.068,-0.3013,0.1945,-1.385,-0.703,0.3948,1.394,0.698,-1.088
0.788,0.9375,-0.798,0.979,-0.891,-0.7104,-0.3386,-0.4954,-0.981,1.517,-0.4104,0.744,0.756,1.356,-1.322
1.0205,1.575,0.8394,0.6787,-0.9,0.10376,-0.5796,0.08575,-1.033,0.4263,-0.4355,-0.825,-0.06866,0.3367,-0.5474
-0.8164,1.278,-0.3818,1.654,0.79,0.703,0.734,-0.1538,-0.2642,0.05225,-0.5396,-0.9497,0.1172,-0.02808,0.217
1.196,-0.4988,1.516,0.1277,-1.119,0.9736,-1.571,-1.062,1.587,-0.523,-0.811,0.4155,0.629,0.94,-1.113
0.362,1.421,-1.426,1.514,-0.5444,-0.908,1.136,-0.183,0.1925,-0.1558,-0.4294,-0.7603,0.0376,-0.4314,0.6895
0.2089,-0.2876,0.7124,-1.081,-0.2734,-0.7915,-0.3376,0.5884,-1.07,0.02942,1.29,-0.04843,-1.862,-1.467,2.33
1.142,-0.728,-1.708,1.196,-1.166,0.588,-1.321,0.1515,-0.337,1.248,-0.2908,0.2693,0.781,0.99,-0.869
-0.7563,-1.665,1.02,-1.63,0.948,-0.6123,1.594,1.688,0.9004,-2.355,2.129,0.659,0.5337,1.064,-1.185
1.343,0.1407,-1.679,-1.054,-1.397,1.344,0.4756,-0.287,-0.614,0.4558,1.235,-1.024,-1.226,0.3936,-0.734
0.3079,-1.427,-0.7617,-0.893,-0.578,-0.4917,-1.293,0.617,-0.5576,1.4375,0.892,1.221,-0.5664,0.707,-1.214
-1.169,1.482,0.653,0.762,1.279,-1.071,-0.562,-0.4805,-0.7695,0.256,-0.7314,-0.9897,-0.3108,0.543,-1.087
-0.8135,1.262,-0.9463,0.3247,1.083,0.3743,1.069,-0.1035,0.2356,-0.2805,-0.7915,-0.06088,-0.0007973,-0.1985,0.789
0.3765,-1.491,0.8965,-1.021,-0.5625,-1.079,-0.05936,0.8145,-1.531,-0.4604,1.424,0.512,-1.721,-0.9883,1.682
0.567,-0.3394,0.09106,-0.596,-0.4954,-1.752,0.04984,0.8506,-1.24,0.03854,0.469,-1.425,-0.938,0.9937,-1.503
1.358,-0.86,0.2355,0.952,-1.416,1.542,-1.566,-1.657,2.793,-0.1425,-0.561,-0.4895,0.619,0.778,-0.886
0.8477,1.63,0.3503,-0.09607,-0.9165,-0.5537,-1.748,-0.505,0.932,-0.322,-0.604,-0.3696,0.1438,-0.3286,0.984
