V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-1.138,-1.187,-1.354,-2.264,-1.555,-1.222,-1.486,-1.328,-0.3809,-0.4177,1.076,-0.884,1.39,-0.662,-0.5186,1.33,-0.81,2.162,-0.177,-0.05353
1.136,0.394,-0.6235,0.6875,-0.6553,-0.6074,1.136,-0.6997,0.2001,0.821,0.736,0.4526,0.1962,2.523,-0.4744,0.426,0.553,1.27,0.1205,2.025
-0.5425,-0.5537,1.294,-1.68,0.751,-1.174,-0.7563,1.125,1.27,0.486,-0.4895,0.0498,-1.48,-0.7393,-0.504,-0.386,-0.606,-0.9194,-1.19,-0.02751
-1.233,-0.3135,-1.344,0.281,-0.2131,1.032,-1.196,0.08594,-1.198,-0.6035,0.1132,0.658,-1.21,-0.1271,0.3442,1.607,-0.5728,-1.606,-0.951,-1.277
-1.326,0.549,-0.7114,-0.8467,-1.118,0.06934,0.1483,-1.8125,-0.3718,-0.55,-0.6543,-0.465,-0.0699,0.8125,-0.838,-0.622,-0.322,0.1915,-0.6846,0.1656
-1.572,-0.7417,1.302,-0.801,0.1072,-1.702,0.913,-0.6436,-0.8022,-0.5874,-0.224,-0.9717,-1.418,-0.3975,-0.4421,-1.152,-0.39,-0.677,0.2338,-0.9443
-0.7646,1.5,0.0879,-0.7495,0.8706,0.9727,1.24,-0.2512,-0.3533,1.196,-0.9404,1.142,1.691,1.678,0.854,-1.303,1.345,0.7837,-1.024,2.332
-0.7236,1.743,0.109,1.602,-0.5586,-2.445,-0.3643,0.5645,-0.2002,0.5366,-0.538,0.691,0.6997,3.2,-0.3562,0.692,-1.493,0.00466,-0.1276,1.76
1.498,0.1661,0.7427,0.786,-0.2854,-0.2493,-0.252,0.1271,1.423,1.81,0.06445,0.4502,-1.567,0.4001,0.701,-1.187,0.716,-1.327,0.5435,0.2461
-1.411,-0.5435,-0.579,-2.123,-0.3381,-1.095,0.2131,-0.301,1.312,-1.462,0.1509,-0.76,0.665,-0.7134,-0.3135,0.629,-1.232,0.3086,0.355,-0.37
-0.818,0.1471,1.534,-1.182,0.3857,-0.2294,-1.568,0.388,1.758,0.4465,0.3472,0.6416,1.442,-1.018,-1.046,-0.643,0.5835,1.287,-0.281,0.6807
1.35,1.355,-1.088,1.021,-0.5547,-0.0698,0.7554,0.9272,0.04965,-1.587,-0.02684,-0.811,-0.2502,0.9404,1.78,1.331,-0.001009,0.1203,1.281,-0.3472
-0.8975,-0.2634,-0.4631,-0.1646,-0.4082,0.887,1.495,-0.728,-1.499,-0.282,-1.208,-0.523,1.6,0.7036,0.8647,1.455,-1.192,-1.256,-0.8374,0.663
0.9897,0.44,-1.433,-0.3816,-0.9097,0.8013,0.719,1.171,0.1555,0.569,0.378,0.412,0.3438,0.141,0.1631,-0.9785,-0.324,0.3499,-0.532,-0.0857
-1.383,0.606,-0.4321,-0.3618,0.3403,0.2898,-0.9116,-1.498,-1.42,1.162,-0.1296,1.189,-1.085,0.564,0.3333,-0.1704,0.7095,-0.4912,0.1355,0.1122
-1.265,1.51,-1.197,-0.76,-0.623,-0.932,-1.174,-1.01,-1.007,0.32,-0.2035,1.437,-1.194,1.335,-0.189,0.647,-0.213,-0.8755,-1.032,0.3086
1.695,0.4673,-0.4978,0.3008,-1.104,-1.341,-0.2935,0.3855,0.9966,0.4724,-0.589,-0.29,1.596,-1.065,-0.348,1.329,-0.569,0.3513,-0.259,0.6475
0.1726,1.529,0.9834,-0.4019,-0.3018,-1.446,-0.3171,-0.04132,1.568,1.053,-1.722,-1.241,1.375,0.43,0.6216,-1.485,-1.145,0.3616,-0.5903,-0.2983
1.289,-0.00906,-1.307,1.499,-1.044,-0.1395,-1.48,-0.715,-1.644,-2.229,-0.1816,-2.135,-0.9126,-0.256,0.1193,-1.546,-0.4805,-1.627,-0.9175,-2.094
1.244,0.4824,1.494,0.719,0.10626,-1.087,-0.3706,1.005,2.379,-1.388,-0.1373,-0.5376,1.367,1.2295,-0.833,0.10443,-0.3125,1.704,-0.4592,1.286
1.349,0.7773,1.013,0.8804,-0.654,0.937,0.7334,-0.1819,1.654,-1.393,-0.08,-0.3022,0.5957,0.745,-1.354,-0.699,-0.2434,-0.468,-0.793,-0.3938
-1.283,-1.283,-0.661,-2.305,-0.5884,0.4526,-0.1229,-0.608,-2.918,1.534,-2.453,2.582,1.446,0.2585,1.288,-0.7993,-0.864,1.249,-1.1455,2.154
1.568,0.3997,-0.043,1.012,0.4263,0.456,0.812,0.6313,0.557,1.063,0.954,-0.2837,0.342,2.324,-0.2422,1.265,1.596,-0.05478,1.149,0.2793
0.9404,-0.7334,-0.3801,0.5234,0.1015,-0.906,-0.06415,-0.03604,0.4575,-1.56,-0.3098,-0.3928,0.409,-1.332,-0.06793,1.637,-0.9775,-0.10846,-0.0859,-1.059
-1.608,0.2778,-1.3545,-2.031,0.3687,-1.273,1.224,-0.2554,-0.6377,-0.6797,-0.3003,-1.888,1.417,-2.02,-1.789,-0.1765,-0.9043,1.765,-0.564,-1.584
0.835,0.9883,-0.4712,0.2397,-0.5474,-1.623,0.3738,2.092,-0.1326,-0.2551,0.1946,-0.936,0.5913,-0.7974,0.3499,0.973,-1.395,-0.1821,0.3389,-0.533
-1.625,1.159,0.362,-0.7217,-0.09937,0.6885,-0.698,-0.1185,0.7847,1.048,-0.1318,0.509,-1.45,0.2742,-0.627,1.145,-0.5576,-0.2194,-0.2018,0.2433
