V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0.66,-1.507,0.7183,-1.219,0.896,0.0486,-0.4458,1.61,-1.302,0.497,1.949,-0.835,-1.465,-1.395,-0.1385,-0.4714,0.4504,0.145,1.017,-0.09656
-0.883,0.2443,-0.872,-0.04037,-0.4795,-0.8745,1.008,0.6323,1.642,-1.077,-0.46,0.9795,1.106,-0.4836,0.736,-0.3894,1.346,1.373,0.4163,0.4836
-1.721,0.2964,0.2045,1.528,-0.7207,-0.6865,-1.437,-0.7925,-0.531,0.047,-0.827,0.178,-0.908,-0.336,-0.00226,-1.053,-1.115,-0.9976,-0.29,1.167
-0.9995,0.292,1.114,1.199,0.4773,-0.8237,-0.4355,1.104,-1.432,-0.3232,0.1826,-0.2361,-0.984,-0.1954,1.96,1.555,1.245,0.9263,0.3862,1.517
1.228,0.7646,-0.8086,-1.132,0.0578,-0.7266,-1.113,-1.675,0.4612,0.5264,-0.2426,1.583,-0.3787,0.2224,-0.2065,-0.4487,-0.2013,-0.358,-0.1355,-1.207
0.9565,-0.055,-1.397,-1.183,0.0818,-1.631,-0.2175,0.0527,-0.1085,1.242,-0.7754,1.535,0.3257,0.9907,2.291,-0.71,0.499,1.796,1.4375,-0.6533
0.5044,-0.0936,0.7666,0.966,-0.527,0.05472,-1.072,0.342,0.3804,-0.262,0.84,0.5225,-0.821,-0.006126,-0.1163,-0.9966,-0.01776,0.1676,-0.01857,1.19
0.05365,-0.799,1.572,-0.232,0.613,-0.946,1.164,0.595,1.664,-0.5645,0.337,-0.3684,-1.126,-0.01764,0.1869,1.23,1.898,1.202,1.277,0.6265
0.1655,0.67,1.008,0.5894,1.494,0.843,1.46,0.3489,1.418,-0.3843,1.462,1.15,3.494,-0.1609,-1.348,1.665,0.9746,1.579,1.172,0.938
0.533,0.4114,-0.167,-1.335,0.09265,0.1082,-0.3193,0.715,0.548,0.7847,1.226,0.634,1.147,-0.2646,-0.2214,-1.813,0.478,-0.2014,1.644,1.107
0.2803,0.6753,-1.53,-1.089,0.6523,0.8164,0.781,1.653,0.4497,-0.3333,1.761,-0.761,0.977,-0.3208,-0.3203,1.633,1.412,1.083,0.935,0.4143
1.351,0.2559,0.4392,1.503,0.7104,1.208,-1.216,-0.7056,1.487,0.8564,0.1992,2.129,0.733,0.699,1.889,-0.1407,-0.5083,0.1897,0.5635,1.449
-1.268,-0.791,1.163,-1.73,-0.511,-0.3208,0.02368,0.2001,1.663,-2.264,-0.6772,1.545,0.281,0.3455,-0.457,-0.775,-0.105,-0.802,-0.646,-0.1643
0.449,-0.1309,1.689,0.4338,0.9385,0.7485,1.49,0.6587,0.1462,-0.0991,-1.048,0.9844,-0.9414,0.2817,-0.766,0.499,1.16,0.9453,1.03,1.303
0.981,-0.2385,1.066,-0.879,1.148,1.119,0.2869,-0.00754,0.1156,0.4868,0.2289,1.782,1.191,0.759,-0.5225,1.412,-0.3606,-0.717,0.7,-0.3357
-0.8267,1.476,-0.537,-1.562,0.309,-0.835,1.169,-1.054,-0.631,0.524,-0.7583,-0.1743,-0.477,-0.1519,-0.4436,0.456,-0.718,-0.4678,0.004265,-1.404
1.631,-1.06,-1.059,0.3745,-1.131,0.5806,-1.566,-0.7026,0.4602,-0.497,0.369,-0.583,-1.67,1.24,-0.5425,0.04724,-0.9707,-1.8545,-1.629,0.8896
0.0713,0.3374,-0.865,1.642,0.04993,0.3005,0.4268,-0.07715,-0.464,-1.857,1.087,0.4546,-0.03152,0.1692,-2.018,0.81,-0.729,-0.6953,-1.018,1.434
-0.911,-0.9683,-0.0653,-0.5137,0.0857,-0.5527,1.666,0.0117,0.87,-0.4756,-0.574,1.197,0.09674,-0.2341,-1.036,-0.836,1.1875,-0.0004542,0.07745,-0.252
-0.572,-1.252,0.551,-1.61,0.787,-0.6494,-1.51,-1.776,-0.421,1.173,-1.245,-0.6084,-1.399,-0.607,0.3213,-0.951,-1.66,-1.172,-1.142,-0.8857
-0.5527,0.4617,0.9893,-1.045,-0.474,-0.0692,1.345,0.9233,-0.04517,0.753,1.19,-1.059,-0.1765,-0.2776,0.5312,0.5107,0.714,0.1283,1.382,-0.611
-0.4714,1.572,1.164,-1.596,-0.941,0.772,-0.1313,1.033,1.495,-0.7246,-1.72,0.0595,-0.3232,-0.6763,-0.833,-0.6855,-0.1348,-1.032,0.0747,-1.831
0.1459,-0.3225,-0.5425,1.47,-1.274,-0.6626,-1.142,-1.452,1.035,-0.06335,0.09985,0.02571,-1.15,-0.442,-0.5347,-0.2031,-0.3516,-0.865,-1.276,-0.6143
-1.614,0.3997,1.534,-1.314,0.1251,-0.4082,-1.084,1.555,1.7,-0.378,0.3816,0.893,0.1857,-0.858,-1.16,-0.3962,0.9136,-0.977,-1.043,0.2627
-0.922,-1.119,-0.9863,-1.401,0.4875,0.0842,-0.6206,1.636,-1.451,0.3794,1.416,-0.6772,0.9473,-0.34,0.43,1.425,-0.3135,0.4045,1.017,-0.3894
1.203,-0.6675,-0.4333,-0.769,0.3755,0.4275,1.153,-0.3604,-1.651,-0.5034,0.1403,-0.2583,-0.483,-1.053,0.2332,-1.15,0.3376,0.7075,-0.2942,-0.6484
0.6284,0.845,-0.696,0.1026,1.189,-1.512,-0.8945,-0.9937,1.487,1.488,-0.3896,0.607,-1.767,0.8228,-0.998,-0.1394,-0.7544,-1.384,-0.1655,-0.98
-0.626,1.792,-0.156,0.88,-0.7153,0.1348,-0.349,1.296,0.7856,-1.144,-0.709,0.8306,-0.8267,-0.476,1.502,1.351,-0.0798,0.4814,1.042,-0.2499
0.881,-1.249,1.442,0.8174,0.2069,-0.06354,0.277,-1.103,0.2588,0.884,-0.348,-0.1104,0.473,0.666,-0.03214,-0.2354,-0.6753,0.0942,0.2605,0.4883
0.8716,1.293,0.6514,0.447,-0.882,-0.2096,1.562,0.1348,0.5015,-0.7407,0.02815,0.01533,0.08264,-0.0502,0.3062,0.4177,1.496,0.6953,0.0921,0.819
0.745,-0.0766,-0.0526,0.4797,1.457,0.1465,-1.065,-0.0777,-0.711,0.524,-1.006,-1.509,-1.634,0.2091,-0.12085,-2.09,-0.797,-0.693,-0.465,0.4868
-1.375,1.689,0.2986,0.252,0.7017,-1.397,-1.528,-0.0283,0.04935,0.09656,1.088,-1.388,-0.4585,-1.125,-1.162,-0.778,-0.2646,-0.7573,-0.3826,-0.9897
-1.137,0.706,1.268,-0.518,0.523,-0.5957,0.67,-1.142,0.716,0.712,-0.1355,0.1072,-0.919,-1.273,0.9976,-1.243,1.1,0.02849,-0.773,-0.4185
-0.06696,1.285,1.521,-0.895,0.8447,0.2832,-0.6895,-0.7246,0.31,0.387,0.638,0.10516,-1.92,-0.4426,-1.096,-1.384,-0.409,-1.554,-0.7925,-0.8145
-1.092,0.0905,-0.921,-0.467,-1.544,0.1945,-1.445,0.328,-1.189,-1.371,0.7974,-0.6216,-1.114,-0.265,-0.2344,0.4087,-1.133,-0.5845,-0.7236,0.5063
-1.097,-1.648,-0.1737,0.3083,1.473,-1.704,-1.443,0.5747,1.717,0.823,0.8696,0.678,0.6304,-0.2727,-1.426,2.049,-0.10126,-1.528,0.1175,1.319
-0.644,0.2012,-0.52,0.786,0.415,-0.3972,-0.2003,-1.579,-1.54,-0.04834,-1.338,-1.271,1.542,0.2346,-1.457,-0.6533,-3.145,-2.701,-2.488,-1.583
-0.6084,0.941,-0.9277,-1.541,-0.2429,-0.1005,-1.342,-0.6206,-0.758,-0.6636,-0.5283,-0.8115,0.5474,-0.6567,-0.6226,-0.01331,-1.441,-1.547,-1.971,-1.161
-0.7407,0.4246,-0.2883,1.236,0.4817,-2.395,1.313,1.563,-0.7114,-0.7983,-1.532,-1.332,0.4639,0.471,0.2084,0.4417,1.082,1.842,0.12463,1.135
-1.148,0.0535,-0.9463,-0.02411,-1.736,-0.1875,0.1588,-0.3218,1.259,-1.9375,0.1367,1.1045,-0.1423,-1.2,-0.3916,-0.7686,-0.566,-0.6885,-0.97,-1.741
0.155,0.03104,-1.288,0.1917,-1.625,1.2705,1.437,-0.9233,-0.969,-1.478,-0.464,2.39,0.3162,0.0865,0.01941,-0.181,-0.001011,-0.4485,-0.985,-1.39
1.0205,-1.103,-0.4775,0.8027,0.4834,1.849,-1.368,0.4834,0.785,1.691,0.622,1.39,1.372,0.0409,0.07336,0.5527,-0.4863,0.1445,0.301,0.548
1.485,-0.9146,-1.616,1.665,1.083,-0.2908,-0.577,-1.493,-1.597,0.854,-0.941,-0.0744,-0.2917,0.3481,2.14,-0.08417,-0.8447,-0.1387,-0.7104,0.4097
1.211,-1.562,1.108,-1.266,-1.053,0.2532,-0.442,-1.616,-1.649,-0.2913,0.2313,-1.112,0.4194,1.452,0.02527,-1.143,-0.717,0.078,-1.278,-0.6597
-0.04523,1.612,-0.825,-0.3657,0.4395,1.241,-0.4783,0.197,0.623,-0.01715,-1.162,0.0904,-0.519,0.3962,-0.615,-0.03802,-0.4602,-1.719,0.681,0.7993
-1.693,-0.892,-1.306,0.269,0.3506,-2.746,-0.4038,0.676,0.5845,0.6377,0.962,0.792,-0.561,0.1184,-0.2651,0.2515,-0.709,-0.1942,0.677,-0.396
0.683,-1.138,-0.5957,1.022,-0.8667,-0.3928,0.787,0.8467,-0.3862,0.2173,1.773,-0.8164,0.601,-0.6743,-1.467,1.111,1.322,-0.0951,-1.008,0.896
-0.953,1.364,-0.2595,0.2313,0.3867,-1.236,-1.401,0.1715,-0.10614,1.094,0.641,-1.523,-0.34,-1.343,-0.02881,1.647,-0.627,-1.171,-0.0757,-0.515
0.2925,-1.303,-0.3398,-1.464,-1.069,-0.821,0.9585,1.008,-0.832,0.0787,-0.4531,-1.876,-0.6084,1.313,-0.9414,1.485,0.478,0.1935,-1.401,-1.348
