V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-1.674,-0.1711,-0.6694,1.137,-1.016,1.08,-1.6045,-1.243,1.285,1.821,-0.2734,1.041,-0.589,0.0483,-0.6646,-0.256,-0.2372,0.2327,-0.1649,-0.2627
0.5977,0.05283,0.0458,0.1009,0.478,1.525,0.3887,0.4565,1.385,0.6895,0.0903,-0.7725,-0.994,0.192,-0.4348,-0.4473,-0.1862,-0.2825,-0.1445,-0.255
-1.173,-1.287,0.8525,0.7217,-0.2556,-0.9087,0.1858,-1.096,-0.789,-1.187,1.055,0.5195,0.2925,-0.09875,0.049,-0.2546,-0.329,-0.03873,-0.179,-0.08826
0.8306,1.028,-1.11,-0.1921,-1.223,-0.542,0.88,0.7627,-0.6763,-0.5747,-0.3342,-1.168,-0.934,-0.8013,-0.541,-0.518,-0.3293,-0.4717,-0.1587,-0.1148
-1.717,1.01,-0.4727,-0.8467,-0.482,0.5527,1.368,-1.019,0.479,0.3442,0.885,-0.721,-1.003,-0.6055,-0.617,-0.4705,-0.3032,-0.1758,-0.2224,-0.05667
-0.7827,1.139,-0.355,-1.032,0.184,0.6206,0.3167,-0.635,-0.374,-0.94,-0.617,-0.911,-1.058,-1.1455,-0.4766,-0.4976,-0.2357,-0.4666,-0.1643,-0.08344
-0.3828,0.4128,1.801,0.5957,1.0,-1.818,0.3237,-0.5356,-0.3726,-0.5044,1.485,0.1925,2.691,1.766,1.994,2.752,1.3,1.349,0.2705,0.484
1.333,-1.74,-0.6343,0.735,-1.454,1.571,1.008,1.634,2.404,2.852,-0.3103,0.03894,-0.8594,2.502,1.241,0.6294,1.506,1.382,0.608,0.2069
0.000133,1.453,0.507,-0.7554,-1.097,-1.143,-1.1875,-0.2094,-0.9097,-0.6597,-1.338,-0.8823,-0.2842,-0.599,-0.1874,-0.496,-0.3247,-0.501,-0.1835,0.00618
0.8384,-0.537,0.722,1.347,-1.639,0.3804,-0.2408,0.5933,-0.188,-0.5425,0.3882,1.929,0.566,-0.3113,-0.05176,-0.2238,-0.3457,-0.389,-0.08984,-0.2167
-1.194,-0.2413,-0.5654,-0.1986,1.612,-0.8213,0.116,-1.051,-0.791,-0.3994,-0.7993,-1.139,-0.9946,-0.8394,-0.596,-0.548,-0.2676,-0.513,-0.213,-0.2844
0.439,-0.2095,0.263,-0.541,-1.424,0.3826,-0.2078,0.2019,-0.7334,-0.8096,0.713,-1.159,-0.6597,-0.5312,-0.336,-0.521,-0.3218,-0.2817,-0.1749,-0.2289
-0.794,1.517,0.0913,-0.1716,-1.401,-0.2688,1.516,-0.871,-1.196,-0.3494,0.8096,-1.132,-0.9546,-0.2439,-0.442,-0.467,-0.3047,-0.2817,-0.217,0.0786
-1.423,0.984,0.8306,-0.5225,0.9556,0.2122,1.605,-1.266,-0.2206,0.6274,-0.2666,-0.662,0.006443,-0.8037,-0.03253,-0.352,-0.3076,-0.3628,-0.2164,-0.1343
1.728,1.037,-0.5703,-1.121,-0.913,-0.8267,0.6787,1.85,1.141,0.7324,0.408,-0.7866,-0.9966,-0.05072,-0.618,-0.4253,-0.2458,-0.1965,-0.09576,-0.08417
-0.1002,0.8564,-1.2705,-0.3176,1.766,-0.3384,0.1057,-0.4763,-1.3,-0.8115,0.99,-1.183,-0.6846,-0.02963,-0.6367,-0.529,-0.2585,-0.1466,-0.1683,-0.0661
