V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
-0.9375,1.552,0.778,-1.149,0.2152,-0.1505,0.3906,-0.4932,-0.205,-1.054,-0.875,0.1699,1.156,-1.29,-0.573
-0.02734,0.11035,-0.754,0.6235,0.4817,0.5747,-0.2734,1.571,0.466,1.203,-0.03111,-1.714,-0.7754,-0.01938,0.987
-1.148,1.16,0.6914,-0.1472,0.608,-0.1978,-0.1914,1.137,1.426,0.7124,-0.3005,0.11914,0.2018,0.1045,0.677
1.372,0.8345,1.508,1.638,0.897,-1.494,0.842,1.178,0.8296,-0.1245,-0.11316,-0.865,0.8696,0.5386,0.655
-0.1272,-0.5293,0.07166,1.05,-0.705,-0.6753,0.05057,-0.9185,-0.4175,-0.831,-1.644,-1.61,0.45,-0.02434,-0.503
-1.47,1.143,0.577,-0.8193,-2.12,-0.3542,1.324,1.372,0.578,1.045,1.722,0.7207,0.9956,1.345,0.9424
-0.362,-0.681,-0.7573,0.507,-0.383,-1.115,0.005512,0.1736,-0.4016,-1.295,-0.9053,-0.5073,-1.566,-0.394,-0.2515
1.76,1.481,1.306,0.976,0.717,0.862,0.371,0.668,0.4988,1.667,0.4634,0.65,1.247,0.4846,1.537
0.643,0.598,0.7646,1.252,0.01851,0.59,0.2766,-0.7915,-0.536,-0.2134,0.04727,-0.484,1.537,0.00596,-0.12305
-0.304,1.491,0.774,0.837,-1.057,1.462,2.68,-1.521,-0.007904,0.7886,0.4385,-1.383,1.77,-0.2308,0.6523
-1.081,0.613,0.1195,0.7227,-1.262,1.474,0.1597,-1.411,-0.861,-0.495,-1.182,-0.8696,-0.02202,-0.8887,-0.5127
0.581,-0.4443,0.338,-0.2905,1.86,-0.3792,-1.833,1.287,1.018,0.953,0.8467,-1.827,-0.272,0.7983,1.061
-1.013,0.8296,0.1239,-0.11804,0.0859,-0.1824,0.906,0.4912,1.063,0.434,0.01591,-0.2642,0.1768,-0.06714,0.9644
0.2155,-0.2935,-1.256,-1.512,0.9814,0.0281,0.654,-1.013,-1.847,-1.102,-0.1406,-1.227,-0.10913,-1.61,-1.664
0.574,0.1844,-0.963,1.151,0.1099,0.04083,-0.07355,0.3184,-0.649,0.7104,-0.4321,-0.362,-0.7715,0.03735,-1.217
0.815,1.112,0.161,0.3333,0.9976,0.733,0.4722,0.9062,1.11,1.128,0.746,-0.3057,0.6416,0.2012,-0.3286
-1.279,-0.3472,-0.519,1.068,-0.8096,0.2238,0.1272,-1.388,0.0457,-0.0712,-0.4583,-0.595,0.3757,-0.5024,-0.7124
-0.5195,0.714,1.061,0.6113,-0.9023,1.044,0.0701,-1.559,-0.467,0.7656,-0.428,1.144,0.576,0.2124,-0.3777
0.555,1.21,1.165,1.602,0.529,0.404,0.12244,1.346,1.473,-0.4265,0.3618,0.7495,-1.769,0.1071,-0.2014
-1.037,-0.83,-1.005,-1.09,-1.52,-0.6426,-1.261,-1.1,-1.872,-1.598,0.9536,-0.04935,-1.006,-0.131,-0.9824
0.237,0.775,0.4568,-0.4155,-0.486,-1.015,0.6113,-1.219,-0.8706,-0.9585,-0.4722,1.373,-0.1153,-1.098,-2.338
-1.662,0.1768,1.414,-0.7354,-0.744,0.8726,-0.507,-0.886,0.2213,-0.4475,0.03784,-0.917,1.048,-0.7266,-0.6646
-1.031,-1.148,-0.6655,-0.682,0.576,-0.831,0.03763,0.557,-0.768,-0.542,0.3228,-0.1407,-0.0385,-1.104,-0.8555
0.887,-0.5986,-0.948,0.808,0.03265,-1.269,-0.4207,0.2517,-0.1511,0.388,-0.2744,-0.239,-0.75,0.3462,-0.4443
-1.543,-1.386,-1.495,-0.2544,-0.0669,0.2732,-0.7236,0.6475,-1.428,-1.465,-0.07086,-0.1376,-0.56,-0.19,-1.096
0.3738,-0.455,0.5596,0.7627,0.3982,-0.156,-0.01391,-0.1395,0.2139,1.454,1.027,0.1876,0.569,-0.0938,1.494
-0.4412,1.278,0.5815,1.264,-1.594,1.167,0.698,1.658,1.219,0.1781,-0.01402,0.81,0.3242,0.3787,0.3376
-1.161,-0.7383,-1.782,1.686,0.1854,0.751,-0.946,-1.189,-1.203,-1.22,-0.5386,0.1671,-1.544,1.05,0.4644
0.529,-0.3872,1.41,1.604,-0.3105,0.9624,-0.5005,0.4226,1.355,0.2483,-0.598,0.9004,0.666,-0.747,-1.22
-0.19,-0.2114,-0.9863,-0.9443,0.2544,-1.315,0.0813,-1.501,-2.215,-1.8955,-1.824,0.119,-0.9287,-1.498,-1.03
0.584,-1.628,-1.411,-0.896,1.289,-0.575,-1.076,-0.7725,-0.4734,-0.8643,-1.203,-0.68,-0.8203,-1.565,-1.48
-1.153,-1.47,0.8516,-0.7837,-0.03674,-1.409,-0.912,0.3215,0.3738,0.2006,-1.09,2.518,-0.3892,-0.699,0.513
0.909,1.102,0.535,-0.7583,0.5225,0.245,0.9326,-0.648,-0.194,1.071,-1.212,-0.2319,0.828,-0.5083,-0.2944
-0.079,0.6104,0.357,1.222,1.757,-1.237,-0.58,1.18,1.724,0.3179,-2.107,0.4128,-1.317,-0.8364,0.09717
1.67,-0.2245,0.4622,-0.811,0.896,-1.509,0.297,-1.421,0.952,0.04288,1.166,-0.807,-0.003056,0.8027,0.9824
0.05374,-1.194,0.0923,1.178,0.6973,1.393,-0.5923,0.867,0.7715,1.09,0.688,0.1814,0.4373,0.1045,-0.0585
-1.089,0.664,1.335,-1.525,-1.984,1.599,-0.877,1.463,2.879,1.328,-0.03912,-0.96,1.06,-0.841,1.688
0.177,-1.321,-1.453,-0.403,0.439,-0.378,-1.153,1.1,0.2046,-0.1367,0.7437,1.944,-1.437,-0.08,-0.902
1.169,-1.037,-0.411,-0.4111,1.771,-0.4546,-1.042,1.673,1.414,0.0947,-0.3872,-1.127,-1.484,0.616,0.5146
-0.84,-0.06177,-1.537,0.552,-0.1931,-0.613,0.282,-0.4492,-0.9478,-1.173,1.248,1.724,-1.166,0.1854,0.02881
-1.204,-0.5815,0.832,1.367,-1.005,-0.089,-0.347,0.4102,1.082,0.6733,-0.1847,0.08276,0.6436,1.668,0.7603
0.5103,-0.09393,-0.4048,-0.9033,0.7847,1.576,-0.2798,1.595,0.4673,0.1862,1.591,0.3345,-0.321,-0.04117,0.3257
-0.1219,1.576,1.136,-0.1907,0.2379,0.0275,0.6865,-1.287,-0.005856,0.8184,0.9756,0.3123,2.625,-0.1818,0.08295
