V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.748,0.001289,1.02,0.4949,-0.586,-0.874,-0.572,-0.4255,0.8877,0.1098,0.1721,-0.9233,1.556,-0.2512,-0.8633
-1.478,-0.01167,-1.704,-1.911,0.6646,2.184,-0.9326,-0.0833,0.5166,0.1661,-0.1278,-0.8125,-1.433,0.4133,-2.172
-0.268,0.1644,1.635,-0.634,0.01495,-0.9126,0.871,0.936,-0.6924,-0.8784,0.434,2.361,1.2705,-0.2233,-1.481
-0.6577,1.18,-0.9424,-0.9023,0.734,0.623,1.584,2.338,1.56,0.9805,-0.8843,0.2815,0.3767,0.534,-1.851
1.511,-1.612,-0.6543,-0.2332,-2.186,0.607,-0.9385,0.703,0.3223,0.1892,1.022,2.176,0.02823,3.07,0.928
-1.295,0.2415,0.5576,1.084,-0.5366,-0.8076,-0.3638,-0.664,-0.0936,-0.422,0.2324,-0.824,1.385,-0.4749,-0.859
1.1045,0.1677,0.1272,1.097,-0.359,-0.361,0.2407,-0.588,-0.753,-1.246,0.799,-0.08606,0.556,-1.396,-0.2312
-1.668,0.764,-0.4922,0.11615,0.2874,0.5913,1.559,2.295,1.583,0.8794,-0.7217,0.9395,-0.02354,0.2847,-1.354
1.106,1.031,-0.977,-0.9697,0.733,0.8794,-1.535,-1.161,-0.08026,1.082,-1.403,-1.228,-1.614,1.035,-1.22
1.14,0.4866,0.994,0.6206,0.3386,-0.924,-0.2327,-0.7607,0.3079,-0.01878,-0.511,-0.908,-0.3496,-1.092,0.9966
1.225,1.134,0.992,0.591,0.7485,-1.044,-0.341,-1.068,0.2261,-0.2421,-0.9575,0.2617,-0.8457,0.3418,0.6914
1.451,1.205,-0.6445,-0.2308,0.814,0.5815,-1.297,-1.134,0.01566,0.9233,-1.288,-1.004,-1.822,0.4802,-1.259
1.317,1.613,-1.715,-1.912,0.00902,2.031,-1.128,-1.064,1.204,0.3328,-0.45,0.2854,1.2295,0.6924,0.922
0.7373,0.6396,1.539,-0.2352,0.214,-0.8975,-1.3545,-0.534,0.6235,1.086,-1.403,-1.306,-0.695,0.293,1.224
-0.997,-1.043,1.654,-0.519,0.1554,-0.9243,1.879,1.319,-1.113,2.068,-1.925,0.93,0.4348,1.276,-0.533
0.3394,-0.4265,0.02055,1.043,0.5117,-0.299,0.308,-0.94,-1.019,-0.5684,1.213,-1.291,-0.348,-0.704,1.602
-1.427,-0.03009,1.043,0.4863,0.1686,-0.9434,0.9404,0.5986,-0.78,-0.942,0.471,1.339,-0.3948,1.722,0.6704
0.485,-1.481,-0.658,-0.2615,-2.094,0.6914,-1.359,0.522,-0.02081,0.8115,0.3213,2.258,0.7065,0.6406,-1.129
-0.1586,1.688,-0.3813,0.3628,-0.2537,-0.10004,0.4546,1.758,-0.9287,-1.029,-0.361,-1.245,0.725,-0.943,0.3794
1.19,1.669,0.879,0.729,0.1052,-0.9375,-0.0757,0.0654,0.1469,-0.402,-0.9414,0.5806,-0.213,-0.5376,0.701
