V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
1.073,1.337,-0.818,1.165,-1.781,-0.982,2.367,-0.198,-0.07135,2.105,0.65,0.4026,-0.496,-0.9,-0.0917
1.453,1.495,-0.3552,0.897,-1.648,-0.363,1.725,-0.0875,-1.173,-0.2445,0.8833,-0.2808,0.372,-0.2917,0.6304
0.69,-1.617,-1.361,-1.62,1.622,-0.03326,-0.0833,0.1456,0.9155,-0.5117,0.6733,-0.0502,0.2847,-0.445,1.739
-0.432,-0.0408,1.775,1.72,0.6343,1.546,-0.514,-1.45,0.658,-0.8745,-0.512,-0.2267,-0.5283,-0.645,0.831
-1.158,1.653,0.3794,0.3953,-1.375,1.368,-0.0578,-1.8125,-0.2062,-0.568,-0.641,-1.267,-0.337,0.813,1.613
0.848,1.479,-1.073,-0.21,-1.697,-0.1682,2.297,-0.3489,0.128,1.138,1.192,1.254,0.535,-0.169,-0.918
-1.495,0.6685,0.4446,1.783,-0.48,-1.69,-0.8037,-1.694,-0.1842,1.476,-1.888,-1.687,-1.9375,-0.695,-0.977
1.719,-1.4795,-2.182,0.2161,1.467,0.926,0.04892,-1.525,-0.0422,-1.042,-1.246,-1.719,0.08136,-0.338,-0.01994
1.245,-0.8623,-0.6055,1.693,0.546,0.3687,-0.6626,0.07965,1.131,-1.193,1.26,0.3547,0.3176,0.737,1.449
0.8506,1.491,-0.834,0.531,-1.659,-0.4678,2.543,-0.2554,0.1095,1.584,1.1455,0.688,0.2913,-0.304,-0.3516
0.4905,-0.4644,0.2307,0.1312,0.263,0.623,-1.109,0.6157,1.37,-0.714,0.705,1.168,0.878,-0.01709,1.018
0.667,0.418,-0.3184,0.5464,-0.013214,-1.942,-0.9565,0.5205,1.525,1.079,0.907,-0.5615,-2.357,0.6357,-2.484
-1.375,1.233,-0.02914,1.32,-1.547,-1.036,-0.0733,-0.972,-0.4685,1.615,0.798,-0.4941,-0.562,1.154,-0.396
-0.4338,-0.4045,0.823,0.435,0.0893,0.9263,-1.076,0.01923,-0.6787,0.0233,-0.917,-1.455,-0.0518,-0.00813,-1.597
-1.577,-0.827,-0.482,-1.0205,0.828,0.5005,0.2076,1.515,-1.093,-0.1366,0.462,0.9644,0.644,-0.99,-0.584
0.328,1.124,0.181,-1.785,-1.459,-1.161,2.441,0.4116,-1.163,1.8955,-0.4045,1.393,-0.8257,-0.1774,-1.075
1.283,0.1643,-0.01834,0.3096,0.2017,-1.373,-0.4373,0.526,1.805,-0.301,0.1558,0.7266,-1.26,2.508,1.704
-1.611,-0.1443,0.6743,1.872,0.4846,0.3835,-0.271,-0.721,0.302,-0.6094,-1.153,-2.354,0.648,0.262,-0.552
1.273,0.7896,-0.4583,1.197,-0.762,-2.08,1.508,-0.1018,-1.263,1.59,1.565,-0.66,-2.326,1.656,0.798
-1.169,-1.086,-0.951,-0.892,0.324,0.3723,-0.5825,1.867,-0.006634,-0.201,-0.3765,0.719,0.326,-0.763,-0.2416
0.966,0.0875,-0.0875,-0.2156,0.2888,-1.456,-0.8237,0.568,1.593,0.1317,0.32,0.8765,-1.415,2.768,1.441
-0.2869,1.073,1.121,-1.449,-1.337,0.10706,1.157,-1.007,-1.371,-1.029,-2.055,-1.009,0.795,-1.7705,1.409
-0.989,-0.4548,1.011,1.6875,-0.01054,1.221,-1.108,-0.1967,-0.7563,0.0904,-1.44,-2.016,-0.3604,0.4807,-1.158
1.019,-1.36,-1.512,-1.593,1.344,0.563,-0.1111,-0.1768,0.626,-1.239,-0.3127,-0.311,0.5146,0.554,0.1537
-0.4478,0.4631,2.078,1.782,-0.02379,0.4324,-1.189,-1.952,-0.5483,-0.4773,0.967,-0.09106,1.054,-0.4019,1.557
1.479,1.393,-0.2527,-1.753,-1.661,-0.8604,1.656,0.0566,-1.167,0.10535,1.125,0.1667,-0.2654,0.5527,-0.1892
-1.665,0.6787,-0.1937,-0.1259,-0.504,-1.939,-0.542,-0.4226,0.1609,1.8125,0.6475,-0.3735,-2.346,0.3948,-0.504
-1.693,0.9023,-0.682,0.0923,-1.064,-1.631,-0.0497,1.495,-0.7285,0.11035,0.11426,1.432,-1.796,-0.3962,1.575
-0.898,-1.086,-1.176,-1.156,0.93,0.663,0.127,1.697,-1.301,0.3147,-0.1448,1.022,0.229,-1.305,-1.141
1.536,0.83,-0.01907,0.334,-0.856,-1.916,1.094,0.6636,-0.7114,1.67,0.7163,0.3047,-2.328,0.0379,1.488
0.1605,1.011,0.0604,0.852,-1.252,-1.572,1.509,0.3152,-2.096,-0.3997,2.03,-0.879,-1.665,0.2634,-0.4482
-0.4658,-1.449,-1.248,0.3342,1.306,0.1437,0.1542,1.333,-1.147,0.3708,0.7,0.72,0.93,0.2751,-0.599
-1.3545,-0.1632,1.123,-1.158,0.558,1.041,-0.2708,-0.6367,0.726,-1.197,-0.877,-0.3052,0.289,0.6187,0.331
0.2075,1.142,0.3699,0.366,-1.507,-0.517,2.074,0.3513,-1.738,0.3113,0.611,0.5454,0.225,0.862,0.6616
1.337,-0.542,-0.12317,-1.019,0.511,-0.05054,-0.439,0.526,1.559,-0.656,1.031,0.677,0.562,-0.2888,1.658
-0.969,-0.2035,1.348,1.823,0.4392,1.395,-0.3757,-0.7505,0.85,-0.8696,-1.006,-1.661,-0.5435,-0.1808,-1.327
-0.3264,0.8076,1.433,-0.97,-0.882,0.1211,-0.02443,-1.568,0.3152,-0.3333,-0.2947,-0.669,0.6826,-0.02428,-0.3142
-1.056,0.5723,1.884,-1.345,-0.256,0.3599,-1.14,-1.634,-0.649,-0.1738,-0.3645,-0.718,0.476,1.409,-0.05167
0.4067,0.757,-0.1766,-0.00518,-0.6885,-2.445,0.2074,0.3906,-0.5693,0.4004,0.3096,0.388,-2.361,-0.3215,2.527
1.473,1.143,-0.2922,-0.2754,-1.47,-1.668,1.656,-0.1346,-1.145,1.73,1.031,1.5,-1.883,-0.2893,-0.5107
0.1635,1.261,0.3777,0.07043,-1.677,-0.2517,2.42,0.1703,-1.593,0.6445,0.307,0.7764,0.679,0.7896,0.612
0.703,-1.588,-1.086,-1.108,1.572,-0.1964,-0.10425,0.1254,0.922,0.0833,0.575,0.3342,0.4207,-1.51,0.538
-1.376,-0.7466,-0.523,-0.726,0.9087,0.3499,0.1698,1.672,-1.128,0.2703,0.1906,1.354,0.7725,-1.082,-0.8975
0.6577,-0.2279,0.1136,0.38,0.06146,-0.7314,-1.005,0.7124,1.568,0.1714,-0.1304,-0.04825,0.01566,0.2751,0.5576
-0.04297,-1.198,-0.4683,0.5093,1.034,0.265,-0.2886,0.426,-0.2734,0.2064,-0.4775,1.039,0.2152,-0.975,-0.989
-0.6924,0.2925,2.367,0.1296,0.1092,0.459,-1.023,-1.658,-0.0993,-0.5537,0.7456,-0.0717,0.2854,-1.758,-1.115
0.7534,1.443,-0.8247,-1.235,-1.669,-0.262,2.385,-0.2292,-0.01984,1.409,1.142,0.08014,0.3098,0.08594,0.731
1.442,-1.721,-2.354,0.628,1.743,0.6567,0.3171,-0.9214,0.05582,-1.325,-1.964,-0.8457,0.5728,0.5034,-0.7505
-1.595,-1.249,-1.145,0.635,1.003,0.3423,0.425,1.786,-1.842,-0.2185,-0.014114,1.692,0.5513,0.7573,-0.145
1.619,-0.289,0.2722,0.747,0.461,-0.10754,-0.2488,0.6064,1.907,-0.694,0.2598,0.785,0.4773,-0.3774,-0.1453
0.4568,1.793,-0.475,1.339,-0.961,0.4065,1.194,-0.01532,-1.661,-0.9106,1.019,-1.172,0.544,-0.999,-0.3767
-0.1406,-0.6646,0.3867,-1.518,-0.1216,0.7275,-1.143,0.474,0.3137,-0.9326,1.145,0.2386,0.3857,-0.812,1.77
0.2595,-1.106,-0.2206,-0.0697,1.04,0.746,-0.553,0.566,0.904,-1.23,1.3125,0.6665,0.8223,-0.5044,2.408
0.6074,1.043,-0.4087,-1.597,-1.287,-2.016,1.951,0.00427,-1.001,2.367,0.1813,1.039,-2.398,-0.724,-0.4421
1.677,0.4822,0.6157,-0.1257,-0.0897,-1.127,0.4268,0.556,1.083,1.127,0.898,-1.026,-0.7676,-0.3618,-0.62
-0.5415,-0.781,-0.1804,-0.1013,0.851,0.327,0.02213,1.165,-1.468,0.6216,0.2969,0.597,0.2134,-0.02956,-0.955
-1.496,-1.192,-1.155,0.1047,1.046,0.4463,0.4412,1.797,-1.824,-0.10034,-0.1681,1.769,0.501,-0.02461,-0.5605
