V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
0.579,-0.9585,0.734,0.944,0.7603,-0.1781,-0.562,0.356,-0.396,0.3308
0.2866,1.516,-0.0529,-1.488,-0.4587,-0.914,0.751,0.2257,-1.358,0.894
0.5527,-0.1428,-0.0684,0.7407,-0.155,0.7847,-0.3682,0.508,1.515,-0.836
-1.173,-1.42,0.3018,1.109,0.694,0.8423,-0.5312,0.5254,0.4143,0.5356
-1.641,0.6533,-0.7773,-0.787,1.79,-0.1332,-0.1067,0.9985,-0.08844,-1.249
0.3499,-0.2827,-0.306,0.725,-0.002697,0.996,-0.658,0.821,1.358,-0.584
-0.8564,-0.3384,-0.02534,0.6646,0.9595,0.7217,-0.7163,0.987,1.027,-0.526
-1.115,-0.722,1.436,0.4717,0.441,-0.462,-0.4146,0.8965,-0.8833,-0.772
1.513,-0.9893,-0.095,0.5977,-2.068,0.8706,-0.6206,-1.177,0.2095,1.502
-0.1523,1.037,0.3174,-1.139,0.01346,-0.918,0.436,0.1392,-1.361,0.692
0.93,-0.2362,-0.06165,0.722,-0.3105,0.86,-0.7627,0.02077,1.211,0.3345
1.382,-0.3691,0.7173,0.3467,-1.758,-0.353,-0.3672,-0.628,-0.3103,1.298
1.233,0.3289,1.336,-0.1926,-1.294,-1.01,0.0462,-0.8613,-0.519,0.25
-1.167,-0.437,0.11145,0.9077,0.4668,0.6787,-0.8506,0.977,1.146,-0.633
-0.887,-1.515,-1.088,0.735,1.344,1.627,-0.606,0.6797,0.6597,-0.4487
0.5073,0.1074,1.206,0.6577,-0.1876,-0.8047,-0.3845,0.5273,-0.06604,-0.01098
-1.261,-0.8633,-0.3726,0.9497,1.073,1.093,-0.803,0.4758,0.839,0.0957
1.399,0.03008,1.487,0.7563,-2.166,-0.7207,-0.2026,-0.7817,-0.0491,-0.161
-1.363,0.4177,1.493,0.1272,0.4475,-1.405,0.572,0.27,-0.512,-1.026
-0.1001,0.695,0.963,-0.805,0.4055,-1.11,0.3113,0.706,-1.309,0.3005
-0.4207,-1.204,1.506,0.7188,0.4497,-0.4739,-0.4937,0.72,-0.9395,-1.033
1.107,0.1497,1.142,0.3728,-1.464,-0.7646,-0.511,-0.362,-0.06464,0.3193
-1.28,-1.114,-0.6133,0.8853,1.018,1.215,-0.853,1.017,0.465,-0.00787
-1.556,-0.925,-0.8726,1.019,0.67,1.379,-0.7153,0.733,0.883,0.4104
0.202,-0.861,-0.476,1.154,0.1383,1.068,-0.767,0.771,0.8745,0.1732
-0.848,0.4424,-0.02596,-0.2607,0.3916,0.00953,-0.11676,0.6963,0.5073,0.3792
0.331,0.4702,1.13,-0.5713,-0.0464,-1.281,0.491,0.1888,-1.205,0.1503
-0.4963,-1.062,-1.373,0.607,0.978,1.389,-0.8486,1.055,0.707,0.0526
-1.343,1.252,-0.423,-1.415,0.639,-0.552,0.4763,0.365,-0.93,0.8945
-0.2483,-0.8394,1.559,0.9805,0.3975,-0.461,-0.2634,0.4988,-0.7144,-0.587
-0.7847,0.5986,0.5674,-0.4717,0.635,-0.9824,0.2208,0.5356,-0.7373,0.4463
-0.456,-0.4995,-1.6455,0.91,0.3657,1.388,-0.707,0.9233,1.16,-0.0316
-0.6333,-0.9966,0.378,0.898,0.698,0.5464,-0.551,0.836,0.3267,0.03047
0.4583,1.584,-1.497,-1.622,0.1554,-0.312,1.061,-0.4531,-0.531,0.4653
-1.658,0.645,0.9995,-0.1353,0.5015,-1.221,0.2142,0.624,-0.535,0.1515
-1.084,-0.8916,0.853,0.9717,1.256,-0.12085,-0.363,0.6035,0.01918,-0.5825
-0.4058,-0.2786,1.038,0.6675,1.328,-0.719,-0.3945,0.4973,-0.4092,-1.065
0.574,-1.3545,0.8228,1.116,-0.5312,0.2053,-0.865,0.749,0.0847,0.5107
0.713,1.405,0.9927,-1.497,-0.4133,-1.895,2.701,-2.453,-1.775,-1.525
0.03473,1.684,-0.901,-1.35,0.2278,-0.698,0.563,0.2322,-0.9136,0.95
1.634,-0.572,0.01567,0.5776,-2.941,1.051,-0.838,-1.112,1.079,0.7993
0.01521,0.3035,-1.364,-0.05264,0.328,0.724,-0.4116,0.4905,1.395,-0.2391
0.6753,1.473,0.555,-1.568,-0.352,-1.587,1.712,-1.893,-1.527,-0.585
0.6323,-0.768,-0.6665,0.9365,-0.1976,1.451,-0.792,0.2389,1.257,0.1982
-1.226,-0.3503,-0.4607,0.3052,0.3535,0.8604,-0.7407,0.8013,0.8384,0.2585
0.1885,-0.2289,-0.723,0.6714,0.5063,0.885,-0.532,0.624,1.33,-0.2917
-1.193,0.2407,1.217,0.1453,1.092,-1.031,0.0837,0.633,-0.1559,-1.272
1.388,-0.7173,0.2666,0.5347,-1.873,0.9106,-0.564,-0.8936,0.704,1.288
-1.666,0.9136,-0.4775,-1.364,0.8765,-0.22,0.5728,0.3716,-0.5283,0.524
1.49,-1.405,-1.72,0.8145,-2.244,1.452,-0.628,-1.262,0.6475,1.923
0.575,-0.135,0.11597,0.46,-0.7485,0.6016,-0.697,0.4688,1.31,-0.439
-0.682,0.4932,0.501,-0.2153,0.45,-0.6196,-0.2386,0.592,-0.4534,0.4546
0.07306,1.222,-1.436,-1.525,0.4612,-0.1433,0.541,0.1516,-0.534,1.129
-1.5,0.2556,1.35,0.4194,1.731,-1.112,0.1123,0.8643,-0.003328,-2.451
-0.41,-0.497,0.9443,0.43,0.5835,-0.4485,-0.2634,0.9634,-0.6055,-0.0896
-1.516,1.421,-0.4846,-1.449,1.252,-0.4333,0.456,0.5073,-0.8457,0.03485
-0.5605,-1.046,-0.691,0.974,0.7236,1.155,-0.6914,0.768,0.9863,0.164
-0.4463,-0.522,-0.152,0.5,0.2478,1.0625,-0.4456,0.9434,0.82,0.0705
0.2751,1.623,-0.94,-1.625,0.3462,-0.4968,0.9414,-0.385,-1.088,0.7866
-0.138,1.661,-0.8687,-2.113,0.2498,-0.4075,1.858,-1.724,-0.7935,-0.6514
-0.3762,0.8994,0.758,-1.271,0.34,-1.427,1.18,-0.691,-1.431,0.09454
-0.9097,-1.557,0.731,1.168,1.275,0.2727,-0.6646,0.9673,0.2913,-1.103
1.625,-1.629,1.091,1.37,-2.322,-0.194,-0.5303,-1.064,-0.6216,0.959
-1.312,1.583,0.626,-1.458,0.7983,-1.735,1.868,-1.603,-1.497,-1.341
-0.6797,-1.554,0.01822,0.9536,0.71,0.917,-0.814,0.69,0.3923,0.5405
0.9824,-1.697,-0.4863,0.662,-0.3171,1.1875,-0.7173,-0.1517,0.4958,1.449
1.572,0.839,0.316,-0.675,-1.826,-0.8125,0.08936,-1.365,-0.927,1.431
-0.9194,0.2593,-1.142,0.441,0.8403,0.795,-0.6406,0.994,1.684,-1.938
-0.5884,-1.052,-0.627,0.818,0.67,1.382,-0.8076,0.603,0.864,0.398
0.2715,0.7324,1.263,-0.3362,0.4563,-1.473,0.543,0.10077,-1.0205,-0.199
-0.5796,-1.454,-0.8213,0.9277,0.6035,1.258,-0.495,0.7617,0.6914,0.5034
-1.27,1.471,0.1255,-1.675,0.987,-0.917,0.972,0.1462,-1.154,-0.2153
-1.635,1.471,-0.9214,-2.09,1.235,-0.4219,1.849,-0.995,-0.8564,-1.3545
0.3142,-0.724,-1.394,0.477,0.000999,1.405,-0.8325,0.498,0.678,0.845
0.5605,-0.7603,-0.847,0.932,-0.4526,1.272,-0.582,0.439,1.12,0.9155
1.493,0.6885,0.361,-0.2744,-1.976,-0.6543,-0.1398,-1.067,-0.2844,1.61
0.712,-0.144,0.53,0.6455,-0.265,0.01511,-0.6943,0.4927,0.7954,0.5537
-1.447,0.05923,0.2073,0.832,1.543,0.3193,-0.642,0.7666,1.519,-2.406
0.1039,1.204,-1.198,-1.171,0.525,-0.22,0.12494,0.4333,-0.3875,0.9014
-0.5737,-0.4443,0.635,0.4304,1.18,0.04422,-0.5557,0.917,0.4067,-0.871
-0.5073,1.478,-0.946,-1.86,0.3408,-0.412,1.3955,-0.8535,-1.048,-0.2482
0.1353,-0.2932,1.717,0.835,0.1576,-0.805,-0.374,0.85,-0.4294,-1.184
1.555,0.7764,0.4917,-0.793,-1.566,-1.032,0.3118,-1.941,-1.337,1.432
-0.5,-1.156,0.711,0.5454,0.08624,0.1615,-0.1396,0.9077,-0.2927,0.2627
-0.8125,1.67,-1.385,-2.014,0.711,-0.3472,1.789,-1.52,-0.674,-0.549
-1.567,0.3486,0.99,-0.1159,0.6865,-1.044,0.1729,0.682,-0.7466,-0.376
-1.305,0.414,1.512,-0.3435,1.043,-1.395,0.3518,0.4236,-1.297,-1.265
-0.7197,-0.4475,-1.567,0.576,0.953,1.143,-0.4902,0.632,1.065,0.0624
0.705,-1.672,1.3,1.13,-0.1677,-0.4326,-0.5396,0.141,-1.121,0.383
-0.8765,-0.7314,1.705,0.7866,0.4998,-0.364,-0.524,0.768,-0.4429,-1.331
1.022,1.01,-1.43,-1.568,-0.7866,0.0206,0.7324,-0.161,-0.3215,1.088
0.315,-1.697,1.652,1.075,0.0989,-0.3342,-0.34,0.574,-0.804,-0.72
-0.428,-0.00807,0.0993,0.6006,0.0559,0.6636,-0.617,0.7983,1.495,-1.039
1.19,-0.4202,-1.411,0.771,-1.596,1.456,-0.722,-0.2205,1.602,0.02461
-1.459,1.338,0.4739,-1.811,0.6484,-1.352,2.152,-1.589,-1.747,-1.02
0.7505,-1.233,0.3481,1.353,-0.2786,0.699,-0.7036,0.5845,0.77,0.4006
