V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
-0.3118,-1.073,1.448,1.656,-0.493,-0.39,1.632,2.46,1.292,-0.595,0.219,0.663,2.105,0.1566,0.8
-1.275,0.5264,-0.6084,-1.67,-0.3542,-0.3247,-0.2118,-0.7812,-0.28,-0.378,-0.6,-0.6387,-0.4504,-0.2998,-0.237
1.194,0.806,-1.397,-0.7974,0.6733,0.01248,-0.5327,-1.156,0.4578,1.024,-0.1147,-0.2152,-0.2491,-0.1713,-0.2656
1.729,2.66,0.4927,-0.4985,3.406,5.008,-0.3142,-0.949,1.412,3.215,6.59,6.816,5.6,9.11,10.06
-1.456,0.792,-0.2607,0.3992,-0.1299,-0.152,-0.51,-1.0,0.1576,0.07654,-0.54,-0.517,-0.853,-0.26,-0.1489
0.8896,-0.02814,0.6055,1.575,0.08746,-0.56,-1.095,-0.69,1.138,0.6436,-0.1976,-0.101,0.4883,-0.2766,-0.1364
1.206,0.566,-0.8164,-0.309,0.5527,-0.247,0.352,-0.5063,0.4924,0.9526,-0.1711,-0.3694,-0.3584,-0.2217,-0.2656
0.273,-0.835,0.8623,-1.424,-0.4465,-0.4084,0.6865,0.05298,0.7363,-0.5317,-0.4265,-0.3809,-0.2703,-0.3262,-0.2842
0.2708,-0.9424,0.63,0.8574,-0.4512,-0.3494,-1.446,-0.05447,-1.59,-0.9907,-0.383,-0.325,-0.4238,-0.2888,-0.2479
1.301,1.237,0.838,-0.4292,1.336,0.6113,1.314,1.353,0.8237,1.447,0.662,0.45,0.744,0.1987,-0.0808
0.6714,-0.3506,-0.9526,0.627,-0.4426,-0.577,-0.455,-0.852,0.03317,-0.4219,-0.51,-0.6084,-0.5845,-0.3518,-0.2632
0.6445,-0.414,1.456,1.201,0.1764,-0.5464,-0.987,-0.657,0.201,-0.3208,-0.498,-0.608,-0.1669,-0.3738,-0.2866
-0.1494,-1.008,1.277,-0.801,-0.4902,-0.3625,1.628,2.352,0.1293,-0.993,0.2076,0.10876,0.8228,-0.1403,-0.05643
-1.426,0.946,1.453,0.0336,0.496,-0.01381,-0.3613,-0.901,0.0405,0.01057,-0.557,-0.551,-0.976,-0.218,-0.1328
0.006615,-1.246,-0.6665,0.2302,-0.7725,-0.2028,-0.7056,-0.947,-1.138,-1.156,-0.5156,-0.4768,-0.9565,-0.2162,-0.12244
1.184,0.7427,1.143,0.791,0.982,-0.02246,1.414,1.67,0.3506,1.043,0.3542,0.06146,0.972,-0.02692,-0.003387
-0.841,-0.41,-0.1915,1.251,-0.8306,-0.4397,1.012,0.671,1.733,0.1759,-0.1663,0.3762,0.3115,-0.2837,-0.2085
-0.726,-0.7617,-1.599,-1.096,-0.9023,-0.3657,0.731,0.06335,-0.3198,-1.038,-0.365,-0.5903,-0.6895,-0.2471,-0.2313
1.002,0.3013,-0.7383,1.45,0.1241,-0.4734,-1.399,-0.1918,-0.7617,0.0867,-0.3652,-0.5884,0.32,-0.3303,-0.1906
-1.346,0.4697,0.7217,0.4404,-0.1484,-0.3735,-0.2866,-0.9062,0.4182,-0.0574,-0.5366,-0.4673,-0.8457,-0.281,-0.1746
0.7466,-0.2365,1.102,0.1559,0.07196,-0.5347,1.537,1.92,0.829,0.2974,0.1764,0.2179,0.777,-0.2137,-0.04922
-1.349,0.6426,-0.3755,1.64,-0.277,-0.2732,-1.406,-0.1997,-1.654,-0.2476,-0.4539,-0.349,0.11475,-0.3157,-0.2286
0.5493,-0.751,0.5625,-1.693,-0.3408,-0.4963,1.581,2.057,-1.187,-0.561,-0.007656,0.04767,1.246,-0.1472,0.1385
-0.3987,-0.976,1.105,-0.5366,-0.6562,-0.3372,0.07367,-0.8633,-0.4072,-1.069,-0.487,-0.578,-1.048,-0.2051,-0.10626
0.9785,0.124,0.10986,-0.4426,0.1733,-0.519,-1.516,0.10657,0.3435,0.3818,-0.2023,-0.4712,-0.4612,-0.3052,-0.2358
0.3303,-0.984,-0.691,0.615,-0.6978,-0.3267,-1.167,-0.4631,1.028,-0.1445,-0.453,-0.272,-0.5547,-0.32,-0.2666
-0.923,-0.3628,-0.2754,-0.4216,-0.874,-0.519,-0.4119,-0.85,-1.497,-0.7603,-0.5977,-0.382,-1.029,-0.286,-0.09033
1.701,2.586,0.1797,0.85,3.256,4.58,0.8745,0.6,1.651,3.268,6.1,6.207,5.574,8.28,9.375
-0.05112,-1.037,-0.4653,-0.0805,-0.7734,-0.3079,-1.642,0.2559,-0.674,-1.132,-0.2593,-0.584,-0.804,-0.221,-0.1775
-1.49,0.7812,1.355,1.242,0.3286,-0.2197,1.113,0.846,1.289,0.7705,0.0306,0.1642,0.4053,-0.1669,-0.183
-1.533,0.916,-1.056,1.483,0.0429,-0.11945,1.011,0.615,-1.26,-0.07104,-0.3545,-0.391,0.3118,-0.2288,-0.2346
-1.066,0.005135,0.7705,0.04202,-0.3896,-0.526,-0.73,-0.913,-0.968,-0.684,-0.594,-0.6084,-1.032,-0.27,-0.11224
-0.06915,-1.148,0.07324,0.03595,-0.815,-0.3147,1.011,0.8003,0.1505,-0.99,-0.2495,-0.4006,-0.4556,-0.2603,-0.2037
-1.008,-0.2659,0.8154,0.907,-0.5444,-0.498,1.685,2.672,-1.128,-0.8604,0.2854,0.2861,1.443,-0.05206,0.2864
0.259,-0.7617,-0.6406,-0.0979,-0.6533,-0.4167,-1.095,-0.5327,1.568,0.07605,-0.3853,0.1587,-0.6055,-0.3013,-0.2214
1.08,0.4685,-1.654,-1.294,0.4434,-0.3394,1.541,1.961,-1.174,0.3508,0.12036,-0.03244,1.072,-0.1459,0.06445
-1.256,0.2598,-0.4922,-0.2578,-0.4702,-0.4482,-0.507,-0.817,0.1403,-0.2722,-0.55,-0.591,-1.031,-0.2751,-0.0711
-0.892,-0.545,-1.281,1.0,-0.7905,-0.4612,0.593,-0.1666,0.4973,-0.6294,-0.4377,-0.4597,-0.503,-0.3186,-0.2256
-1.125,0.0858,0.5737,-0.691,-0.4644,-0.528,1.502,1.844,-1.697,-0.4543,0.03613,0.1653,0.2766,-0.2827,-0.2208
-0.959,-0.3645,-0.8296,-1.342,-0.7896,-0.4773,1.66,2.307,0.4324,-0.6953,0.1826,0.1757,1.032,-0.1575,0.06015
-0.3003,-1.23,0.3687,-1.1045,-0.875,-0.1445,-0.008675,-0.7,-0.0631,-1.116,-0.4692,-0.5884,-0.872,-0.2072,-0.1666
-0.533,-0.9585,-1.226,-0.2264,-0.948,-0.3132,0.349,-0.631,0.611,-0.8594,-0.4531,-0.4407,-1.033,-0.2284,-0.1559
0.3875,-0.7817,0.742,0.7764,-0.4895,-0.5244,-0.5854,-1.007,1.448,0.1882,-0.3865,0.0843,-0.2932,-0.3303,-0.2896
1.341,1.299,0.4155,-0.03035,1.382,0.778,-0.976,-0.4956,-1.617,1.164,0.04193,0.08734,-0.1779,-0.0472,-0.285
-1.396,0.7217,0.4736,0.1617,0.06076,-0.2186,-0.0663,-0.8745,1.116,0.4382,-0.397,-0.1044,-0.819,-0.2355,-0.2041
-0.2411,-1.051,1.612,1.592,-0.437,-0.4077,0.839,0.2477,-0.0128,-1.11,-0.2986,-0.5366,0.2312,-0.2428,-0.21
-0.03995,-1.069,1.096,0.5264,-0.508,-0.3035,0.2622,-0.708,-0.283,-1.12,-0.4966,-0.617,-0.85,-0.202,-0.1549
1.666,2.117,0.649,0.8896,2.688,3.064,1.319,1.453,-0.5576,1.918,2.75,2.477,2.39,1.94,1.409
1.581,2.049,-0.257,-0.9263,2.281,2.498,1.38,1.586,-0.3865,1.751,2.057,1.768,1.753,1.212,0.7056
-0.807,-0.576,-1.274,-0.4668,-0.9014,-0.4817,0.2966,-0.4956,1.322,-0.1887,-0.4514,-0.04736,-0.8457,-0.31,-0.2006
