V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
1.33,-0.4546,-0.9956,1.372,0.654,0.0931,-1.036,1.377,1.5625,0.874
-0.2966,0.7847,0.04352,-0.793,-0.869,0.743,-0.924,-0.977,-0.411,-1.699
0.4934,0.2986,-0.603,0.9834,0.1895,0.54,1.188,1.32,-0.765,0.83
-0.407,0.802,0.07935,-0.7354,-0.265,0.755,-0.1621,-0.4507,-0.69,-1.207
-0.9917,-0.2013,0.6567,-1.046,0.5537,0.2944,-0.084,-0.2499,-0.6953,-1.019
-0.607,-1.202,0.3882,-0.833,0.983,-1.042,0.3447,-0.9956,-0.4077,-0.03574
0.4292,1.13,-0.6377,0.5254,-1.2,0.8345,1.771,0.205,-0.8237,0.9727
1.016,-0.1837,-0.874,1.327,0.5493,0.3054,-0.4092,1.438,0.408,0.1342
1.412,1.424,-1.029,1.403,-1.707,0.925,-0.6353,0.7812,0.05862,-0.924
0.8765,0.3816,-0.748,1.221,0.1832,0.588,1.447,1.389,-0.761,0.886
-0.02924,1.53,-0.2308,-0.5396,-1.769,0.9536,-0.1631,-1.123,-0.6904,-0.9854
-1.372,-1.649,1.506,-1.094,1.054,-2.627,0.03223,-1.4795,0.4116,0.67
1.0205,1.36,-0.917,1.274,-1.508,0.9136,-0.4165,0.8774,-0.2379,-0.831
-1.199,1.677,1.346,-1.118,-1.884,1.008,1.188,-1.317,-0.9224,0.674
-1.013,0.9688,1.164,-1.039,-0.654,0.8667,-1.388,-0.8403,-0.679,-2.14
1.215,-0.9014,-0.985,1.312,0.878,-0.5093,-0.05536,1.304,1.402,1.167
1.476,1.45,-1.013,1.375,-1.849,0.942,1.03,0.674,-0.712,0.633
1.658,1.17,-1.181,1.498,-1.402,0.8564,-1.015,1.108,0.97,0.293
0.6055,-1.43,-0.819,0.8213,1.009,-1.838,1.432,0.271,0.695,1.378
1.048,-1.31,-0.983,1.096,0.928,-1.358,1.765,0.955,-0.2457,1.199
-0.9897,-1.046,1.018,-1.0,0.9204,-1.003,0.4917,-1.069,-0.656,0.1838
-0.9053,-0.5503,0.802,-0.9775,0.7256,-0.2428,0.3699,-0.601,-0.7056,-0.0732
-0.01695,1.305,-0.3984,-0.05054,-1.629,0.898,1.4375,-0.8794,-0.8403,0.7695
-1.152,1.602,0.9736,-1.068,-1.919,0.9907,1.004,-1.382,-0.9014,0.2468
-1.036,1.7,1.119,-1.03,-1.959,0.991,0.3975,-1.376,-0.8804,-0.4885
-0.2744,-1.285,-0.1304,-0.7207,0.911,-1.876,-1.606,-1.285,2.137,0.701
-0.2837,1.079,-0.0342,-0.654,-1.302,0.8457,1.513,-1.012,-0.854,0.894
-1.262,1.43,1.55,-1.085,-1.587,0.972,-0.222,-1.295,-0.861,-1.387
-0.857,-0.553,0.706,-0.9507,0.683,-0.133,0.4116,-0.6343,-0.7163,-0.4946
-1.571,1.11,2.074,-1.159,-1.284,0.865,-1.141,-1.289,-0.827,-2.002
0.1151,-0.8013,-0.4253,-0.2698,0.8604,-0.467,-0.993,0.3381,1.675,0.743
-0.508,1.706,0.1385,-0.8354,-2.021,0.996,-0.526,-1.334,-0.675,-1.306
1.148,1.132,-1.018,1.348,-1.391,0.8667,-0.4692,0.9595,-0.233,-1.048
0.2979,0.8237,-0.5117,0.0479,-1.037,0.797,1.196,-0.4397,-0.8145,0.7114
1.132,-0.313,-0.912,1.272,0.536,0.1181,0.3098,1.363,-0.2426,0.451
-0.4934,-1.602,0.2156,-0.77,1.033,-2.031,0.006187,-1.33,1.669,1.279
1.535,-1.5625,-1.103,1.392,1.028,-2.312,0.338,0.1256,2.066,1.468
-0.001778,1.301,-0.1935,-0.527,-1.492,0.9004,-0.07697,-1.115,-0.6685,-0.6465
0.4675,0.6685,-0.6377,0.868,-0.3545,0.7095,1.088,1.137,-0.746,0.562
0.7886,-0.12244,-0.7734,0.9478,0.4866,0.3015,-0.6504,1.286,0.5444,0.05267
1.481,1.269,-1.097,1.425,-1.591,0.9126,-0.01642,0.895,-0.393,-0.1175
0.3008,-1.534,-0.5093,0.4976,1.035,-2.607,1.511,-1.056,1.454,1.557
-0.4277,0.0272,0.1958,-0.7915,0.5317,0.351,1.077,-0.1442,-0.815,0.629
1.371,-1.625,-1.089,1.274,1.015,-2.639,0.10236,-0.496,2.127,1.433
0.01106,-0.4998,-0.1953,-0.1321,0.7197,-0.113,-1.452,0.7256,1.544,0.5713
0.2177,-0.443,-0.4343,0.2067,0.701,-0.03552,1.512,0.98,-0.724,0.934
0.1504,-1.179,-0.2964,-0.0977,0.961,-0.8276,-1.272,0.1461,1.892,0.668
1.366,1.206,-0.995,1.421,-1.5205,0.926,0.7554,0.9546,-0.6416,0.4602
-0.6816,-1.11,0.2473,-0.937,0.9297,-0.718,1.231,-0.836,-0.679,0.8647
0.2693,-0.694,-0.3452,0.4004,0.755,-0.4812,-0.706,0.9277,1.314,0.8247
-1.318,-1.58,1.067,-1.107,1.037,-2.092,1.29,-1.418,-0.551,0.9106
-0.8516,1.518,0.4346,-1.04,-1.79,0.973,-0.5234,-1.305,-0.706,-1.606
0.5156,-0.1873,-0.6104,0.815,0.563,0.1821,-0.7485,1.232,0.04684,-0.669
-1.681,-0.8525,2.605,-1.184,0.8823,-0.6587,0.0693,-1.005,-0.8364,-1.136
-0.376,-1.306,0.1328,-0.6406,0.972,-1.83,1.392,-1.17,-0.2603,1.116
-1.282,-0.673,0.8,-1.092,0.7915,-0.2742,-0.604,-0.604,-0.493,-1.471
0.507,-1.232,-0.698,0.74,0.9775,-0.8843,-0.04117,0.952,1.298,1.184
0.6025,-0.812,-0.687,0.9287,0.791,-0.431,1.241,1.254,-0.533,0.9043
-0.2693,1.466,-0.0675,-0.791,-1.643,0.996,-1.524,-1.238,-0.1707,-1.929
-1.283,-0.252,1.572,-1.083,0.663,0.1885,-0.5503,-0.331,-0.7593,-1.7
-0.9233,0.01435,0.667,-1.009,0.4358,0.472,-0.3274,-0.1516,-0.6504,-1.378
0.928,1.191,-0.756,1.248,-1.317,0.8877,-0.4395,0.966,-0.3652,-1.011
-0.4968,-0.583,0.1578,-0.7266,0.7285,-0.07086,-1.244,-0.001144,0.3047,-1.074
-1.546,-0.4138,2.244,-1.159,0.7026,0.1359,-0.0553,-0.5127,-0.8604,-0.7725
-1.128,1.036,1.035,-1.083,-0.979,0.8535,-1.623,-1.186,-0.5713,-2.162
-0.826,-0.7725,0.5376,-0.9253,0.88,-0.279,-0.843,-0.3818,-0.2598,-1.353
