V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-1.6,0.221,0.842,1.768,0.5586,1.006,0.1068,0.0702,0.0836,1.125,-0.2109,-0.4397,0.04895,-0.869,-0.72,-0.4065,-0.6255,1.26,0.2303,0.806
-1.454,1.372,1.524,-1.344,-0.606,1.325,1.733,1.685,0.7046,-1.211,1.293,1.167,-0.0849,-0.722,1.425,1.204,0.7075,0.209,1.071,0.669
-1.539,-0.9204,1.253,0.8267,-0.6655,0.4563,0.7754,0.916,0.583,-0.261,-1.644,-0.31,0.3816,0.3948,0.683,2.594,0.3804,0.5703,0.6,0.5205
1.502,-1.649,1.594,-0.7495,-1.941,-0.5054,0.4326,-1.159,-0.4026,-0.6274,-0.2197,-1.251,-1.405,0.0433,-0.316,1.298,0.8154,-1.564,-0.11664,0.677
0.79,-0.547,0.7095,-0.9243,-0.3274,0.6294,0.6045,1.357,-1.031,1.285,0.04407,-0.01322,0.4722,0.517,0.1412,-0.51,0.393,-0.2288,-0.8667,0.02423
0.551,1.621,-1.657,-0.9116,1.443,0.1022,-1.072,-1.698,0.3975,0.911,0.1157,0.6313,-0.966,1.421,-0.0888,0.5747,-0.07605,-0.2408,0.931,-1.465
-1.306,0.07806,-0.0584,-0.4353,1.056,-0.977,-0.606,1.822,-0.2798,-0.646,-0.2036,-2.258,-0.579,0.1753,-0.3955,0.7466,-0.4739,-1.103,0.7544,-0.6943
0.3123,-1.271,1.137,0.633,-0.3333,0.2737,-0.688,-0.854,-0.523,0.927,1.02,0.2717,0.836,1.358,-0.8564,-0.937,-0.1493,0.03796,-0.475,0.1852
1.275,1.037,0.4502,0.04663,1.348,-1.076,-0.0941,1.5205,-0.3645,0.345,0.11395,-0.6494,-0.1249,-0.7334,-0.10754,0.744,0.3232,-1.023,-0.6323,0.6133
-1.61,0.2546,0.724,0.04282,0.09045,-0.3691,1.167,1.404,-0.5674,-0.1628,0.0349,0.2058,-0.1178,0.03072,1.266,-0.7,-0.934,0.2306,-0.4902,1.059
1.098,0.4087,-0.6396,-0.10974,1.314,-1.311,-0.9434,0.834,0.6157,-0.3132,2.703,0.524,-1.564,1.192,1.602,-0.8237,-1.357,-0.0375,-1.335,-0.5117
-1.192,-1.654,1.152,-0.1628,-1.805,1.299,0.1132,0.414,-0.4585,1.277,-0.1761,0.2225,-0.4373,0.1901,1.014,-0.3438,-0.3252,-0.8706,-0.557,0.7847
0.541,-0.9355,-0.5522,-1.0,-1.112,1.159,-0.847,-0.376,0.8125,1.776,1.026,0.6304,-1.151,0.138,-1.296,0.881,-1.316,-0.1786,0.768,0.5254
-0.117,0.7417,1.383,1.456,0.1841,0.9688,-0.01221,1.579,0.57,-0.532,1.13,-0.6123,1.269,-1.031,0.817,0.4358,1.111,1.487,0.944,2.03
-1.195,0.988,1.327,1.041,1.283,1.138,0.0438,0.908,-0.844,-1.3545,1.023,-0.3005,1.262,-0.9077,-0.282,2.555,1.362,1.341,-0.0478,1.004
-1.501,0.4626,-0.2238,1.363,0.69,0.1603,0.632,0.8555,-0.8647,-0.737,0.6187,-0.623,1.576,-0.975,0.7246,-0.666,1.898,1.556,0.4094,-0.5317
0.543,-0.704,1.527,1.028,0.226,1.634,-0.11127,-0.03912,0.6377,0.4175,-0.8804,1.001,1.375,1.243,0.7153,0.603,1.542,2.225,1.644,1.372
0.5117,0.5005,1.63,-0.3699,0.9355,0.986,0.773,-1.5,1.152,-1.06,0.644,0.2231,0.0425,-0.001604,-1.135,0.1248,0.639,1.485,1.623,0.7686
-0.2969,-0.9043,-0.9897,-0.43,-0.0855,-1.709,1.957,1.438,-1.085,-1.242,-1.17,-0.555,-0.0681,-0.1615,-0.1099,-0.4448,-1.48,-0.641,-1.205,-0.3804
0.6396,-0.154,1.514,-0.746,-1.169,-0.9893,3.48,0.534,0.5464,1.642,-0.2864,1.099,0.69,1.0205,0.4253,1.257,1.332,-0.5776,0.8584,1.127
-0.3337,-0.733,0.2108,-0.4497,-1.451,-0.5483,-1.375,-1.171,0.0421,-0.0896,-0.5366,-0.4604,-0.8687,0.2805,-0.3953,-1.086,-1.295,-1.454,0.11346,-0.9478
-1.716,0.833,-1.287,-0.045,0.1444,0.557,0.5693,0.3848,0.01846,0.352,0.2255,0.1908,-0.9585,1.138,-0.1685,-0.676,-0.09766,0.3901,-0.1506,0.157
-1.213,0.971,0.3308,-0.649,-0.2537,-0.1508,0.2068,-0.1156,-0.844,1.435,-0.7144,-0.9663,-1.116,-1.047,-0.2162,0.683,-1.306,-0.3982,-1.092,-0.0202
-0.1342,0.3674,-0.4153,-0.712,0.916,0.985,-0.378,1.314,0.3967,-1.337,-2.053,0.33,-0.04272,-0.831,1.454,0.1985,-0.7153,-0.1715,0.917,-0.3018
-0.1378,1.104,0.2012,-1.301,1.473,0.937,-0.0104,-1.331,-0.551,0.561,0.6357,-0.483,-0.5938,-0.4739,-1.206,-0.02907,-0.4153,0.4998,-0.689,0.137
-0.01802,-0.4575,1.274,-0.9146,0.1213,-0.0424,0.6724,0.02362,0.2365,-0.4912,-1.806,-0.06616,-0.2507,-1.535,0.0744,0.582,-0.694,-1.13,-0.6885,0.2764
-0.8857,0.5083,-0.0388,0.952,-0.322,-0.9023,0.7266,1.81,0.8926,-1.567,-1.523,0.8647,1.019,-0.4397,-1.211,-0.5273,0.5005,0.7437,0.6396,0.3784
-0.72,-1.422,1.403,0.088,0.883,-0.0446,0.03232,-0.4653,-1.174,1.744,0.9536,0.6094,0.5186,1.488,-0.9175,0.828,0.904,0.604,-1.152,2.773
-1.738,-0.446,-1.472,1.425,0.823,-0.2216,0.7666,-0.4812,-1.205,0.1448,-0.0682,0.3394,0.8936,-0.3994,-1.224,-0.747,0.3396,1.584,-0.1263,-0.551
0.4287,0.6997,0.304,1.273,0.158,-0.3945,0.03026,0.3896,-0.4026,-1.224,2.75,-0.674,2.312,0.8745,-1.236,1.305,2.098,1.227,-0.33,1.615
0.11945,-0.3027,0.0702,0.02962,-0.8813,-1.311,-1.011,0.5786,-0.1092,-1.404,0.793,-0.833,-1.521,0.1195,-0.5405,-0.09265,0.0856,-0.533,-0.565,-0.0189
1.319,0.134,1.0205,1.283,-0.555,-0.946,1.109,0.5415,-0.2603,-0.717,0.1615,-0.3994,2.227,1.054,-0.162,1.795,2.92,0.937,0.1893,0.2842
-0.7905,-1.334,-0.368,1.201,-0.922,-0.503,0.3042,-1.381,-1.423,-0.4102,-1.6,-1.683,1.473,-1.534,0.3406,-1.531,0.6914,0.9707,-0.6685,1.293
0.331,-0.6646,-1.023,1.371,-0.03195,-0.913,-0.3418,-1.386,-0.1066,-1.03,0.29,0.11176,-0.1345,-0.2421,-0.3713,-1.933,-1.116,-0.10205,-0.8916,-0.6763
-0.2319,1.007,-0.7876,0.1752,0.9272,-1.294,-1.446,-0.9604,0.236,1.395,0.239,0.728,-0.1362,-0.1115,0.164,0.0463,-0.4724,-0.2452,-0.8354,0.5063
