V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-1.645,-0.492,0.679,-0.9277,0.4482,-0.588,1.203,-0.833,0.121,0.3362,0.4353,-0.947,1.511,0.4788,0.332,-0.3965,0.919,0.5776,-0.07855,1.119
1.693,1.387,-0.6875,-0.732,1.233,0.02396,-0.634,2.422,0.761,0.4182,-1.098,0.955,-0.928,-0.597,-1.761,0.665,-0.3367,-1.642,-0.7256,-1.631
-1.57,0.3264,0.5938,0.9224,0.283,-0.3489,-0.9614,-1.308,-0.6924,-0.478,1.006,-0.28,0.03543,-0.9707,1.588,-0.4087,1.375,1.465,-0.2974,1.227
-0.6143,1.291,-0.7524,-0.1227,-1.213,0.936,-0.8447,-0.0992,1.725,1.0205,-0.511,0.482,1.557,-0.6685,0.661,-1.166,-0.407,0.3787,0.9487,-0.1362
0.5547,0.1536,0.3042,-1.467,-1.045,-0.6147,-0.674,-0.1824,1.346,0.596,-0.681,-0.2424,-0.7866,1.26,0.958,1.092,-0.1917,-1.408,0.6895,0.5483
1.589,-1.132,0.8765,-0.584,1.154,-0.472,-0.9,1.901,1.3955,0.7793,0.0601,-1.087,1.102,1.084,0.65,-0.9155,1.325,0.7656,1.5,1.336
-1.252,-0.8604,0.997,-0.925,-1.083,-1.168,-0.8633,-0.502,0.9116,0.7715,0.9443,-1.136,1.075,0.561,1.058,-0.78,0.1002,0.4055,0.2979,0.713
0.885,-1.451,-1.756,-1.601,-0.6523,3.213,-0.389,0.4827,-0.968,-1.263,1.081,1.255,0.975,3.072,1.058,-1.175,0.1552,-0.0887,2.479,1.05
0.4285,-0.637,-0.4346,-1.368,-0.406,0.318,0.146,-0.2286,0.48,0.834,-0.774,0.739,1.365,0.637,-1.63,-1.048,-1.453,-0.945,-0.01772,-1.654
-1.547,-0.514,-1.562,0.5947,-0.1057,2.418,-1.45,-1.313,0.5303,0.2489,1.758,0.856,1.123,-0.1846,-0.852,-1.5625,-0.5977,0.61,-0.5996,-0.9775
0.0807,-1.249,-0.4878,-1.298,-0.4248,-0.05286,0.995,-0.07904,1.273,0.98,-0.409,0.293,0.3386,1.856,0.1268,-0.758,-0.06168,-0.2876,2.334,0.8784
-0.4634,1.276,-0.9717,-1.297,1.3955,0.2032,1.185,-0.956,0.6265,0.8823,-1.119,0.705,-1.737,0.2944,-0.9644,3.295,0.2798,-1.104,-0.569,-0.0406
-0.861,-0.4165,-1.4,0.9497,1.53,1.594,0.655,-0.5244,-0.4175,-0.03226,-0.0941,0.789,0.0982,-0.913,0.8037,-0.2482,1.34,1.642,0.7944,1.428
0.4998,-0.662,-1.372,1.681,0.327,1.095,-1.442,0.2195,-0.7793,-0.11066,0.6865,1.008,1.039,-0.06824,0.902,-1.325,1.114,1.914,1.338,0.7837
1.263,1.129,-0.7812,-0.05783,1.425,0.73,1.301,1.13,-1.5205,-1.943,-0.3118,0.4023,-1.683,-0.875,-0.655,2.41,0.453,-0.2668,-1.266,0.0006447
-1.345,0.5776,0.4353,-0.354,1.07,-0.719,0.8257,-1.022,0.742,0.546,-0.1803,0.04596,0.3833,-0.3142,0.68,-0.9814,1.054,0.7334,-0.0835,0.472
-0.2705,-1.595,0.9277,-0.9253,1.268,-0.2998,-0.4148,-0.6943,1.089,0.894,0.6177,-0.3574,1.33,1.92,0.9,-1.176,1.419,0.632,2.55,1.322
-0.113,0.688,0.5938,0.913,-1.412,-1.17,-1.227,0.4338,1.751,0.515,-0.1375,-0.7925,0.09,-1.162,1.016,-0.411,-0.517,0.41,1.147,0.257
0.197,-1.163,0.03143,-1.516,0.9116,-0.2979,-1.15,0.697,0.1787,0.09344,0.787,-0.169,-1.387,1.709,-1.227,1.589,-0.285,-1.828,0.6235,-0.459
1.151,1.204,0.7153,1.474,0.999,-1.029,-1.555,1.109,0.2115,0.913,-0.42,-0.224,0.3223,-0.943,0.3215,-0.10065,1.136,1.707,0.6143,0.745
-0.2184,0.9385,1.001,0.03638,-1.124,-0.558,0.5254,-0.364,1.098,0.5986,-0.8535,-1.189,0.1677,-0.844,-1.782,-0.7363,-2.244,-0.2524,-0.2487,-2.633
1.699,1.162,1.011,-1.324,0.185,-0.7,1.589,2.928,-1.158,-0.582,-1.253,-0.77,1.108,0.1622,-1.46,-1.013,-0.848,-0.821,-0.9136,-1.422
0.379,1.511,-0.3003,-0.7905,0.549,-0.1324,0.2465,0.4487,1.676,0.755,-1.607,0.901,-1.586,-0.5,0.4888,2.25,1.272,-0.958,0.3083,0.8447
-0.0269,1.331,1.496,1.411,-0.4502,-0.657,-0.04193,-0.8896,-1.152,-0.7393,-0.4011,-1.811,-0.325,-1.626,0.752,0.02554,0.1721,0.7725,-0.5435,-0.001454
0.3152,-0.0494,-1.33,-1.452,-0.9565,0.99,0.6777,-0.282,0.3096,0.4778,-0.89,0.0899,-0.692,1.111,0.832,0.1937,-0.0767,-1.292,0.1776,0.1509
1.025,0.3284,-0.2485,1.056,-0.7866,-0.2856,-1.169,0.639,1.629,0.8154,-0.538,0.04175,-1.708,-1.021,0.263,2.434,-0.2207,-0.4163,0.203,0.583
1.188,-0.1748,-0.828,0.1466,-1.159,0.01758,0.626,0.506,-0.4163,0.778,-1.449,0.576,0.6406,-0.4446,0.543,-0.85,-0.1455,0.8,-0.4028,0.3174
0.587,-0.8794,-0.3872,0.4976,1.508,-0.2379,-0.543,0.604,-1.592,-2.59,1.543,0.5986,0.8647,-0.11597,-0.612,-0.4373,0.3674,1.387,-0.04214,0.957
0.5415,1.569,-0.12085,-0.2527,0.8486,-0.2695,-0.86,0.251,-0.7915,-0.2146,-0.4272,0.6143,-0.478,-0.848,-0.3435,0.4514,0.6143,-0.1862,-1.325,-0.5513
0.4658,0.559,-1.067,-0.293,-1.41,0.899,0.682,-0.09827,-0.2021,0.3984,-1.139,1.254,-0.8384,-0.4597,0.7,0.582,-0.514,-1.393,-1.413,-0.61
-0.889,0.4597,0.1859,0.065,-1.243,-0.4724,-1.331,-1.202,0.7056,0.78,0.4072,-0.2244,-0.793,-0.7847,-0.694,0.3445,-1.657,-1.208,-0.584,-1.561
0.841,-1.784,-1.476,0.8286,-0.861,1.706,0.646,0.386,1.465,1.423,0.03442,0.4446,0.2583,1.49,-0.9873,-0.1836,-1.536,0.0508,1.464,0.001391
-1.327,-0.367,-1.317,-1.166,-0.4504,1.118,-0.5356,0.1084,-0.05402,0.441,0.4768,0.4238,1.228,0.95,-1.118,-0.5073,-1.438,-1.092,-0.5054,-1.057
0.605,0.6177,-0.715,-1.059,-0.512,0.84,-1.7295,-0.1736,0.3801,1.21,-0.0088,1.162,-1.324,0.01374,-1.52,0.6016,-1.655,-2.338,-0.9814,-2.824
0.595,-0.572,0.6865,1.579,0.3425,-0.674,-0.1257,0.00549,0.9487,1.232,-0.942,0.1311,0.3843,-0.0855,-0.3037,-0.596,0.3765,1.483,1.113,0.982
-0.813,-0.7607,1.654,1.021,1.164,-1.295,-0.7573,0.1262,-1.154,-0.344,0.8394,-2.418,0.361,-0.2297,-0.9077,-0.8,-0.08185,1.13,-0.3296,0.0594
-0.7334,1.013,1.419,-1.087,0.2249,-0.4675,-1.2705,-0.848,1.209,0.425,0.2345,-1.271,-0.0332,-0.412,0.777,-0.7363,0.962,-0.0794,0.1718,0.481
-0.9604,0.508,1.4,-1.209,-1.12,-0.784,-0.1538,-1.101,-1.087,-0.5356,0.08875,-1.492,-0.3162,0.3435,-0.4548,0.1285,-1.215,-1.74,-1.317,-1.729
-0.02275,-1.021,0.3193,0.3535,0.93,-0.1737,-1.377,0.1135,1.011,1.153,0.767,0.4832,-0.575,-0.1011,-0.9385,0.01604,-0.2004,-0.1392,-0.07513,-0.1665
-1.409,1.13,0.831,-1.636,0.09204,-0.6763,-0.2178,-1.277,0.864,0.631,-0.1448,-0.74,1.139,1.0625,1.339,-1.159,1.156,0.4648,0.7104,1.209
0.0844,0.655,0.1392,0.577,1.048,0.0636,-0.18,0.0775,-0.753,0.4243,-0.8535,0.1865,-1.657,-0.7734,-1.208,1.568,-0.3545,-0.5894,-1.278,-0.894
